experiment_id,dag_size,method,identifiability,adjustment_set,true_parents,nb_CI_tests
20_24,20,pc,True,"['10', '4']","['4', '10', '19']",2223
20_25,20,locpc,True,"['9', '0', '2']","['0', '2']",1028
20_25,20,pc,True,"['9', '0', '2']","['0', '2']",1587
20_26,20,locpc,False,,"['3', '12']",253
20_26,20,pc,True,"['3', '12', '16']","['3', '12']",1169
20_27,20,locpc,False,,"['5', '9']",322
20_27,20,pc,False,,"['5', '9']",892
20_28,20,locpc,False,,['15'],935
20_28,20,pc,False,,['15'],1426
20_29,20,locpc,False,,"['6', '11']",395
20_29,20,pc,False,,"['6', '11']",1073
20_30,20,locpc,True,[],"['2', '7', '18']",118
20_30,20,pc,True,['18'],"['2', '7', '18']",2461
20_31,20,locpc,True,"['1', '13']","['1', '13']",1272
20_31,20,pc,True,"['13', '1']","['1', '13']",1965
20_32,20,locpc,True,[],['17'],253
20_32,20,pc,True,[],['17'],871
20_33,20,locpc,True,"['19', '13']","['9', '13', '19']",664
20_33,20,pc,True,"['9', '19', '13']","['9', '13', '19']",1961
20_34,20,locpc,True,[],"['9', '17']",164
20_34,20,pc,True,"['2', '6']","['9', '17']",2667
20_35,20,locpc,False,,['3'],338
20_35,20,pc,False,,['3'],1018
20_36,20,locpc,True,"['19', '3']","['3', '19']",684
20_36,20,pc,True,"['19', '3']","['3', '19']",2914
20_37,20,locpc,True,"['10', '18', '1']",['10'],429
20_37,20,pc,True,"['18', '1', '10']",['10'],1920
20_38,20,locpc,True,"['19', '17', '5', '1']","['5', '17']",1175
20_38,20,pc,True,"['19', '17', '5', '1']","['5', '17']",1738
20_39,20,locpc,False,,"['0', '1']",858
20_39,20,pc,False,,"['0', '1']",1958
20_40,20,locpc,False,,"['1', '4', '8']",222
20_40,20,pc,False,,"['1', '4', '8']",1481
20_41,20,locpc,True,[],"['5', '6']",891
20_41,20,pc,True,[],"['5', '6']",1987
20_42,20,locpc,False,,['12'],248
20_42,20,pc,False,,['12'],684
20_43,20,locpc,False,,['10'],517
20_43,20,pc,False,,['10'],1605
20_44,20,locpc,False,,"['2', '3', '9']",205
20_44,20,pc,True,"['2', '9']","['2', '3', '9']",965
20_45,20,locpc,True,"['9', '16']",['16'],4365
20_45,20,pc,True,"['16', '9']",['16'],6127
20_46,20,locpc,True,"['0', '9']","['0', '9']",155
20_46,20,pc,True,"['9', '0']","['0', '9']",948
20_47,20,locpc,False,,"['4', '10']",829
20_47,20,pc,True,['10'],"['4', '10']",1731
20_48,20,locpc,True,"['10', '3']","['3', '10', '19']",800
20_48,20,pc,True,"['10', '3']","['3', '10', '19']",1363
20_49,20,locpc,False,,"['10', '12']",518
20_49,20,pc,False,,"['10', '12']",953
20_50,20,locpc,True,"['17', '14', '12', '19', '11']","['11', '12']",1015
20_50,20,pc,True,"['19', '17', '14', '12', '11']","['11', '12']",3043
20_51,20,locpc,True,"['10', '2', '9']","['2', '9', '12']",603
20_51,20,pc,True,"['10', '2', '9']","['2', '9', '12']",1084
20_52,20,locpc,True,"['17', '5']","['16', '17']",401
20_52,20,pc,True,"['17', '5']","['16', '17']",1583
20_53,20,locpc,True,"['18', '6']",['6'],1108
20_53,20,pc,False,,['6'],1723
20_54,20,locpc,False,,"['2', '6', '18']",240
20_54,20,pc,False,,"['2', '6', '18']",915
20_55,20,locpc,False,,"['7', '8']",449
20_55,20,pc,True,[],"['7', '8']",940
20_56,20,locpc,True,"['5', '11']",['16'],327
20_56,20,pc,True,"['5', '11', '16']",['16'],850
20_57,20,locpc,True,"['17', '4']","['4', '17']",895
20_57,20,pc,True,['17'],"['4', '17']",1930
20_58,20,locpc,False,,['7'],1117
20_58,20,pc,True,[],['7'],1856
20_59,20,locpc,False,,['8'],1082
20_59,20,pc,False,,['8'],1798
20_60,20,locpc,True,[],"['0', '4', '16']",83
20_60,20,pc,True,[],"['0', '4', '16']",2298
20_61,20,locpc,False,,['2'],706
20_61,20,pc,False,,['2'],1261
20_62,20,locpc,True,"['3', '16']","['3', '11']",1517
20_62,20,pc,True,"['16', '3']","['3', '11']",3126
20_63,20,locpc,False,,['16'],821
20_63,20,pc,False,,['16'],1180
20_64,20,locpc,False,,['13'],941
20_64,20,pc,False,,['13'],2782
20_65,20,locpc,False,,['3'],561
20_65,20,pc,False,,['3'],1601
20_66,20,locpc,True,['8'],['8'],568
20_66,20,pc,False,,['8'],1226
20_67,20,locpc,True,"['2', '6']","['2', '6']",656
20_67,20,pc,True,"['6', '2']","['2', '6']",1738
20_68,20,locpc,False,,"['0', '10']",635
20_68,20,pc,False,,"['0', '10']",1176
20_69,20,locpc,False,,"['7', '9', '17']",159
20_69,20,pc,False,,"['7', '9', '17']",1706
20_70,20,locpc,True,"['7', '9']","['7', '9']",737
20_70,20,pc,True,"['7', '9']","['7', '9']",1596
20_71,20,locpc,True,"['5', '11']","['5', '11']",705
20_71,20,pc,True,"['11', '5']","['5', '11']",1895
20_72,20,locpc,True,"['16', '10', '4']","['4', '16']",762
20_72,20,pc,True,"['4', '16', '10']","['4', '16']",1186
20_73,20,locpc,True,"['15', '0', '12', '9']","['0', '12']",771
20_73,20,pc,True,"['0', '15', '12', '9']","['0', '12']",1544
20_74,20,locpc,True,[],"['4', '10', '13', '18']",53
20_74,20,pc,True,"['18', '13']","['4', '10', '13', '18']",1091
20_75,20,locpc,True,[],"['8', '14', '17']",119
20_75,20,pc,True,[],"['8', '14', '17']",2673
20_76,20,locpc,True,"['4', '12']","['4', '6', '16']",348
20_76,20,pc,True,"['12', '16', '4']","['4', '6', '16']",984
20_77,20,locpc,False,,"['5', '19']",1186
20_77,20,pc,False,,"['5', '19']",1909
20_78,20,locpc,False,,"['0', '16']",255
20_78,20,pc,False,,"['0', '16']",697
20_79,20,locpc,True,"['0', '12', '9']","['0', '12']",209
20_79,20,pc,True,"['12', '9', '0']","['0', '12']",991
20_80,20,locpc,True,"['0', '3', '13']","['13', '14']",2339
20_80,20,pc,True,"['0', '13']","['13', '14']",3321
20_81,20,locpc,True,['6'],['6'],475
20_81,20,pc,True,['6'],['6'],1243
20_82,20,locpc,False,,"['14', '16']",688
20_82,20,pc,False,,"['14', '16']",1494
20_83,20,locpc,False,,"['14', '17']",1903
20_83,20,pc,False,,"['14', '17']",3052
20_84,20,locpc,True,"['17', '2']","['2', '4', '17']",189
20_84,20,pc,True,"['2', '17']","['2', '4', '17']",802
20_85,20,locpc,False,,"['6', '8']",477
20_85,20,pc,False,,"['6', '8']",1540
20_86,20,locpc,True,"['18', '2', '9', '4']",['18'],729
20_86,20,pc,True,"['18', '2', '9', '4']",['18'],1158
20_87,20,locpc,True,"['2', '17', '1']","['1', '2', '12']",630
20_87,20,pc,True,"['17', '1', '2']","['1', '2', '12']",1143
20_88,20,locpc,False,,"['9', '11']",798
20_88,20,pc,False,,"['9', '11']",1675
20_89,20,locpc,True,"['9', '4', '6']",['4'],410
20_89,20,pc,True,"['9', '4', '6']",['4'],886
20_90,20,locpc,False,,"['6', '16']",133
20_90,20,pc,False,,"['6', '16']",705
20_91,20,locpc,False,,"['0', '1']",903
20_91,20,pc,False,,"['0', '1']",2536
20_92,20,locpc,True,"['18', '19', '16', '2']","['0', '2']",1203
20_92,20,pc,True,"['16', '18', '19', '2']","['0', '2']",2877
20_93,20,locpc,True,"['11', '17']",['11'],1648
20_93,20,pc,True,[],['11'],2199
20_94,20,locpc,True,"['16', '10']",['16'],208
20_94,20,pc,True,"['16', '10']",['16'],852
20_95,20,locpc,True,"['10', '3', '15']",['3'],709
20_95,20,pc,True,"['3', '15', '10']",['3'],1111
20_96,20,locpc,False,,['9'],1252
20_96,20,pc,True,['9'],['9'],2112
20_97,20,locpc,False,,"['0', '1']",1867
20_97,20,pc,False,,"['0', '1']",2767
20_98,20,locpc,False,,['17'],827
20_98,20,pc,False,,['17'],2037
20_99,20,locpc,True,"['1', '15']",['15'],719
20_99,20,pc,True,"['1', '15']",['15'],1462
30_0,30,locpc,False,,"['1', '26', '28']",483
30_0,30,pc,False,,"['1', '26', '28']",2721
30_1,30,locpc,True,[],"['6', '9']",529
30_1,30,pc,True,[],"['6', '9']",2692
30_2,30,locpc,False,,"['17', '18']",1025
30_2,30,pc,True,['17'],"['17', '18']",1855
30_3,30,locpc,False,,['26'],605
30_3,30,pc,True,[],['26'],2082
30_4,30,locpc,False,,"['3', '19']",503
30_4,30,pc,False,,"['3', '19']",1734
30_5,30,locpc,True,"['9', '20']","['9', '18', '20', '25']",1372
30_5,30,pc,True,"['20', '9']","['9', '18', '20', '25']",4043
30_6,30,locpc,False,,['21'],375
30_6,30,pc,False,,['21'],3755
30_7,30,locpc,True,"['1', '24']","['1', '24']",764
30_7,30,pc,True,"['24', '1']","['1', '24']",2996
30_8,30,locpc,True,[],"['11', '18']",91
30_8,30,pc,True,[],"['11', '18']",2505
30_9,30,locpc,True,"['10', '16', '26']","['10', '26']",857
30_9,30,pc,True,"['6', '16', '10', '26']","['10', '26']",5395
30_10,30,locpc,True,"['21', '0', '19', '10']","['10', '21']",910
30_10,30,pc,True,"['21', '10', '0', '19']","['10', '21']",5389
30_11,30,locpc,True,[],"['2', '26']",33
30_11,30,pc,True,[],"['2', '26']",2434
30_12,30,locpc,True,"['4', '1']","['1', '4']",878
30_12,30,pc,False,,"['1', '4']",1795
30_13,30,locpc,True,[],"['6', '19']",787
30_13,30,pc,True,[],"['6', '19']",2498
30_14,30,locpc,True,"['8', '5']",['8'],2895
30_14,30,pc,True,"['8', '5']",['8'],8306
30_15,30,locpc,False,,"['15', '17']",1056
30_15,30,pc,False,,"['15', '17']",3544
30_16,30,locpc,True,"['3', '4']",['3'],844
30_16,30,pc,True,"['4', '3']",['3'],4070
30_17,30,locpc,False,,"['5', '8']",1988
30_17,30,pc,True,[],"['5', '8']",3082
30_18,30,locpc,False,,['16'],1709
30_18,30,pc,False,,['16'],3947
30_19,30,locpc,True,"['11', '15']",['11'],3258
30_19,30,pc,True,"['11', '15']",['11'],5060
30_20,30,locpc,True,"['5', '29', '10', '18']",['29'],3377
30_20,30,pc,True,"['5', '29', '10', '18']",['29'],4709
30_21,30,locpc,False,,"['6', '27']",456
30_21,30,pc,True,"['15', '27', '6']","['6', '27']",2496
30_22,30,locpc,True,"['8', '19', '29']",['5'],708
30_22,30,pc,True,"['8', '19', '5', '29']",['5'],2916
30_23,30,locpc,True,"['23', '2', '22']","['4', '5', '23']",1719
30_23,30,pc,True,"['22', '2']","['4', '5', '23']",2666
30_24,30,locpc,False,,"['7', '19']",350
30_24,30,pc,False,,"['7', '19']",1571
30_25,30,locpc,False,,['12'],1493
30_25,30,pc,False,,['12'],5095
30_26,30,locpc,True,"['24', '3']","['3', '24']",1657
30_26,30,pc,True,"['3', '24']","['3', '24']",5619
30_27,30,locpc,True,"['9', '26']","['24', '26']",3102
30_27,30,pc,True,"['9', '26']","['24', '26']",4600
30_28,30,locpc,True,"['10', '12']",['10'],1712
30_28,30,pc,False,,['10'],2639
30_29,30,locpc,True,"['3', '14', '12']",['3'],1768
30_29,30,pc,False,,['3'],2646
30_30,30,locpc,True,['19'],"['6', '19']",1705
30_30,30,pc,True,['19'],"['6', '19']",3382
30_31,30,locpc,False,,['16'],968
30_31,30,pc,False,,['16'],3148
30_32,30,locpc,False,,"['7', '13', '17']",350
30_32,30,pc,True,"['17', '7']","['7', '13', '17']",3746
30_33,30,locpc,True,[],['1'],2672
30_33,30,pc,True,[],['1'],4453
30_34,30,locpc,False,,"['6', '27']",1203
30_34,30,pc,False,,"['6', '27']",3971
30_35,30,locpc,True,['10'],['10'],1447
30_35,30,pc,True,['10'],['10'],3539
30_36,30,locpc,True,[],['28'],66
30_36,30,pc,True,['20'],['28'],2996
30_37,30,locpc,True,"['25', '29', '5']",['29'],913
30_37,30,pc,True,"['5', '29', '25']",['29'],3127
30_38,30,locpc,False,,"['17', '18']",1784
30_38,30,pc,True,"['18', '17', '9']","['17', '18']",2644
30_39,30,locpc,True,"['20', '12', '10', '25']","['12', '20']",904
30_39,30,pc,True,"['10', '20', '12', '25']","['12', '20']",4651
30_40,30,locpc,True,[],"['14', '16']",999
30_40,30,pc,True,[],"['14', '16']",3308
30_41,30,locpc,True,"['13', '7', '2']","['2', '7', '13']",1396
30_41,30,pc,True,"['13', '7']","['2', '7', '13']",2165
30_42,30,locpc,False,,"['21', '25']",483
30_42,30,pc,True,"['18', '21', '25']","['21', '25']",2276
30_43,30,locpc,True,"['29', '19']","['14', '19', '29']",603
30_43,30,pc,True,"['29', '19']","['14', '19', '29']",4311
30_44,30,locpc,True,"['11', '13', '23']",['11'],2568
30_44,30,pc,True,"['11', '13', '23']",['11'],3600
30_45,30,locpc,False,,"['18', '28']",619
30_45,30,pc,False,,"['18', '28']",1977
30_46,30,locpc,True,"['5', '9']","['5', '22']",531
30_46,30,pc,True,"['5', '9']","['5', '22']",2732
30_47,30,locpc,True,[],"['1', '18', '20']",74
30_47,30,pc,True,[],"['1', '18', '20']",3310
30_48,30,locpc,False,,['29'],755
30_48,30,pc,True,[],['29'],2448
30_49,30,locpc,False,,"['2', '26']",701
30_49,30,pc,False,,"['2', '26']",2099
30_50,30,locpc,False,,"['17', '20']",251
30_50,30,pc,False,,"['17', '20']",1911
30_51,30,locpc,True,['25'],"['18', '25']",1164
30_51,30,pc,True,['25'],"['18', '25']",4179
30_52,30,locpc,True,"['12', '2']","['2', '12']",722
30_52,30,pc,True,"['2', '12']","['2', '12']",1260
30_53,30,locpc,True,[],"['11', '16']",95
30_53,30,pc,True,"['16', '22']","['11', '16']",2085
30_54,30,locpc,False,,"['9', '14']",2096
30_54,30,pc,True,['9'],"['9', '14']",3401
30_55,30,locpc,True,"['5', '19', '9']","['5', '9']",962
30_55,30,pc,True,"['9', '19', '5']","['5', '9']",3745
30_56,30,locpc,True,['20'],"['20', '29']",567
30_56,30,pc,True,['20'],"['20', '29']",2574
30_57,30,locpc,False,,"['2', '25']",786
30_57,30,pc,False,,"['2', '25']",3004
30_58,30,locpc,False,,['11'],446
30_58,30,pc,False,,['11'],1691
30_59,30,locpc,True,['15'],['15'],662
30_59,30,pc,True,['15'],['15'],2163
30_60,30,locpc,False,,['17'],1067
