dataset,metric,mean,std
294_satellite_image_sample_1287,mse,0.04211873997549405,0.0025309515021868954
294_satellite_image_sample_1287,aug_mse,0.042184900144139524,0.0025468421702711757
294_satellite_image_sample_1287,delta_mse,0.156698915335304,0.5528973624477596
294_satellite_image_sample_1287,p_wilcoxon,0.23958333333333334,0.14280076201039987
294_satellite_image_sample_1287,should_proceed,0.0,0.0
294_satellite_image_sample_2574,mse,0.04114772813689516,0.00195440913751653
294_satellite_image_sample_2574,aug_mse,0.04113066572181388,0.001950630724185329
294_satellite_image_sample_2574,delta_mse,-0.04044092722492307,0.2571218652969299
294_satellite_image_sample_2574,p_wilcoxon,0.26419270833333336,0.1250706112953292
294_satellite_image_sample_2574,should_proceed,0.0,0.0
294_satellite_image_sample_3861,mse,0.04064624607280625,0.0015029149419272677
294_satellite_image_sample_3861,aug_mse,0.040665874350723684,0.0015220436425129986
294_satellite_image_sample_3861,delta_mse,0.0466463671385436,0.19185119965252073
294_satellite_image_sample_3861,p_wilcoxon,0.2745442708333333,0.09587825883115032
294_satellite_image_sample_3861,should_proceed,0.0,0.0
294_satellite_image_sample_5148,mse,0.040153903289347315,0.0011770541157899604
294_satellite_image_sample_5148,aug_mse,0.04018303915960718,0.0011458255749480725
294_satellite_image_sample_5148,delta_mse,0.07503430997997844,0.19230736183992397
294_satellite_image_sample_5148,p_wilcoxon,0.39251302083333334,0.14191549551318725
294_satellite_image_sample_5148,should_proceed,0.0,0.0
294_satellite_image_sample_6435,mse,0.04049221266463466,0.00112609214826666
294_satellite_image_sample_6435,aug_mse,0.04050931894717315,0.0011169413604325132
294_satellite_image_sample_6435,delta_mse,0.04300954248986813,0.17846542879589178
294_satellite_image_sample_6435,p_wilcoxon,0.3465494791666667,0.11968947322359864
294_satellite_image_sample_6435,should_proceed,0.0,0.0
