Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Foot_leg.SD,Hand_arm.SD,Head.SD,Mouth.SD,Torso.SD,Max_strength.perceptual,Minkowski3.perceptual,Exclusivity.perceptual,Dominant.perceptual,Max_strength.action,Minkowski3.action,Exclusivity.action,Dominant.action,Max_strength.sensorimotor,Minkowski3.sensorimotor,Exclusivity.sensorimotor,Dominant.sensorimotor,N_known.perceptual,List_N.perceptual,Percent_known.perceptual,N_known.action,List_N.action,Percent_known.action,Mean_age.perceptual,Mean_age.action,List#.perceptual,List#.action
PREREVOLUTIONARY,1.5,0,0.1875,0.1875,0,1.875,0.2,0.35,1.7,0.2,0.2,1.549193338,0,0.543905629,0.543905629,0,1.821171784,0.894427191,0.988086934,2.054520049,0.695852374,0.894427191,1.875,2.152996037,0.5,Visual,1.7,1.707678644,0.566037736,Head,1.875,2.464009999,0.29296875,Visual,16,17,0.941176471,20,21,0.952380952,41.25,36.4,PN_Sample_752.csv,MN_sample_752.csv
PREROGATIVE,1,0.071428571,0,0.857142857,0.071428571,0.571428571,0.357142857,0.214285714,1.785714286,0.928571429,0.357142857,1.414213562,0.267261242,0,1.027105182,0.267261242,0.937614462,0.928782732,0.578934224,2.118728626,1.730463954,1.081817762,1,1.220270341,0.388888889,Auditory,1.785714286,1.875383789,0.431372549,Head,1.785714286,2.033832848,0.287356322,Head,14,19,0.736842105,14,18,0.777777778,38.85714286,35,PN_Sample_222.csv,MN_sample_222.csv
PRESCHOOL,2.333333333,0.277777778,0.388888889,0,0.722222222,3.444444444,1.631578947,1.631578947,2.789473684,2.052631579,1.210526316,2.029198625,0.95828005,1.243282604,0,1.564516672,1.68809751,1.920952493,2.033347713,2.097060042,1.985326287,1.812884361,3.444444444,3.780375152,0.480620155,Visual,2.789473684,3.443002231,0.169491525,Head,3.444444444,4.560347472,0.208976406,Visual,18,18,1,19,19,1,42.27777778,31.84210526,PN_Sample_572.csv,MN_sample_572.csv
PRESCHOOLER,2.6875,0.125,1.25,0.4375,0.6875,3.4375,0.947368421,1.578947368,2.473684211,1.473684211,0.894736842,2.212653008,0.5,1.807392228,1.093541647,1.25,1.67207456,1.747178176,2.142578651,2.269812059,2.117871601,1.760515608,3.4375,3.966248398,0.384057971,Visual,2.473684211,2.878083294,0.214285714,Head,3.4375,4.418000717,0.207116413,Visual,16,16,1,19,19,1,30.0625,37,PN_Sample_200.csv,MN_sample_200.csv
PRESCRIBE,1.666666667,0.277777778,0.277777778,0.833333333,0.222222222,2.055555556,0.4,1.55,1.2,1.3,0.4,1.84709629,0.95828005,0.57451315,1.653872461,0.732084498,1.924217862,1.187655807,2.01246118,1.794729125,1.949358869,1.187655807,2.055555556,2.407127588,0.34375,Visual,1.55,1.981230657,0.237113402,Hand_arm,2.055555556,2.790289743,0.180032733,Visual,18,18,1,20,20,1,36.05555556,37.15,PN_Sample_686.csv,MN_sample_686.csv
PRESCRIBER,1.8,0.114285714,0.457142857,0.171428571,0.028571429,2.714285714,0.315789474,1.368421053,2.263157895,2.052631579,0.315789474,1.875539138,0.529785116,1.010033696,0.617667067,0.169030851,1.933777598,0.820069887,1.706540566,2.130260945,1.928548222,0.820069887,2.714285714,2.959879622,0.508108108,Visual,2.263157895,2.838309857,0.308333333,Head,2.714285714,3.654235511,0.231497084,Visual,35,37,0.945945946,19,19,1,38,36.84210526,PN_Sample_526.csv,MN_sample_526.csv
PRESCRIPTION,0.833333333,1.166666667,1.222222222,0.833333333,0.444444444,3.444444444,0.25,1.5,2.05,1.9,0.5,1.42457424,1.42457424,1.80050828,1.248528546,1.247219129,1.652884189,1.118033989,1.877848713,2.01246118,1.997366687,1.538967528,3.444444444,3.570659669,0.377622378,Visual,2.05,2.667921718,0.290322581,Head,3.444444444,4.010685386,0.225844462,Visual,18,18,1,20,20,1,34.38888889,34.95,PN_Sample_405.csv,MN_sample_405.csv
PRESCRIPTIVE,1,0.214285714,0.142857143,0.571428571,0.071428571,1.142857143,0.055555556,0.833333333,2.5,1.5,0.111111111,1.240347346,0.578934224,0.36313652,0.851630627,0.267261242,1.350620533,0.23570226,1.200490096,2.281640277,1.689065178,0.323380833,1.142857143,1.391172316,0.340909091,Visual,2.5,2.695293443,0.488888889,Head,2.5,2.813567938,0.300194932,Head,14,16,0.875,18,18,1,40.14285714,39.61111111,PN_Sample_762.csv,MN_sample_762.csv
PRESCRIPTIVELY,1.916666667,0.25,0.583333333,0.5,0.25,1.833333333,0.611111111,0.944444444,2.333333333,1.666666667,0.833333333,2.065224326,0.866025404,1.164500153,0.904534034,0.866025404,2.081665999,1.243282604,1.589384721,1.814970426,1.909727421,1.58113883,1.916666667,2.384499079,0.3125,Auditory,2.333333333,2.667590665,0.269565217,Head,2.333333333,3.192578901,0.177725118,Head,12,17,0.705882353,18,21,0.857142857,37.58333333,37.5,PN_Sample_631.csv,MN_sample_631.csv
PRESEASON,1.894736842,0.263157895,0,0.473684211,0,2.578947368,0.7,0.85,2.5,1,0.6,2.183135789,1.147078669,0,1.306752593,0,2.268523491,1.625455402,1.725200217,2.282657731,1.622214211,1.391704748,2.578947368,2.887667249,0.494949495,Visual,2.5,2.61090709,0.336283186,Head,2.578947368,3.472638108,0.237460625,Visual,19,19,1,20,20,1,38.57894737,40.3,PN_Sample_603.csv,MN_sample_603.csv
PRESELECT,1,0,0.777777778,0.722222222,0,2.388888889,0.3125,2.0625,2.125,2.0625,0.5,1.714985851,0,1.664704728,1.40610248,0,2.252812331,0.793200269,2.015564437,2.156385865,1.87860764,0.894427191,2.388888889,2.49224851,0.488636364,Visual,2.125,3.01101815,0.256637168,Head,2.388888889,3.497377456,0.199883788,Visual,18,19,0.947368421,16,17,0.941176471,35.88888889,36.8125,PN_Sample_245.csv,MN_sample_245.csv
PRESENCE,2.125,0.1875,1.625,2.25,0.875,3.625,1.80952381,2.238095238,3,1.476190476,1.761904762,1.927865832,0.75,2.093641166,2.144761059,1.62788206,1.543804824,2.159144451,2.343176517,2.121320344,2.159144451,2.142539659,3.625,4.190542268,0.321637427,Visual,3,3.752079615,0.148148148,Head,3.625,5.018740081,0.163899532,Visual,16,16,1,21,21,1,39.0625,34.23809524,PN_Sample_521.csv,MN_sample_521.csv
PRESENT,1.388888889,0.222222222,1.666666667,1,0.277777778,3.5,0.714285714,2.428571429,2.571428571,1.523809524,1.095238095,1.753614381,0.646761667,1.909727421,1.236693885,0.57451315,1.790497795,1.553797192,2.20389266,2.248809209,1.9136104,1.841324575,3.5,3.713663164,0.406896552,Visual,2.571428571,3.318446735,0.222857143,Head,3.5,4.443900253,0.2,Visual,18,18,1,21,21,1,37.66666667,39.0952381,PN_Sample_766.csv,MN_sample_766.csv
PRESENT TENSE,2.95,0.2,0.35,0.95,0.25,2.15,1.210526316,1.473684211,3.684210526,2.263157895,1.157894737,2.038446261,0.695852374,0.812727701,1.503504678,0.910465468,2.390221307,1.988269694,2.117871601,1.827342684,2.104020101,1.951158001,2.95,3.318192301,0.401459854,Auditory,3.684210526,4.08416806,0.258064516,Head,3.684210526,4.712600852,0.209394275,Head,20,22,0.909090909,19,19,1,39.75,32.68421053,PN_Sample_331.csv,MN_sample_331.csv
PRESENTABLE,1.368421053,0.052631579,0.631578947,0.789473684,0.210526316,3.631578947,0.95,1.2,2.15,0.8,0.95,1.673669499,0.229415734,1.300022492,1.652571981,0.418853908,1.832136771,1.571958216,1.704483252,2.058998223,1.321880638,1.66938375,3.631578947,3.713525523,0.535433071,Visual,2.15,2.40399364,0.223140496,Head,3.631578947,4.022861821,0.281049804,Visual,19,19,1,20,20,1,31.66666667,33.7,PN_Sample_196.csv,MN_sample_196.csv
PRESENTABLY,1.571428571,0,0.785714286,0.928571429,0.142857143,3.571428571,1.2,2.15,2.6,2.2,1.3,1.785164751,0,1.577659973,1.491735474,0.36313652,1.696797242,1.7651599,2.134306247,2.28035085,2.166734142,1.809332532,3.571428571,3.701704403,0.510204082,Visual,2.6,3.478435434,0.148148148,Head,3.571428571,4.52757402,0.21710812,Visual,14,17,0.823529412,20,21,0.952380952,38.64285714,35.9,PN_Sample_668.csv,MN_sample_668.csv
PRESENTATION,3.588235294,0.352941176,0.382352941,0.382352941,0.117647059,4.176470588,1.46875,2.875,3.625,2.90625,1.59375,1.986586032,0.98110491,0.853325256,0.853325256,0.32703497,1.52694165,1.722420933,1.862187406,1.979736053,2.204970558,1.829143551,4.176470588,4.921538619,0.450980392,Visual,3.625,4.690005605,0.172932331,Head,4.176470588,6.058404957,0.189057282,Visual,34,34,1,32,38,0.842105263,36.73529412,41.8125,PN_Sample_342.csv,MN_sample_342.csv
PRESENTATIONAL,2.444444444,0.277777778,0.111111111,0.388888889,0.333333333,3.777777778,1.5,2.15,3.2,2.85,1.55,2.148110585,1.178511302,0.471404521,1.243282604,1.188177052,1.664704728,1.986798536,2.134306247,2.166734142,2.207046133,1.959457497,3.777777778,4.094418693,0.5,Visual,3.2,4.178468319,0.151111111,Head,3.777777778,5.212130122,0.197309417,Visual,18,18,1,20,21,0.952380952,33.77777778,40.95,PN_Sample_726.csv,MN_sample_726.csv
PRESENTER,3.277777778,0,0.333333333,0,0,4.333333333,0.894736842,2.315789474,2.947368421,3,1.052631579,2.080880909,0,0.9701425,0,0,1.328422328,1.286456669,1.945154423,1.870047064,2.054804668,1.432700799,4.333333333,4.885718311,0.545454545,Visual,3,4.059641134,0.206185567,Mouth,4.333333333,5.682876245,0.238685779,Visual,18,18,1,19,19,1,30.94444444,36.84210526,PN_Sample_205.csv,MN_sample_205.csv
PRESENTLY,1.470588235,0.352941176,0.470588235,2.058823529,0.588235294,2.235294118,2.19047619,2.380952381,2.857142857,1.904761905,2,1.806849712,1.221739358,1.280510009,2.276801162,1.502448981,1.92124347,2.159144451,2.201730921,2.174527863,2.188715649,2.19089023,2.235294118,2.861384278,0.262295082,Visual,2.857142857,3.96303636,0.084033613,Head,2.857142857,4.408347299,0.135290557,Head,17,17,1,21,21,1,39.47058824,37.04761905,PN_Sample_670.csv,MN_sample_670.csv
PRESERVATION,0.833333333,0.388888889,0.5,1,0.388888889,2.777777778,1.35,1.9,1.85,1.2,1.1,1.339446769,0.849836586,0.857492926,1.371988681,0.697802339,1.926763686,1.87153188,1.83245593,1.899445903,1.704483252,1.586124041,2.777777778,2.854330182,0.405660377,Visual,1.9,2.654755907,0.108108108,Hand_arm,2.777777778,3.475055323,0.179765886,Visual,18,18,1,20,20,1,35.44444444,39.7,PN_Sample_150.csv,MN_sample_150.csv
PRESERVATIONIST,2.277777778,0.055555556,0.388888889,0.5,0.055555556,2.611111111,0.95,1.9,1.75,1.25,0.8,1.840893503,0.23570226,0.978527639,0.923548145,0.23570226,1.85151413,1.791059669,2.337339919,2.197486603,1.802775638,1.704483252,2.611111111,3.100457228,0.433962264,Visual,1.9,2.495505257,0.165413534,Hand_arm,2.611111111,3.565961553,0.203810368,Visual,18,18,1,20,21,0.952380952,34,38.15,PN_Sample_470.csv,MN_sample_470.csv
PRESERVATIVE,0.052631579,2.105263158,0.473684211,0.315789474,1.210526316,1.736842105,0.263157895,0.421052632,1.631578947,2.105263158,0.421052632,0.229415734,1.728671193,0.964274111,0.820069887,1.315672509,1.694504361,0.933458638,1.121298329,1.977948609,2.105409352,1.017392608,2.105263158,2.54489531,0.348214286,Gustatory,2.105263158,2.401022012,0.380434783,Mouth,2.105263158,3.118366939,0.191176471,Gustatory,19,20,0.95,19,21,0.904761905,36.57894737,41.42105263,PN_Sample_041.csv,MN_sample_041.csv
PRESERVE,1.1,1.05,1,0.7,0.85,2.4,0.35,2,1.45,0.75,0.5,1.744163199,2.038446261,1.589438828,1.417930293,1.814415956,1.902906364,0.812727701,2,1.700619082,1.29269201,1.100239208,2.4,2.63376811,0.23943662,Visual,2,2.266195897,0.326732673,Hand_arm,2.4,3.104057296,0.16872428,Visual,20,20,1,20,20,1,35.26315789,35.1,PN_Sample_420.csv,MN_sample_420.csv
PRESERVER,0.176470588,0.235294118,0.823529412,0.470588235,0.058823529,2.058823529,0.684210526,1.526315789,2.368421053,0.736842105,0.894736842,0.52859414,0.9701425,1.667156791,1.007326105,0.242535625,2.075770587,1.416279617,1.896441728,2.060488785,1.75885396,1.486783883,2.058823529,2.11107561,0.523076923,Visual,2.368421053,2.634158873,0.271186441,Head,2.368421053,3.025202047,0.230175872,Head,17,19,0.894736842,19,20,0.95,34.17647059,36.84210526,PN_Sample_738.csv,MN_sample_738.csv
PRESET,0.8125,0.1875,0.625,0.625,0.4375,2,0.2,1.15,1.6,0.45,0.25,1.470544117,0.543905629,1.204159458,1.258305739,1.209338662,2,0.894427191,1.531253357,1.95744194,1.050062655,0.910465468,2,2.088905224,0.386666667,Visual,1.6,1.789613537,0.383561644,Head,2,2.457777049,0.217391304,Visual,16,18,0.888888889,20,20,1,33.5625,34.95,PN_Sample_405.csv,MN_sample_405.csv
PRESHOW,2.333333333,0.083333333,0,0.333333333,0,3.333333333,0.277777778,0.833333333,3.555555556,0.722222222,0.222222222,2.229281716,0.288675135,0,0.778498944,0,1.922750555,0.669113158,1.248528546,1.722591147,1.127493605,0.427792632,3.333333333,3.678579824,0.547945205,Visual,3.555555556,3.581413238,0.594059406,Head,3.555555556,4.574328133,0.304038005,Head,12,16,0.75,18,18,1,38,36.27777778,PN_sample_1.csv,MN_sample_1.csv
PRESHRUNK,0.222222222,0,1.055555556,0.277777778,0,2.888888889,0.526315789,1.263157895,1.894736842,0.105263158,1,0.732084498,0,1.392087819,0.95828005,0,1.967048816,0.772328446,1.367971136,1.940639552,0.315301768,1.490711985,2.888888889,2.936372814,0.65,Visual,1.894736842,2.151887443,0.373626374,Head,2.888888889,3.279853264,0.312856238,Visual,18,20,0.9,19,22,0.863636364,37.88888889,36.10526316,PN_Sample_718.csv,MN_sample_718.csv
PRESIDE,2.133333333,0,0.2,0.933333333,0.066666667,2.133333333,0.315789474,0.947368421,1.473684211,1.105263158,0.315789474,1.807392228,0,0.414039336,1.830950833,0.25819889,2.065591118,0.671038298,1.470966584,1.896441728,1.696229048,0.820069887,2.133333333,2.725205547,0.390243902,Visual,1.473684211,1.761305422,0.278481013,Head,2.133333333,2.951184947,0.221655122,Auditory,15,19,0.789473684,19,20,0.95,38.6,33.63157895,PN_Sample_657.csv,MN_sample_657.csv
PRESIDENCY,2,0,0.166666667,0.444444444,0,3.277777778,0.6,0.95,3.05,1.7,0.9,2.029198625,0,0.707106781,1.293523334,0,1.934381055,1.313893371,1.761428846,1.932410548,2.12998641,1.586124041,3.277777778,3.511750953,0.556603774,Visual,3.05,3.273805481,0.340277778,Head,3.277777778,4.279882575,0.250424448,Visual,18,18,1,20,20,1,35.11111111,35.5,PN_Sample_733.csv,MN_sample_733.csv
PRESIDENT,2.857142857,0.19047619,0.428571429,0.619047619,0.19047619,3.761904762,1.428571429,1.666666667,3.380952381,2.714285714,1.285714286,1.956673562,0.872871561,1.362770288,1.395571226,0.872871561,1.410842369,2.03890727,2.081665999,2.155833724,2.326861774,1.874642823,3.761904762,4.252323313,0.443786982,Visual,3.380952381,4.087941026,0.2,Head,3.761904762,5.256077512,0.192802057,Visual,21,21,1,21,21,1,33.85714286,34.52380952,PN_Sample_385.csv,MN_sample_385.csv
PRESIDENTIAL,3.0625,0.3125,0.75,0.8125,0.5,3.6875,0.526315789,0.526315789,1.789473684,0.736842105,0.421052632,1.730847577,1.25,1.732050808,1.721191448,1.414213562,1.400892573,1.263523339,1.073334423,1.812884361,1.484815936,1.121298329,3.6875,4.308474855,0.369863014,Visual,1.789473684,1.865927619,0.342105263,Head,3.6875,4.422109808,0.257142857,Visual,16,16,1,19,19,1,35.1875,42.15789474,PN_Sample_627.csv,MN_sample_627.csv
PRESIDENTIALLY,2.15,0.05,0.2,0.9,0,2.8,0.789473684,1.210526316,2.894736842,2.368421053,0.842105263,1.980829172,0.223606798,0.523148364,1.744163199,0,2.015727634,1.134261746,1.548438187,1.997073883,1.977948609,1.302269724,2.8,3.19541988,0.459016393,Visual,2.894736842,3.431455927,0.25974026,Head,2.894736842,4.179959618,0.203779177,Head,20,20,1,19,19,1,38.4,41.21052632,PN_Sample_416.csv,MN_sample_416.csv
PRESOAK,0.5,0.029411765,2.058823529,0.264705882,0.235294118,3.058823529,0.619047619,2.333333333,1.333333333,0.428571429,0.761904762,1.022474716,0.171498585,1.953104389,0.790428481,0.65406994,1.890024474,1.321975434,2.081665999,1.932183566,1.164964745,1.513431925,3.058823529,3.347254829,0.492822967,Visual,2.333333333,2.511007861,0.347826087,Hand_arm,3.058823529,3.764191211,0.260633811,Visual,34,35,0.971428571,21,21,1,36.08823529,37.76190476,PN_Sample_530.csv,MN_sample_530.csv
PRESS,1.473684211,0.263157895,3.789473684,1.894736842,0.315789474,2.263157895,2.3,4.1,1.45,1.3,1.3,1.678902454,0.933458638,1.718492471,1.852767805,1.002919714,1.726978906,2.00262985,1.119210248,1.820208201,1.657518754,1.657518754,3.789473684,4.236960884,0.352631579,Haptic,4.1,4.456882419,0.267942584,Hand_arm,4.1,5.480280439,0.187620641,Hand_arm,19,19,1,20,20,1,37.10526316,35.95,PN_Sample_022.csv,MN_sample_022.csv
PRESS CONFERENCE,3.941176471,0.117647059,0.411764706,0.117647059,0,3.882352941,1.058823529,1.941176471,4.117647059,3.352941176,1.411764706,1.784327192,0.48507125,1.064120736,0.48507125,0,1.363925994,1.675954513,1.886484437,1.218726433,1.966633433,1.73417212,3.941176471,4.929795736,0.465277778,Auditory,4.117647059,4.916268993,0.257425743,Head,4.117647059,6.202643812,0.202312139,Head,17,17,1,17,17,1,35.88235294,35.64705882,PN_Sample_298.csv,MN_sample_298.csv
PRESS DOWN,0.933333333,0.466666667,4,1.133333333,0.866666667,3.533333333,1.523809524,3.952380952,1.047619048,0.380952381,0.952380952,1.709915063,1.35576371,1.603567451,1.995232413,1.767430203,1.597617273,1.66189794,1.745743122,1.774153051,0.973457265,1.4309504,4,4.807814773,0.323170732,Haptic,3.952380952,4.068579141,0.454545455,Hand_arm,4,5.63029495,0.192600101,Haptic,15,15,1,21,21,1,41.73333333,37.33333333,PN_Sample_643.csv,MN_sample_643.csv
PRESS ON,1.375,0,1.25,1.625,0.25,2.8125,1.15,2.15,1.6,0.95,0.7,1.821171784,0,1.807392228,1.962141687,1,1.973786547,1.78517285,1.755442664,2.062190966,1.571958216,1.128576187,2.8125,3.144980313,0.384615385,Visual,2.15,2.558901354,0.221374046,Hand_arm,2.8125,3.630762979,0.202885482,Visual,16,16,1,20,20,1,35.6875,35.85,PN_Sample_734.csv,MN_sample_734.csv
PRESS RELEASE,2.894736842,0.263157895,0.421052632,0.315789474,0.263157895,3.842105263,0.380952381,0.761904762,3.285714286,1.19047619,0.238095238,2.258188479,1.147078669,1.169795304,1.157230006,1.147078669,1.572795031,1.160869953,1.261140829,1.73616984,1.778174559,0.700340053,3.842105263,4.328801125,0.447368421,Visual,3.285714286,3.352231496,0.520325203,Head,3.842105263,4.915732811,0.260083198,Visual,19,19,1,21,21,1,38.94736842,36.85714286,PN_Sample_782.csv,MN_sample_782.csv
PRESS UP,0.421052632,0.157894737,2.789473684,1.315789474,0.052631579,2.105263158,2.157894737,3.736842105,1.157894737,0.210526316,2.368421053,0.837707817,0.688247202,2.016017729,1.565340984,0.229415734,1.940639552,2.034785216,1.910267732,1.572795031,0.535303379,2.033347713,2.789473684,3.220214304,0.4,Haptic,3.736842105,4.255732749,0.366120219,Hand_arm,3.736842105,4.798228542,0.223642173,Hand_arm,19,22,0.863636364,19,20,0.95,37.15789474,41.47368421,PN_Sample_154.csv,MN_sample_154.csv
PRESSBOARD,0.2,0,2.2,0.1,0.3,3.3,0.444444444,1.666666667,1.277777778,0.666666667,0.333333333,0.421637021,0,1.87379591,0.316227766,0.674948558,2.057506582,0.855585264,2.196253494,1.775836358,1.45521375,0.594088526,3.3,3.599099569,0.540983607,Visual,1.666666667,1.925330487,0.303797468,Hand_arm,3.3,3.774108445,0.314618644,Visual,10,18,0.555555556,18,19,0.947368421,43.2,34.66666667,PN_Sample_179.csv,MN_sample_179.csv
PRESSING,0.263157895,0.315789474,4.105263158,2.578947368,0.105263158,1.631578947,1.894736842,4,1.368421053,0.789473684,1.421052632,0.561951487,1.157230006,1.410072372,2.090076805,0.458831468,1.920952493,1.696229048,0.942809042,1.535162905,1.512134157,1.643701428,4.105263158,4.49354612,0.444444444,Haptic,4,4.249274985,0.338888889,Hand_arm,4.105263158,5.511928203,0.216524217,Haptic,19,19,1,19,19,1,36.26315789,37.31578947,PN_Sample_056.csv,MN_sample_056.csv
PRESSINGLY,1.25,0.1875,2.1875,1.4375,0.1875,2.1875,0.904761905,2.142857143,2.523809524,2.095238095,1,1.61245155,0.75,2.072639219,1.860779407,0.75,1.869714773,1.445847914,1.904880949,2.112322126,2.188715649,1.516575089,2.1875,2.957619913,0.268907563,Haptic,2.523809524,3.327836746,0.186813187,Head,2.523809524,3.973279096,0.145074848,Head,16,18,0.888888889,21,21,1,39.1875,41.85714286,PN_Sample_693.csv,MN_sample_693.csv
PRESSMAN,2.384615385,0,0.846153846,0.307692308,0.230769231,3.384615385,0.285714286,0.214285714,1.428571429,0.428571429,0.071428571,2.218800785,0,1.573009528,0.854850414,0.59914469,2.022311447,0.825420306,0.578934224,1.910065875,1.089409559,0.267261242,3.384615385,3.755812561,0.47311828,Visual,1.428571429,1.446674391,0.558823529,Head,3.384615385,3.826037015,0.353211009,Visual,13,19,0.684210526,14,20,0.7,39.38461538,39.64285714,PN_Sample_359.csv,MN_sample_359.csv
PRESSROOM,1.95,0.05,0.7,0.55,0.3,3.9,1.222222222,1.444444444,3.277777778,1.777777778,1.055555556,1.791059669,0.223606798,1.174285897,1.35627198,0.571240571,1.483239697,1.699673171,1.68809751,1.903728711,1.986885104,1.764760348,3.9,4.067004156,0.516778523,Visual,3.277777778,3.60498633,0.253164557,Head,3.9,4.850515582,0.237247518,Visual,20,20,1,18,21,0.857142857,37.65,38.05555556,PN_Sample_404.csv,MN_sample_404.csv
PRESSURE,1.933333333,0.066666667,3.4,3.666666667,0.266666667,3,1.095238095,1.476190476,2.571428571,1.666666667,1.333333333,1.830950833,0.25819889,1.594633859,1.759328876,0.798808637,1.772810521,1.670471847,1.691716513,1.963961012,1.770122406,1.622754859,3.666666667,4.971112435,0.291891892,Interoceptive,2.571428571,3.055754707,0.18128655,Head,3.666666667,5.329530817,0.175813953,Interoceptive,15,15,1,21,21,1,37.8,34.9047619,PN_Sample_756.csv,MN_sample_756.csv
PRESSURE COOKER,1.944444444,1,2.611111111,0.666666667,2.222222222,3.888888889,0.285714286,2.571428571,2,0.619047619,0.380952381,1.984416412,1.814970426,1.914000703,1.495090003,1.986885104,1.875190622,0.783763813,1.989256861,1.923538406,0.973457265,1.07126983,3.888888889,4.582632277,0.261261261,Visual,2.571428571,2.936392604,0.390243902,Hand_arm,3.888888889,4.953657269,0.198080279,Visual,18,18,1,21,22,0.954545455,33.61111111,40.0952381,PN_Sample_036.csv,MN_sample_036.csv
PRESSURE POINT,0.611111111,0.222222222,3.388888889,2.5,0.111111111,1.333333333,2,3.1,2,1,2,1.419978827,0.732084498,2.033220826,2.036432867,0.471404521,1.680336101,2.051956704,1.997366687,2.102629932,1.863782233,2.152110347,3.388888889,3.852005796,0.401360544,Haptic,3.1,3.798129273,0.207920792,Hand_arm,3.388888889,4.819522117,0.179440389,Haptic,18,18,1,20,20,1,34.94444444,39.8,PN_Sample_505.csv,MN_sample_505.csv
PRESSURIZATION,1.176470588,0.294117647,1.470588235,1.882352941,0.529411765,1.294117647,1,1.631578947,2.473684211,1.368421053,1.736842105,1.590412451,0.848874688,1.771921523,2.232777221,1.067570083,1.649420576,1.598610508,1.891810606,2.064741605,1.535162905,2.023256596,1.882352941,2.399737158,0.238938053,Interoceptive,2.473684211,3.046747955,0.179487179,Head,2.473684211,3.478822428,0.146697229,Head,17,19,0.894736842,19,20,0.95,39.64705882,37.68421053,PN_Sample_325.csv,MN_sample_325.csv
PRESSURIZE,1.65,0.15,1.75,0.95,0.2,2.4,0.777777778,1.5,1.333333333,0.388888889,0.777777778,1.725200217,0.670820393,1.860248993,1.35627198,0.695852374,1.902906364,1.437135859,1.823054967,1.84709629,0.777544316,1.516790557,2.4,2.906140378,0.316901408,Visual,1.5,1.889433394,0.23255814,Hand_arm,2.4,3.151127467,0.189429373,Visual,20,20,1,18,18,1,34,35.55555556,PN_Sample_495.csv,MN_sample_495.csv
PRESSURIZER,1.058823529,0.235294118,1,0.647058824,0.176470588,2.529411765,0.45,1.95,1.85,0.7,0.6,1.477776549,0.664211164,1.369306394,1.271867548,0.52859414,2.003673098,0.998683344,2.038446261,2.158825217,1.080935268,1.142481141,2.529411765,2.652364088,0.416666667,Visual,1.95,2.432690715,0.27027027,Hand_arm,2.529411765,3.209350899,0.210139217,Visual,17,17,1,20,20,1,38.52941176,37.8,PN_Sample_449.csv,MN_sample_449.csv
PRESTIGE,1.75,0.25,0.7,1.4,0.35,3.2,0.777777778,1.333333333,2.777777778,1.277777778,1.111111111,1.681947493,0.910465468,1.301820588,1.759186415,0.74515982,1.794729125,1.165966176,1.414213562,2.04523997,1.601673961,1.529663127,3.2,3.455850188,0.385620915,Visual,2.777777778,3.026882059,0.27480916,Head,3.2,4.101669235,0.197618162,Visual,20,20,1,18,18,1,35.7,38.11111111,PN_Sample_292.csv,MN_sample_292.csv
PRESTIGIOUS,1.8,0.4,0.65,1.1,0.2,3.5,0.277777778,0.555555556,2.555555556,0.833333333,0.611111111,1.823819012,0.88257995,0.988086934,1.552586975,0.523148364,1.670171753,0.826442095,1.338226316,2.254987211,1.58113883,1.419978827,3.5,3.69345385,0.431372549,Visual,2.555555556,2.6056001,0.471264368,Head,3.5,4.083143959,0.26435247,Visual,20,20,1,18,18,1,36.85,36.77777778,PN_sample_218.csv,MN_sample_218.csv
PRESTIGIOUSLY,1.75,0.3125,0.3125,1.0625,0.3125,3.0625,0.684210526,0.894736842,2.157894737,1.368421053,0.684210526,1.914854216,1.25,1.25,1.611159003,1.25,2.015564437,1.204280863,1.410072372,2.061907367,1.891810606,1.108183277,3.0625,3.28265435,0.403669725,Visual,2.157894737,2.408283516,0.254545455,Head,3.0625,3.667772824,0.218219786,Visual,16,17,0.941176471,19,20,0.95,35.8125,37.68421053,PN_Sample_546.csv,MN_sample_546.csv
PRESUMABLE,1.65,0.45,0.4,1.4,0.35,1.4,0,0.095238095,1.904761905,0.714285714,0,1.843195166,1.394538218,1.273205652,1.759186415,1.182103388,1.759186415,0,0.43643578,2.142539659,1.27054544,0,1.65,2.167151437,0.230088496,Auditory,1.904761905,1.937748842,0.701754386,Head,1.904761905,2.593976248,0.227725591,Head,20,20,1,21,21,1,33.1,36.19047619,PN_Sample_568.csv,MN_sample_568.csv
PRESUMABLY,1.764705882,0,0.117647059,0.823529412,0,1.529411765,0.058823529,0.235294118,2.588235294,1.588235294,0.235294118,1.786386428,0,0.48507125,1.42457424,0,1.662740474,0.242535625,0.752446989,1.938389265,1.905873275,0.9701425,1.764705882,2.127765663,0.416666667,Auditory,2.588235294,2.775078866,0.5375,Head,2.588235294,3.141525027,0.289473684,Head,17,17,1,17,17,1,35.88235294,40.35294118,PN_Sample_598.csv,MN_sample_598.csv
