Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Foot_leg.SD,Hand_arm.SD,Head.SD,Mouth.SD,Torso.SD,Max_strength.perceptual,Minkowski3.perceptual,Exclusivity.perceptual,Dominant.perceptual,Max_strength.action,Minkowski3.action,Exclusivity.action,Dominant.action,Max_strength.sensorimotor,Minkowski3.sensorimotor,Exclusivity.sensorimotor,Dominant.sensorimotor,N_known.perceptual,List_N.perceptual,Percent_known.perceptual,N_known.action,List_N.action,Percent_known.action,Mean_age.perceptual,Mean_age.action,List#.perceptual,List#.action
EDITING,2.117647059,0,0.176470588,0.294117647,0,3.705882353,0.166666667,2.444444444,2.944444444,0.666666667,0.166666667,1.900077398,0,0.392952624,0.848874688,0,1.447614671,0.514495755,1.947010445,1.984416412,1.188177052,0.514495755,3.705882353,3.924031949,0.588785047,Visual,2.944444444,3.432431075,0.434782609,Head,3.705882353,4.654884769,0.292192734,Visual,17,17,1,18,18,1,40.41176471,35.83333333,PN_Sample_763.csv,MN_sample_763.csv
EDITION,1.941176471,0,1,0.411764706,0,3.176470588,0.157894737,0.736842105,1.421052632,0.631578947,0.052631579,1.853057886,0,1.802775638,1.003669737,0,2.098669046,0.688247202,1.446916463,1.742150315,1.460993814,0.229415734,3.176470588,3.432303656,0.486486486,Visual,1.421052632,1.522006327,0.456140351,Head,3.176470588,3.52929697,0.333333333,Visual,17,19,0.894736842,19,20,0.95,40.82352941,37,PN_Sample_513.csv,MN_sample_513.csv
EDITOR,1.555555556,0.111111111,0.5,0,0.166666667,2.777777778,0.238095238,1.904761905,2.952380952,1.333333333,0.238095238,2.064325049,0.471404521,1.465284554,0,0.707106781,2.237528983,0.538958431,1.946914531,1.856776521,1.712697677,0.538958431,2.777777778,2.936770492,0.543478261,Visual,2.952380952,3.272394509,0.407142857,Head,2.952380952,3.922924034,0.250673854,Head,18,18,1,21,21,1,32.66666667,36.19047619,PN_Sample_089.csv,MN_sample_089.csv
EDITORIAL,2,0.166666667,0.222222222,0.444444444,0.166666667,3.333333333,0.142857143,1.523809524,2.571428571,1.428571429,0.285714286,1.680336101,0.707106781,0.732084498,1.1490263,0.707106781,1.878672873,0.358568583,1.990453406,2.03890727,1.804755623,0.717137166,3.333333333,3.560711198,0.5,Visual,2.571428571,2.863631637,0.408,Head,3.333333333,4.094180658,0.259689922,Visual,18,18,1,21,21,1,37.27777778,39.14285714,PN_Sample_110.csv,MN_sample_110.csv
EDITORIALIZE,1.523809524,0.047619048,0.238095238,0.238095238,0.095238095,2.523809524,0.25,1.15,2.4,1.95,0.25,1.833549771,0.21821789,0.700340053,0.624880941,0.300792604,2.064438123,0.786397516,1.565247584,1.93036675,1.932410548,0.786397516,2.523809524,2.698121204,0.530612245,Visual,2.4,2.835226724,0.358333333,Head,2.523809524,3.487929558,0.232142857,Visual,21,22,0.954545455,20,21,0.952380952,35.95238095,36.25,PN_Sample_048.csv,MN_sample_048.csv
EDITORIALLY,0.785714286,0.214285714,0.357142857,0.357142857,0.071428571,2.142857143,0.473684211,1.263157895,3,1.210526316,0.368421053,1.188313053,0.801783726,1.081817762,0.633323694,0.267261242,1.875228924,1.428613199,1.939132259,2.309401077,1.902599023,1.211542924,2.142857143,2.184604666,0.527272727,Visual,3,3.139542677,0.416666667,Head,3,3.458604561,0.28587156,Head,14,17,0.823529412,19,21,0.904761905,31.30769231,38.78947368,PN_Sample_238.csv,MN_sample_238.csv
EDITORSHIP,1.769230769,0.384615385,0.615384615,0.538461538,0.384615385,3.384615385,0.117647059,1.764705882,3.294117647,1.470588235,0.176470588,1.964427234,1.386750491,1.556623565,1.391365314,1.386750491,2.063106943,0.48507125,1.751050105,2.312052818,2.034626718,0.52859414,3.384615385,3.551981623,0.423913043,Visual,3.294117647,3.541764991,0.465517241,Head,3.384615385,4.46878961,0.235026042,Visual,13,19,0.684210526,17,19,0.894736842,34,41.23529412,PN_Sample_378.csv,MN_sample_378.csv
EDUCABILITY,1.8,0.066666667,0,0.933333333,0.066666667,2.333333333,0.25,0.5,3.125,1.9375,0.3125,1.971221521,0.25819889,0,1.751190072,0.25819889,2.058663459,0.577350269,1.095445115,1.784189825,2.174664725,0.602079729,2.333333333,2.684656147,0.448717949,Visual,3.125,3.360851838,0.469387755,Head,3.125,3.855493308,0.27593819,Head,15,18,0.833333333,16,20,0.8,34.06666667,40.75,PN_Sample_293.csv,MN_sample_293.csv
EDUCATE,3.2,0.066666667,0.2,1.066666667,0.066666667,2.866666667,0.666666667,1.619047619,3,2.666666667,0.523809524,2.042407543,0.25819889,0.560611911,1.79151439,0.25819889,2.099886618,1.197219,1.802115159,2.049390153,2.265686062,1.030487633,3.2,3.860791712,0.419642857,Auditory,3,3.699854252,0.292134831,Head,3.2,4.765065609,0.196535245,Auditory,15,15,1,21,21,1,38,34.28571429,PN_Sample_610.csv,MN_sample_610.csv
EDUCATED,2.588235294,0,0.294117647,1.117647059,0.058823529,2.235294118,0.095238095,0.571428571,3.666666667,1.714285714,0.047619048,1.970368732,0,0.685994341,1.615640467,0.242535625,2.016476251,0.300792604,1.287300609,1.852925615,2.239260082,0.21821789,2.588235294,3.104778063,0.411214953,Auditory,3.666666667,3.791897739,0.59375,Head,3.666666667,4.387338287,0.295952973,Head,17,17,1,21,21,1,33.41176471,38.04761905,PN_Sample_704.csv,MN_sample_704.csv
EDUCATION,3.666666667,0.333333333,1.111111111,0.444444444,0.444444444,3.888888889,0.705882353,1.529411765,4.235294118,2.058823529,0.705882353,2,1.188177052,1.567646752,1.338226316,1.199128224,1.745208192,1.403776419,1.907801322,1.251469724,2.075770587,1.403776419,3.888888889,4.786974254,0.359550562,Visual,4.235294118,4.464397901,0.382165605,Head,4.235294118,5.835076191,0.204032809,Head,18,18,1,17,17,1,36.83333333,42.64705882,PN_Sample_673.csv,MN_sample_673.csv
EDUCATIONAL,2.705882353,0.147058824,0.617647059,1.294117647,0.147058824,2.588235294,0.411764706,0.882352941,4.029411765,1.764705882,0.5,2.037964102,0.359490628,1.181029491,1.732565304,0.702046918,1.794227226,1.183667824,1.343101474,1.466500558,1.970368732,1.212310591,2.705882353,3.407357597,0.341176471,Auditory,4.029411765,4.156303623,0.476744186,Head,4.029411765,4.811075069,0.257309942,Head,34,34,1,34,34,1,34.26470588,35.32352941,PN_Sample_081.csv,MN_sample_081.csv
EDUCATIONALIST,2.6875,0,0.3125,0.1875,0,3.0625,0.095238095,0.666666667,2.333333333,1.80952381,0,2.023816527,0,0.793200269,0.543905629,0,1.768945072,0.300792604,1.064581295,2.243509156,1.939563034,0,3.0625,3.638549175,0.49,Visual,2.333333333,2.664929424,0.475728155,Head,3.0625,4.06350366,0.274546425,Visual,16,20,0.8,21,21,1,32.8125,32.61904762,PN_Sample_383.csv,MN_sample_383.csv
EDUCATIONALLY,2.529411765,0.529411765,0.529411765,0.882352941,0.470588235,2.470588235,0.65,1.3,3.2,2.05,0.5,1.972233729,1.504893977,1.374665735,1.691240408,1.374665735,2.003673098,1.136708082,1.75018796,2.142305693,2.139232523,1.192079121,2.529411765,3.186364696,0.277777778,Auditory,3.2,3.529806665,0.350649351,Head,3.2,4.241957677,0.180615025,Head,17,17,1,20,20,1,38.29411765,39.35,PN_Sample_790.csv,MN_sample_790.csv
EDUCATOR,3.736842105,0.263157895,0.368421053,0.473684211,0.263157895,3.842105263,0.952380952,1.428571429,2.476190476,2.666666667,0.666666667,1.446916463,1.147078669,1.211542924,1.218761715,1.147078669,1.42451387,1.532194194,1.660464651,2.064438123,2.105548226,1.278019301,3.842105263,4.778174148,0.4,Visual,2.666666667,3.368490855,0.244186047,Mouth,3.842105263,5.281358561,0.208832992,Visual,19,19,1,21,21,1,36.26315789,38.28571429,PN_Sample_436.csv,MN_sample_436.csv
EDUCATORY,2.307692308,0,0.153846154,0.692307692,0,1.769230769,0.210526316,1.526315789,3.105263158,2.210526316,0.421052632,1.931519928,0,0.554700196,1.436698495,0,1.690850188,0.535303379,1.866917276,2.208436773,2.225582255,1.017392608,2.307692308,2.628625954,0.46875,Auditory,3.105263158,3.540597019,0.387323944,Head,3.105263158,3.969502696,0.250489876,Head,13,17,0.764705882,19,22,0.863636364,36.23076923,39.36842105,PN_Sample_634.csv,MN_sample_634.csv
EEL,0.111111111,1,2.055555556,0,0.333333333,3.555555556,0.578947368,1.315789474,2.736842105,0.894736842,0.736842105,0.323380833,1.45521375,1.924217862,0,0.84016805,1.580105068,1.304513084,1.733738144,2.077447827,1.523692038,1.661395172,3.555555556,3.795400968,0.503937008,Visual,2.736842105,2.888028543,0.344537815,Head,3.555555556,4.286512929,0.266959385,Visual,18,18,1,19,19,1,41.38888889,40.10526316,PN_Sample_541.csv,MN_sample_541.csv
EELWORM,0,0,2.466666667,0.066666667,0,4.133333333,0.052631579,1.157894737,2,0.315789474,0.105263158,0,0,1.846489591,0.25819889,0,1.767430203,0.229415734,1.893355572,2.134374746,0.582392725,0.315301768,4.133333333,4.407567835,0.62,Visual,2,2.124225619,0.536231884,Head,4.133333333,4.566254511,0.401362862,Visual,15,18,0.833333333,19,19,1,39.73333333,39.31578947,PN_Sample_587.csv,MN_sample_587.csv
EERIE,2.0625,0.375,0.625,3.1875,0.625,2.625,0.545454545,0.727272727,2.909090909,1.454545455,0.727272727,2.015564437,1.258305739,1.360147051,1.833712082,1.454876856,1.995828984,1.14339814,1.241420775,2.068104513,1.993495918,1.420322505,3.1875,3.910253229,0.296052632,Interoceptive,2.909090909,3.05912698,0.371428571,Head,3.1875,4.454961182,0.177292264,Interoceptive,16,16,1,22,22,1,38.0625,36.86363636,PN_Sample_560.csv,MN_sample_560.csv
EERILY,2.3,0.05,1,2.75,0.4,2.65,0.555555556,0.833333333,2.722222222,1.277777778,0.833333333,1.719853115,0.223606798,1.4509525,1.888329811,0.820782682,1.926955603,1.041617646,1.294785924,1.934381055,1.601673961,1.42457424,2.75,3.747705263,0.295081967,Interoceptive,2.722222222,2.867903483,0.348214286,Head,2.75,4.240013636,0.175641489,Interoceptive,20,20,1,18,20,0.9,33.57894737,37.05555556,PN_Sample_033.csv,MN_sample_033.csv
EERINESS,2.578947368,0.210526316,0.578947368,3.105263158,0.052631579,3.210526316,0.705882353,0.705882353,2.764705882,1,0.588235294,1.387074839,0.713282504,1.017392608,1.822535988,0.229415734,1.583910329,1.403776419,1.403776419,2.194578882,1.5,1.277635684,3.210526316,4.31588601,0.324324324,Visual,2.764705882,2.845485148,0.37755102,Head,3.210526316,4.694073411,0.203714799,Visual,19,19,1,17,20,0.85,43.15789474,35.94117647,PN_Sample_456.csv,MN_sample_456.csv
EFFECT,2.35,1.1,1.45,1.6,1.1,2.8,1.263157895,1.684210526,2.947368421,1.736842105,1.473684211,1.78517285,1.651155895,1.605090586,1.569445091,1.651155895,1.735086832,1.995609215,2.083070159,2.146668846,2.050531239,2.010207868,2.8,3.549937181,0.163461538,Visual,2.947368421,3.44362526,0.184971098,Head,2.947368421,4.406686104,0.094711279,Head,20,20,1,19,19,1,32.8,39.15789474,PN_Sample_715.csv,MN_sample_715.csv
EFFECTIBLE,1.733333333,0.2,0.8,1.2,0.2,2.8,0.473684211,1,1.578947368,0.631578947,0.421052632,1.486446706,0.774596669,1.373213125,1.82051798,0.774596669,1.971221521,1.123902974,1.56347192,1.804801912,0.830697586,1.070606758,2.8,3.086927389,0.375,Visual,1.578947368,1.751079151,0.282051282,Head,2.8,3.264354636,0.23553719,Visual,15,20,0.75,19,21,0.904761905,39.33333333,35.47368421,PN_Sample_594.csv,MN_sample_594.csv
EFFECTIVE,1.19047619,0.19047619,0.476190476,1.666666667,0.285714286,1.857142857,1.35,1.85,2.6,2.3,1.2,1.749829924,0.511766316,0.92838826,1.852925615,0.643650304,1.8516402,1.755442664,1.899445903,2.161870535,2.154554539,1.823819012,1.857142857,2.342880172,0.294117647,Visual,2.6,3.42743092,0.150537634,Head,2.6,3.759195785,0.160992682,Head,21,21,1,20,20,1,35.85714286,37.35,PN_Sample_071.csv,MN_sample_071.csv
EFFECTIVELY,1.611111111,0.222222222,0.611111111,1.388888889,0.166666667,2.388888889,1.3,2,3.1,1.75,1.25,1.613869624,0.548318881,0.849836586,1.819466272,0.383482494,1.613869624,2.00262985,2.294157339,2.125038699,2.074278568,1.860248993,2.388888889,2.747394813,0.347826087,Visual,3.1,3.616500897,0.196808511,Head,3.1,4.082421785,0.185784659,Head,18,18,1,20,20,1,35.83333333,40.25,PN_Sample_342.csv,MN_sample_342.csv
EFFECTIVENESS,1.555555556,0.333333333,0.666666667,1.5,0.333333333,2.555555556,1.523809524,1.619047619,1.952380952,1.380952381,1.523809524,1.822158456,0.766964989,1.137592918,1.855040827,0.766964989,2.120549935,1.96517296,2.060975266,2.178903175,1.883512423,1.833549771,2.555555556,2.892466256,0.32,Visual,1.952380952,2.776165785,0.071428571,Head,2.555555556,3.57251692,0.148698885,Visual,18,18,1,21,21,1,37.27777778,39.14285714,PN_Sample_110.csv,MN_sample_110.csv
EFFECTS,2.125,0.6875,1.25,1.65625,0.65625,3.625,1.535714286,1.714285714,3.071428571,1.464285714,1.678571429,1.773460259,1.490561704,1.703885503,1.806964573,1.494276716,1.385407824,1.952816444,1.843047855,1.961265114,1.752926502,1.826828286,3.625,4.006957344,0.296875,Visual,3.071428571,3.570117376,0.169811321,Head,3.625,4.789071123,0.152522936,Visual,32,32,1,28,35,0.8,35.875,36.85714286,PN_Sample_814.csv,MN_sample_814.csv
EFFECTUAL,1.857142857,0.214285714,0.714285714,0.928571429,0.214285714,2,0.8,1.4,2.85,1.5,0.85,1.915810447,0.801783726,1.325987088,1.384768001,0.801783726,1.881079886,1.321880638,1.759186415,1.954078057,1.701392618,1.182103388,2,2.498132716,0.301204819,Visual,2.85,3.120784717,0.277027027,Head,2.85,3.582639268,0.197749196,Head,14,17,0.823529412,20,21,0.952380952,37.57142857,38.55,PN_Sample_631.csv,MN_sample_631.csv
EFFECTUALLY,1.714285714,0.357142857,0.5,0.785714286,0.357142857,2.142857143,0.529411765,1.352941176,1.764705882,1.235294118,0.176470588,1.938618518,1.33630621,1.344504484,1.672334684,1.33630621,2.032699715,1.178857872,1.93459222,2.016476251,1.640480561,0.52859414,2.142857143,2.497529143,0.304878049,Visual,1.764705882,2.155223732,0.313953488,Head,2.142857143,2.946830204,0.180138568,Visual,14,18,0.777777778,17,19,0.894736842,37.42857143,33.17647059,PN_Sample_335.csv,MN_sample_335.csv
EFFEMINATENESS,2.933333333,0.066666667,0.4,0.933333333,0.4,3.333333333,0.928571429,1.285714286,2.571428571,1.785714286,1.071428571,1.79151439,0.25819889,0.91025899,1.579632266,0.828078671,1.799470822,1.639150142,2.127785827,2.344036155,2.359223191,1.817195037,3.333333333,3.983643081,0.404958678,Visual,2.571428571,2.99455063,0.214953271,Head,3.333333333,4.482586334,0.207941801,Visual,15,18,0.833333333,14,21,0.666666667,40.06666667,38.71428571,PN_Sample_740.csv,MN_sample_740.csv
EFFERVESCENCE,1.538461538,1.307692308,0.769230769,1.153846154,0.461538462,3.230769231,0,0.6,1.733333333,2.066666667,0.533333333,1.761409692,2.015961945,1.58922655,1.625123269,1.126601424,1.921537846,0,1.183215957,2.218965868,2.250925735,1.245945806,3.230769231,3.467441652,0.327272727,Visual,2.066666667,2.433014282,0.418918919,Mouth,3.230769231,3.82795513,0.241194487,Visual,13,16,0.8125,15,20,0.75,36.38461538,36.8,PN_Sample_730.csv,MN_sample_730.csv
EFFERVESCENT,1.764705882,1.470588235,1.176470588,1.058823529,0.352941176,2.764705882,0.631578947,0.789473684,2.315789474,1.684210526,0.684210526,1.714985851,2.065116433,1.704233483,1.390619836,1.221739358,1.855040827,1.300022492,1.397575177,2.237375237,2.109571615,1.157230006,2.764705882,3.196728966,0.280821918,Visual,2.315789474,2.633346181,0.275862069,Head,2.764705882,3.706698058,0.164138222,Visual,17,17,1,19,20,0.95,39,39.31578947,PN_Sample_757.csv,MN_sample_757.csv
EFFICIENCY,0.789473684,0,0.578947368,1.105263158,0,2.315789474,1.85,2.7,3.05,1.7,1.2,1.228320776,0,1.121298329,1.523692038,0,2.083070159,1.980829172,1.894590638,1.932410548,1.894590638,1.704483252,2.315789474,2.436008309,0.483516484,Visual,3.05,3.937104773,0.176190476,Head,3.05,4.226212777,0.199483649,Head,19,19,1,20,20,1,32.36842105,37.9,PN_Sample_215.csv,MN_sample_215.csv
EFFICIENT,1.368421053,0.157894737,0.526315789,1.315789474,0.263157895,3.315789474,2.166666667,2.277777778,2.833333333,2.166666667,1.777777778,1.73879033,0.501459857,1.263523339,1.492672159,0.805681579,1.454977342,1.886484437,1.872574684,1.757337558,1.72353945,1.516790557,3.315789474,3.461169992,0.454545455,Visual,2.833333333,3.926238773,0.094059406,Head,3.315789474,4.672147304,0.173801094,Visual,19,19,1,18,18,1,33.78947368,39.5,PN_Sample_136.csv,MN_sample_136.csv
EFFICIENTLY,1.210526316,0.052631579,0.368421053,0.947368421,0.052631579,2.473684211,1.80952381,2.571428571,2.952380952,1.714285714,1.523809524,1.618605276,0.229415734,0.895080773,1.268143184,0.229415734,1.954152873,1.778174559,2.15804144,2.060975266,1.901127485,1.721018525,2.473684211,2.611546133,0.474226804,Visual,2.952380952,3.853866765,0.135135135,Head,2.952380952,4.218099143,0.184972022,Head,19,19,1,21,21,1,39.84210526,42.80952381,PN_Sample_290.csv,MN_sample_290.csv
EFFIGY,1.142857143,0,0.428571429,0.428571429,0.357142857,3.642857143,0.294117647,1.117647059,2.529411765,1.058823529,0.647058824,1.460091823,0,0.937614462,0.646206173,0.841897386,1.691933025,1.212678125,1.653872461,1.940285,1.560071642,1.497547014,3.642857143,3.684962117,0.607142857,Visual,2.529411765,2.671323731,0.395833333,Head,3.642857143,4.10355409,0.312770563,Visual,14,16,0.875,17,21,0.80952381,37.92857143,40.58823529,PN_Sample_532.csv,MN_sample_532.csv
EFFORT,2,0,1.176470588,2.705882353,0.117647059,3.411764706,2.9,3.3,3.05,1.8,2.75,1.837117307,0,1.467791458,1.961017143,0.332105582,1.839117435,1.916685736,1.809332532,1.959457497,1.823819012,1.915999121,3.411764706,4.104640834,0.3625,Visual,3.3,4.867556029,0.108695652,Hand_arm,3.411764706,5.692704345,0.146984288,Visual,17,17,1,20,20,1,39.35294118,32.6,PN_Sample_272.csv,MN_sample_272.csv
EFFORTFUL,2.125,0,1.0625,1.8125,0.0625,3.75,2.842105263,2.947368421,2.736842105,1.684210526,2.526315789,1.62788206,0,1.436140662,1.939716474,0.25,1.61245155,2.115108558,2.146668846,1.967573386,2.029029094,2.169700979,3.75,4.111136309,0.425531915,Visual,2.947368421,4.480770654,0.099173554,Hand_arm,3.75,5.422561446,0.174019234,Visual,16,17,0.941176471,19,19,1,38.3125,38.68421053,PN_Sample_744.csv,MN_sample_744.csv
EFFORTLESS,1.15,0.1,1.6,2.7,0.15,2.4,1.277777778,1.277777778,1.666666667,1.388888889,1.111111111,1.460893742,0.447213595,1.788854382,1.976173868,0.670820393,2.01049876,1.840893503,1.67351534,1.909727421,1.753614381,1.490711985,2.7,3.394924665,0.320987654,Interoceptive,1.666666667,2.342441514,0.082644628,Head,2.7,3.732063731,0.175412294,Interoceptive,20,21,0.952380952,18,18,1,34,36.33333333,PN_Sample_291.csv,MN_sample_291.csv
EFFORTLESSLY,1.166666667,0.277777778,1.166666667,2.666666667,0.222222222,2.777777778,1.95,2.05,2.35,1.5,1.75,1.465284554,0.826442095,1.653872461,1.782265577,0.646761667,1.832887646,1.932410548,1.986136159,2.033275812,1.905670209,1.970172314,2.777777778,3.519745989,0.308724832,Visual,2.35,3.354356847,0.088541667,Head,2.777777778,4.332918733,0.142945929,Visual,18,18,1,20,20,1,35.16666667,37.15,PN_Sample_240.csv,MN_sample_240.csv
EFFUSIVELY,1.85,0.05,0.15,1.05,0.15,1.05,0.65,1.15,2.7,2.8,0.85,2.007223796,0.223606798,0.489360485,1.571958216,0.489360485,1.394538218,1.268027893,1.694418081,1.922169827,1.935812083,1.460893742,1.85,2.053059085,0.418604651,Auditory,2.8,3.531541431,0.263803681,Mouth,2.8,3.749146472,0.220883534,Mouth,20,34,0.588235294,20,36,0.555555556,34.65,40.05,PN_Sample_210.csv,MN_sample_210.csv
EGG,0.875,4.0625,3.1875,0.25,2.9375,3.5625,0.428571429,2,1.714285714,2.857142857,0.476190476,1.543804824,1.730847577,2.040220576,0.577350269,1.768945072,1.787689384,1.247855303,1.760681686,1.764733893,2.007130147,1.249761882,4.0625,5.547020677,0.256302521,Gustatory,2.857142857,3.318603617,0.324840764,Mouth,4.0625,5.917642527,0.17057257,Gustatory,16,17,0.941176471,21,21,1,36.625,37.9047619,PN_Sample_784.csv,MN_sample_784.csv
EGG ROLL,0.210526316,4.473684211,2.526315789,0.263157895,3.578947368,3.578947368,0.166666667,2.277777778,1.277777778,3.555555556,0.444444444,0.630603535,1.306752593,2.169700979,0.653376296,1.865350413,1.643701428,0.514495755,1.708303443,1.742397117,1.947010445,1.1490263,4.473684211,5.822301544,0.291366906,Gustatory,3.555555556,3.891800541,0.438848921,Mouth,4.473684211,6.352223841,0.192674951,Gustatory,19,19,1,18,19,0.947368421,34.84210526,36.38888889,PN_Sample_571.csv,MN_sample_571.csv
EGG WHITE,0.3125,4.125,1.875,0.375,1.5,3.75,0.263157895,1.684210526,1.263157895,3.315789474,0.368421053,0.87321246,1.543804824,2.061552813,1.024695077,1.591644852,1.732050808,1.147078669,2.05622717,1.910267732,2.109571615,1.116070802,4.125,5.104134504,0.319371728,Gustatory,3.315789474,3.511969162,0.442748092,Mouth,4.125,5.607157616,0.205065502,Gustatory,16,16,1,19,20,0.95,34.875,35.05263158,PN_Sample_730.csv,MN_sample_730.csv
EGGBEATER,2.333333333,1.055555556,2.833333333,0.111111111,0.611111111,3.833333333,0.263157895,2.894736842,1.263157895,0.631578947,0.421052632,1.644956642,1.862074183,1.977818168,0.471404521,1.460817212,1.886484437,0.805681579,2.258188479,1.939132259,1.422459775,1.304513084,3.833333333,4.533632299,0.345360825,Visual,2.894736842,2.985736289,0.480769231,Hand_arm,3.833333333,4.929684837,0.229039223,Visual,18,18,1,19,19,1,40.72222222,41.36842105,PN_Sample_600.csv,MN_sample_600.csv
EGGHEAD,1.533333333,0,0.733333333,0.533333333,0,3,0.358974359,0.333333333,2.461538462,0.820512821,0.256410256,2.099886618,0,1.437590577,1.457329587,0,2.104417123,0.959363262,0.86855395,2.024145744,1.374041194,0.785324228,3,3.146476656,0.517241379,Visual,2.461538462,2.49692638,0.521212121,Head,3,3.601608118,0.299079755,Visual,15,16,0.9375,39,43,0.906976744,38.8,36.35897436,PN_Sample_679.csv,MN_sample_679.csv
EGGING,1.705882353,0,0.647058824,0.235294118,0.176470588,2.705882353,0.888888889,1.944444444,1.944444444,2.111111111,0.333333333,2.023755972,0,1.05718828,0.562295715,0.727606875,1.928882639,1.529663127,2.099642049,2.235337117,2.2980526,0.84016805,2.705882353,2.926570726,0.494623656,Visual,2.111111111,2.918217031,0.246153846,Mouth,2.705882353,3.681993085,0.213182286,Visual,17,21,0.80952381,18,20,0.9,36.58823529,37.88888889,PN_Sample_137.csv,MN_sample_137.csv
EGGLESS,0.4,1.266666667,0.6,0.066666667,0.466666667,2.666666667,0,0.4375,0.75,0.75,0.3125,0.828078671,1.94446712,0.985610761,0.25819889,0.833809388,2.093072474,0,1.209338662,1.483239697,1.653279569,1.25,2.666666667,2.77534412,0.475609756,Visual,0.75,0.985801974,0.333333333,Head,2.666666667,2.816198329,0.345572354,Visual,15,17,0.882352941,16,19,0.842105263,38.66666667,38.5,PN_Sample_626.csv,MN_sample_626.csv
EGGNOG,0.555555556,4.388888889,1.444444444,1.222222222,2.388888889,3,0.105263158,1.157894737,1.263157895,3.947368421,0.736842105,1.096637761,1.092158623,1.822158456,2.016273661,1.753614381,1.970368732,0.458831468,1.740471133,1.995609215,1.870047064,1.407997209,4.388888889,5.068187939,0.294871795,Gustatory,3.947368421,4.030513948,0.532846715,Mouth,4.388888889,5.80542524,0.211950231,Gustatory,18,18,1,19,20,0.95,36.05555556,37.78947368,PN_Sample_686.csv,MN_sample_686.csv
EGGPLANT,0.0625,3.875,2.4375,0.3125,2.0625,4,0.166666667,2.222222222,1.888888889,3.277777778,0.611111111,0.25,1.454876856,2.064582282,1.25,1.948289848,1.632993162,0.707106781,1.80050828,1.967048816,2.080880909,1.289728147,4,5.259284167,0.308823529,Visual,3.277777778,3.760109894,0.380952381,Mouth,4,5.834693029,0.188247012,Visual,16,16,1,18,18,1,41.5,39.27777778,PN_Sample_593.csv,MN_sample_593.csv
EGGROLL,0.444444444,4.166666667,2.111111111,0.333333333,2.666666667,3.611111111,0.157894737,2.052631579,1.368421053,3.421052632,0.526315789,0.921777198,1.72353945,1.996729352,0.9701425,2,1.819466272,0.501459857,2.120631044,1.920952493,2.063324972,1.263523339,4.166666667,5.288665326,0.2875,Gustatory,3.421052632,3.718080087,0.433566434,Mouth,4.166666667,5.84142999,0.192178301,Gustatory,18,18,1,19,19,1,37.72222222,37.21052632,PN_Sample_788.csv,MN_sample_788.csv
EGGSHELL,0.882352941,0.176470588,3.470588235,0,0.235294118,4.117647059,0.263157895,3,1.368421053,0.789473684,0,1.218726433,0.52859414,1.545867356,0,0.562295715,0.992619825,0.933458638,1.914854216,1.673669499,1.357241785,0,4.117647059,4.82491999,0.463576159,Visual,3,3.109742197,0.553398058,Hand_arm,4.117647059,5.221950832,0.287878788,Visual,17,18,0.944444444,19,20,0.95,36.05882353,40.47368421,PN_Sample_182.csv,MN_sample_182.csv
EGO,2.235294118,0.147058824,0.352941176,2.705882353,0.147058824,2.411764706,0.368421053,0.473684211,3.473684211,1.894736842,0.421052632,1.907859717,0.857492926,1.177628664,2.052779516,0.857492926,1.924603809,0.955133866,1.428613199,1.866917276,2.051956704,1.017392608,2.705882353,3.55845453,0.319852941,Interoceptive,3.473684211,3.658016861,0.468253968,Head,3.473684211,4.546957265,0.227359289,Head,34,34,1,19,19,1,39.97058824,34.73684211,PN_Sample_696.csv,MN_sample_696.csv
EGOCENTRIC,2.7,0,0.45,1.95,0,2.45,0.473684211,0.736842105,3.052631579,1.894736842,0.631578947,1.949358869,0,1.276302225,2.089447169,0,1.932410548,1.020262551,1.446916463,2.172394588,2.051956704,1.164785451,2.7,3.473130993,0.357615894,Auditory,3.052631579,3.30212782,0.379844961,Head,3.052631579,4.270862784,0.212883098,Head,20,22,0.909090909,19,20,0.95,35.2,34.15789474,PN_Sample_561.csv,MN_sample_561.csv
EGOCENTRICITY,2.363636364,0,0,1.454545455,0,2.045454545,0.176470588,0.588235294,3.588235294,1.647058824,0.176470588,2.059714602,0,0,1.993495918,0,1.914288945,0.727606875,1.416810835,2.123052741,2.029198625,0.727606875,2.363636364,2.917783688,0.403100775,Auditory,3.588235294,3.705585914,0.552380952,Head,3.588235294,4.230674882,0.29802354,Head,22,25,0.88,17,22,0.772727273,41.63636364,35.58823529,PN_Sample_801.csv,MN_sample_801.csv
EGOCENTRISM,1.733333333,0.2,0.2,1.666666667,0.2,1.733333333,0.105263158,0.105263158,2,0.473684211,0.052631579,1.624221425,0.774596669,0.774596669,1.799470822,0.774596669,1.387014608,0.458831468,0.458831468,1.943650632,1.218761715,0.229415734,1.733333333,2.46998984,0.26744186,Auditory,2,2.009022751,0.711538462,Head,2,2.851176256,0.229908865,Head,15,18,0.833333333,19,21,0.904761905,37.33333333,36.73684211,PN_Sample_485.csv,MN_sample_485.csv
