epoch,batch,loss,time
0,10,0.5364213705062866,1774138519.6291864
0,20,0.5358780682086944,1774138519.6798956
0,30,0.5346326708793641,1774138519.7305205
0,40,0.5339634224772454,1774138519.78411
0,50,0.5334094882011413,1774138519.8346477
0,60,0.532818994919459,1774138519.8851
0,70,0.5320568340165275,1774138519.936352
0,80,0.5314058721065521,1774138519.9924934
0,90,0.5305094838142395,1774138520.0451238
0,100,0.5298574441671371,1774138520.095195
0,110,0.5292441086335615,1774138520.1446543
0,120,0.5285828257600467,1774138520.1973534
0,130,0.5282459204013531,1774138520.2471652
0,140,0.5276505363839014,1774138520.2960186
0,150,0.5270882403850555,1774138520.3446126
0,160,0.5268915709108114,1774138520.3969998
1,10,0.5231764554977417,1774138520.8561962
1,20,0.5219733268022537,1774138520.9081388
1,30,0.5221124807993571,1774138520.9599564
1,40,0.5211357593536377,1774138521.0157475
1,50,0.5207267367839813,1774138521.0709667
1,60,0.5205217748880386,1774138521.1233902
1,70,0.5197298416069576,1774138521.1757464
1,80,0.5189585752785206,1774138521.2280033
1,90,0.5186024122767978,1774138521.280078
1,100,0.5182431817054749,1774138521.3321748
1,110,0.5179568978873166,1774138521.3844047
1,120,0.5174691577752432,1774138521.4359596
1,130,0.5169218517266787,1774138521.486145
1,140,0.5162387537104743,1774138521.5361938
1,150,0.5158830813566844,1774138521.5862548
1,160,0.5153120759874582,1774138521.6427612
2,10,0.5065622389316559,1774138522.3805997
2,20,0.5072559073567391,1774138522.4317088
2,30,0.5068498025337855,1774138522.482776
2,40,0.5064518921077251,1774138522.5343978
2,50,0.5052459889650345,1774138522.584912
2,60,0.505016369620959,1774138522.63492
2,70,0.5044454387256078,1774138522.6857095
2,80,0.5036466628313064,1774138522.740029
2,90,0.5025564859310786,1774138522.7907166
2,100,0.501980542242527,1774138522.8431187
2,110,0.5014844832095233,1774138522.8947184
2,120,0.5006900193790594,1774138522.9452171
2,130,0.5000562296463893,1774138522.9956264
2,140,0.4992711935724531,1774138523.045045
2,150,0.4983518026272456,1774138523.0944617
2,160,0.4975081590935588,1774138523.1472726
3,10,0.48039148151874544,1774138523.622065
3,20,0.4793598860502243,1774138523.6746352
3,30,0.47703922788302106,1774138523.7256315
3,40,0.47612286508083346,1774138523.7785168
3,50,0.4746016609668732,1774138523.8376634
3,60,0.4728857393066088,1774138523.8875928
3,70,0.47094355864184245,1774138523.9379113
3,80,0.46935767158865926,1774138523.9879255
3,90,0.4671537455585268,1774138524.0393314
3,100,0.4647565579414368,1774138524.0898826
3,110,0.4624187938191674,1774138524.1393974
3,120,0.46004031524062156,1774138524.1897755
3,130,0.4575779282129728,1774138524.239593
3,140,0.45509817940848213,1774138524.289121
3,150,0.4523753470182419,1774138524.339488
3,160,0.4497915539890528,1774138524.3946574
4,10,0.402981773018837,1774138524.7345195
4,20,0.3981992393732071,1774138524.785515
4,30,0.3940653065840403,1774138524.8359604
4,40,0.3906703650951385,1774138524.8868423
4,50,0.3882391905784607,1774138524.9400487
4,60,0.3856465051571528,1774138524.9906795
4,70,0.38247548597199577,1774138525.0417387
4,80,0.3800045564770699,1774138525.091896
4,90,0.3775815847847197,1774138525.1416397
4,100,0.3755424281954765,1774138525.1930676
4,110,0.3731410836631602,1774138525.2431936
4,120,0.3709887276093165,1774138525.2926557
4,130,0.369048891388453,1774138525.3423498
4,140,0.36708877214363644,1774138525.3919954
4,150,0.365194141070048,1774138525.4417055
4,160,0.3640419540926814,1774138525.5031693
5,10,0.3346211165189743,1774138525.836833
5,20,0.3392906501889229,1774138525.8871536
5,30,0.34075719118118286,1774138525.9367132
5,40,0.34019560664892196,1774138525.9865117
5,50,0.34003096938133237,1774138526.0369415
5,60,0.33918667286634446,1774138526.0897474
5,70,0.33910149250711713,1774138526.1402488
5,80,0.33862560912966727,1774138526.190242
5,90,0.33858995305167305,1774138526.2402058
5,100,0.3379833135008812,1774138526.2896283
5,110,0.33782688731496985,1774138526.3399084
5,120,0.33741743564605714,1774138526.3897884
5,130,0.3371762972611647,1774138526.4390523
5,140,0.3367950460740498,1774138526.4904115
5,150,0.3363772354523341,1774138526.5401008
5,160,0.33583260867744685,1774138526.595457
6,10,0.32576764822006227,1774138527.0691483
6,20,0.3251107856631279,1774138527.1242733
6,30,0.3269633412361145,1774138527.1833072
6,40,0.3272216014564037,1774138527.2389748
6,50,0.32706879913806913,1774138527.2936525
6,60,0.32736390630404155,1774138527.3443415
6,70,0.32691490181854793,1774138527.3945208
6,80,0.326422568410635,1774138527.4457767
6,90,0.3265574395656586,1774138527.4968736
6,100,0.32661200493574144,1774138527.5462062
6,110,0.3261792299422351,1774138527.5953522
6,120,0.3264139726758003,1774138527.6441374
6,130,0.3256449639797211,1774138527.698481
6,140,0.3257276111415454,1774138527.7495804
6,150,0.325688708225886,1774138528.0093734
6,160,0.3255945511162281,1774138528.0627332
7,10,0.3279890060424805,1774138529.0070944
7,20,0.32483900189399717,1774138529.0576496
7,30,0.32542038559913633,1774138529.1077788
7,40,0.3238958314061165,1774138529.1587782
7,50,0.32308572947978975,1774138529.2207756
7,60,0.32254163920879364,1774138529.2830658
7,70,0.3218486611332212,1774138529.3379147
7,80,0.3221820414066315,1774138529.3895402
7,90,0.3220016161600749,1774138529.4415956
7,100,0.32203869581222533,1774138529.4924693
7,110,0.3217432290315628,1774138529.542891
7,120,0.3219969026744366,1774138529.5928304
7,130,0.3220396958864652,1774138529.6423316
7,140,0.3224330593432699,1774138529.6920655
7,150,0.32258676886558535,1774138529.743628
7,160,0.3222533645108342,1774138529.7974374
8,10,0.3194529294967651,1774138530.3351686
8,20,0.31720082014799117,1774138530.3852067
8,30,0.3199214498202006,1774138530.4393559
8,40,0.3212317518889904,1774138530.4906704
8,50,0.3209759098291397,1774138530.5423691
8,60,0.32173945754766464,1774138530.5932934
8,70,0.3216256418398448,1774138530.6436772
8,80,0.3212491892278194,1774138530.6948316
8,90,0.3207638306750192,1774138530.7472239
