dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
EnergyEfficiency_sample_765,985772,0.0008205679120870659,0.0006987219287325877,-14.848982218250551,0.0048828125,True,"[8, 4]"
EnergyEfficiency_sample_765,305711,0.0014623063297325271,0.0007139122933985425,-51.1790191369051,0.1611328125,False,"[8, 4, 3, 1]"
EnergyEfficiency_sample_765,435829,0.0010648205831776166,0.0006828183546432806,-35.87479755456759,0.0068359375,True,[8]
EnergyEfficiency_sample_765,117952,0.0010061243367201194,0.0006522571608997,-35.171316596316174,0.0029296875,True,"[8, 4, 3, 1, 0]"
EnergyEfficiency_sample_765,963395,0.0009412872153608927,0.0007510735283918488,-20.207826459867015,0.0654296875,False,[3]
EnergyEfficiency_sample_765,152315,0.0008696997152652798,0.0005353665907088044,-38.44236334543304,0.0009765625,True,"[8, 4]"
EnergyEfficiency_sample_765,882371,0.0006785448362830203,0.000557815876693807,-17.79233340725879,0.009765625,True,"[8, 4, 3, 1]"
EnergyEfficiency_sample_765,359783,0.0006980960718511533,0.0004715857704620756,-32.446866630897446,0.0419921875,True,"[8, 4]"
EnergyEfficiency_sample_765,304137,0.0008729648509755867,0.0005543933285830713,-36.493052616779934,0.0009765625,True,[8]
EnergyEfficiency_sample_765,122579,0.001163239591873194,0.0010199664942969963,-12.316731529527933,0.0029296875,True,"[4, 3, 1, 0]"
EnergyEfficiency_sample_765,610581,0.0009529370949242548,0.0009329411740341347,-2.098346364794362,0.0419921875,True,"[8, 4]"
EnergyEfficiency_sample_765,448242,0.0011144766218886188,0.0011837322076630882,6.214180218254123,0.0009765625,True,[8]
EnergyEfficiency_sample_765,374564,0.0011638191496270893,0.0010883584487943912,-6.483885477986614,0.0048828125,True,"[4, 3, 1, 0, 2]"
EnergyEfficiency_sample_765,735831,0.0013647818454736308,0.0010309992607444819,-24.456845307266946,0.0419921875,True,[8]
EnergyEfficiency_sample_765,736326,0.0007439808298678926,0.00044819874135677596,-39.75668144078903,0.0009765625,True,"[8, 4]"
