wikitext2,c4-new,cache_dir,model_path,save_model,calib_data,nsamples,seqlen,seed,w_bits,w_sym,groupsize,block_v,loss_option,use_zfold,order_option,comp_method,learn_rounding,blocksize,clustersize,lr,round_weight,round_weight_qkv,num_iters,replace,percdamp,model_name,model_type,process_time
31.35,27.974,/autosota_cache/stla_cache,/models/opt-125m,False,c4,128,2048,0,3,False,256,True,global,False,spin,GPTAQ,True,256,256,1.1,1.0,1.5,200,0.00048828125,0.01,opt-125m,opt,215.47
