dataset,metric,mean,std
294_satellite_image_sample_300,mse,0.024771219171739637,0.00231970374447768
294_satellite_image_sample_300,aug_mse,0.024450025786362743,0.00229013509126276
294_satellite_image_sample_300,delta_mse,-0.9494087951853174,1.6838643853338178
294_satellite_image_sample_300,p_wilcoxon,0.5485677083333333,0.08069773553676084
294_satellite_image_sample_300,should_proceed,0.13333333333333333,0.0877707451472511
294_satellite_image_sample_500,mse,0.025291394132040252,0.0010723561987810938
294_satellite_image_sample_500,aug_mse,0.024695852024015322,0.0009727382710676552
294_satellite_image_sample_500,delta_mse,-2.0766741057230567,1.2922093783027362
294_satellite_image_sample_500,p_wilcoxon,0.46673177083333334,0.07386086884723037
294_satellite_image_sample_500,should_proceed,0.06666666666666667,0.06440611887195306
294_satellite_image_sample_700,mse,0.022762769712392838,0.0014251041220987905
294_satellite_image_sample_700,aug_mse,0.022272758846848786,0.0013578481132052592
294_satellite_image_sample_700,delta_mse,-1.9475894994475211,0.934857192159151
294_satellite_image_sample_700,p_wilcoxon,0.5014322916666667,0.09101650360706906
294_satellite_image_sample_700,should_proceed,0.06666666666666667,0.06440611887195306
