dataset,metric,mean,std
227_cpu_small_sample_1638,mse,0.001123831515662642,0.00026434656321148943
227_cpu_small_sample_1638,aug_mse,0.0008690400097661585,0.00010392465649725165
227_cpu_small_sample_1638,delta_mse,-20.238697600542125,12.41454394081378
227_cpu_small_sample_1638,p_wilcoxon,0.0016927083333333334,0.002211626009305082
227_cpu_small_sample_1638,should_proceed,0.8666666666666667,0.339934634239519
227_cpu_small_sample_3276,mse,0.0009958408158298741,9.074436639579696e-05
227_cpu_small_sample_3276,aug_mse,0.0008534926658132218,7.292089565832728e-05
227_cpu_small_sample_3276,delta_mse,-14.028475518261493,5.848411359115393
227_cpu_small_sample_3276,p_wilcoxon,0.12760416666666666,0.22935672161693466
227_cpu_small_sample_3276,should_proceed,0.6,0.48989794855663565
227_cpu_small_sample_4914,mse,0.0009311601568521666,7.788000378217751e-05
227_cpu_small_sample_4914,aug_mse,0.0008221807360344613,4.4445132209238375e-05
227_cpu_small_sample_4914,delta_mse,-11.31154617336684,5.968109087245126
227_cpu_small_sample_4914,p_wilcoxon,0.04283854166666667,0.05962191099797412
227_cpu_small_sample_4914,should_proceed,0.8,0.4
227_cpu_small_sample_6552,mse,0.0008968359387488652,0.00010577070802372377
227_cpu_small_sample_6552,aug_mse,0.0007947417821245823,3.707506214634647e-05
227_cpu_small_sample_6552,delta_mse,-10.480211609031803,8.403850517599846
227_cpu_small_sample_6552,p_wilcoxon,0.107421875,0.16200423297139813
227_cpu_small_sample_6552,should_proceed,0.6,0.48989794855663565
227_cpu_small_sample_8190,mse,0.0008693260445985866,4.9780987302406233e-05
227_cpu_small_sample_8190,aug_mse,0.0007798854414927406,4.5172190314536476e-05
227_cpu_small_sample_8190,delta_mse,-10.231426772787191,3.1037572611038113
227_cpu_small_sample_8190,p_wilcoxon,0.05071614583333333,0.09498392247909056
227_cpu_small_sample_8190,should_proceed,0.5333333333333333,0.4988876515698588
