dataset_name,mi_selected,mi_selected_se,mi_rejected,mi_rejected_se
HousePrice,0.005618662078500466,0.0020069974239014616,0.015478354056473572,0.0022661318741831493
ConcreteCompressiveStrength,0.020273487292783672,0.002371511994987913,0.03204973439448393,0.0035278713694709913
WineQuality,0.01100074883506443,0.0009073348035225142,0.013580403432429135,0.0011200325688010258
ParkinsonsTelemonitoring,0.0053527956237046405,0.0006177759950978706,0.010271200048959617,0.0007363938042784878
227_cpu_small,0.013569618992675744,0.000979008701307996,0.01440430491342929,0.0014473699205220234
503_wind,0.006488409501093813,0.000734226823831136,0.008400791673861045,0.0007481003871763504
EnergyEfficiency,0.0054496356535853035,0.0011788029676463095,0.015995210440395508,0.002323141876491876
294_satellite_image,0.10305836374221906,0.0013348366354220137,0.11490181512918392,0.0008706825176593479
623_fri_c4_1000_10,0.0073477165553709764,0.0012843968017277323,0.013586200278956465,0.002498905132223535
