target,decision_points,probe_key,loss,method,threshold,n,label_berw_rate,accuracy,pred_berw_rate,regret_mean,regret_median,regret_q90
pendulum_gaussian,evidence\application_rl_pendulum_gaussian_decision\decision_points.csv,misranking_rd,log10,bbob_B500,0.12,50,0.56,0.56,1.0,0.033218439261677946,0.0,0.08702940149230344
pendulum_gaussian,evidence\application_rl_pendulum_gaussian_decision\decision_points.csv,misranking_rd,log10,fixed0p22,0.22,50,0.56,0.42,0.3,0.03491456659505003,0.011602271925255314,0.09016463581577523
pendulum_gaussian,evidence\application_rl_pendulum_gaussian_decision\decision_points.csv,misranking_rd,log10,always_cma,,50,0.56,0.44,0.0,0.030500146930713727,0.011602271925255314,0.09016463581577523
pendulum_gaussian,evidence\application_rl_pendulum_gaussian_decision\decision_points.csv,misranking_rd,log10,always_berw,,50,0.56,0.56,1.0,0.033218439261677946,0.0,0.08702940149230344
