init_top10,ori_top10
-5.800000190734863,-6.4
-5.599999904632568,-6.2
-5.599999904632568,-5.9
-5.400000095367432,-5.8
-5.300000190734863,-5.7
-5.199999809265137,-5.6
-5.199999809265137,-5.6
-5.099999904632568,-5.5
-5.0,-5.3
-4.900000095367432,-5.3
