M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,7335.266,8170.801,8202.608,8145.349,7842.266
128,11392.105,13987.831,13690.661,13262.435,13182.487
256,17995.942,18348.346,18452.825,17812.433,17049.998
512,18062.174,20001.137,19728.431,19281.075,18761.999
