M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.11,1.09,0.98,1.04
128,1.00,1.05,1.11,1.06,1.11
256,1.00,0.92,1.02,1.01,0.98
512,1.00,1.09,1.05,1.05,1.03
