M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.30,1.12,1.11,1.08
128,1.00,1.21,1.03,1.06,1.01
256,1.00,1.13,1.01,0.96,0.91
512,1.00,1.18,1.04,1.02,0.98
