M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,14920.008,14886.783,14313.193,12512.211,14007.574
128,21170.365,20366.106,20127.182,20125.232,20175.355
256,31426.994,30169.310,29464.840,30004.360,28370.631
512,31871.172,31404.622,31621.440,31327.250,30823.827
