M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,6996.718,7618.961,6839.035,6582.308,6353.009
128,11203.409,12317.311,11074.969,11245.771,10969.164
256,14960.621,16936.574,15094.683,14973.120,14260.351
512,16140.156,17540.454,15792.721,15531.583,14882.095
