M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,8111.431,8909.989,8917.067,8792.345,8507.347
128,13170.373,15262.964,14603.306,14367.171,14220.041
256,20277.146,22384.940,20862.580,20892.578,20263.944
512,20705.174,23304.313,22041.891,22285.652,21536.695
