M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,9646.120,9411.398,9177.168,8829.898,8649.305
128,14440.007,14977.472,14402.635,14355.273,14302.126
256,21801.308,21750.827,20849.945,20945.372,20413.742
512,22766.648,23174.332,22243.817,22054.994,21416.956
