M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,3775.033,4921.330,4216.923,4192.928,4094.215
128,6224.735,7519.700,6399.679,6615.790,6294.644
256,8891.101,10039.008,8952.937,8544.615,8089.906
512,8660.490,10241.915,9022.547,8801.144,8483.665
