M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,3312.532,4948.078,4211.145,4221.177,4108.663
128,5670.176,7475.108,6747.780,6565.213,6423.623
256,8290.511,10008.991,8832.877,8588.991,7919.502
512,8077.546,10379.028,9179.688,8856.908,8584.912
