M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,8636.062,8675.639,8004.997,8038.287,7730.534
128,13499.351,13947.306,13685.604,13382.600,12956.464
256,19491.314,19568.620,17904.077,18169.206,17526.620
512,20339.014,20579.129,19213.567,19225.487,18400.441
