M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.49,1.27,1.27,1.24
128,1.00,1.32,1.19,1.16,1.13
256,1.00,1.21,1.07,1.04,0.96
512,1.00,1.28,1.14,1.10,1.06
