M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.10,1.10,1.08,1.05
128,1.00,1.16,1.11,1.09,1.08
256,1.00,1.10,1.03,1.03,1.00
512,1.00,1.13,1.06,1.08,1.04
