M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,13096.117,14533.761,14267.534,12851.313,13651.396
128,18329.134,19310.662,20353.987,19458.531,20292.592
256,29087.463,26784.081,29694.055,29449.822,28519.293
512,29869.710,32569.222,31411.353,31471.241,30873.412
