M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.00,0.96,0.84,0.94
128,1.00,0.96,0.95,0.95,0.95
256,1.00,0.96,0.94,0.95,0.90
512,1.00,0.99,0.99,0.98,0.97
