M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.24,1.15,1.15,1.10
128,1.00,1.24,1.13,1.12,1.09
256,1.00,1.12,1.04,1.01,0.98
512,1.00,1.19,1.05,1.07,1.03
