M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.00,0.93,0.93,0.90
128,1.00,1.03,1.01,0.99,0.96
256,1.00,1.00,0.92,0.93,0.90
512,1.00,1.01,0.94,0.95,0.90
