seed,state_dim,action_dim,dimension,horizon,budget,eval_rollouts,noise_df,noise_std,noise_state_beta,noise_state_clip,misranking_rd,variance_rel_sd,tail_probe_rd,tail_ratio
1,8,5,40,50,800,1,3.0,0.25,1.0,5.0,0.12444444444444444,0.6190597278701615,0.11555555555555556,3.987608737723483
2,8,5,40,50,800,1,3.0,0.25,1.0,5.0,0.10666666666666667,0.4310912478754052,0.10666666666666667,4.266429757517573
3,8,5,40,50,800,1,3.0,0.25,1.0,5.0,0.1688888888888889,0.5054338088880801,0.12444444444444444,2.5908801218912965
4,8,5,40,50,800,1,3.0,0.25,1.0,5.0,0.12444444444444444,0.45406583828770386,0.13333333333333333,2.4600061105550646
5,8,5,40,50,800,1,3.0,0.25,1.0,5.0,0.08888888888888888,0.9121250363201552,0.14222222222222222,5.474326537569283
6,8,5,40,50,800,1,3.0,0.25,1.0,5.0,0.1511111111111111,1.43183357983972,0.10666666666666667,16.55948109737032
7,8,5,40,50,800,1,3.0,0.25,1.0,5.0,0.13333333333333333,0.7483185236668703,0.04444444444444444,4.736627815192707
8,8,5,40,50,800,1,3.0,0.25,1.0,5.0,0.1688888888888889,0.4221244681413232,0.12444444444444444,2.4764212935857164
