"label","component","mean","sd","rms","q50_abs","q90_abs","q99_abs","max_abs","log_loss","accuracy"
"stable_rank0_no_add_no_cal","full",0.619400787353514,54.3792760602328,54.2694025079224,30.9722366333008,83.7163513183594,104.748565673828,104.748565673828,0.0162707093773949,1
"stable_rank0_no_add_no_cal","uncalibrated",0.619400787353514,54.3792760602328,54.2694025079224,30.9722366333008,83.7163513183594,104.748565673828,104.748565673828,0.0162707093773949,1
"stable_rank0_no_add_no_cal","no_additive",0.619400787353514,54.3792760602328,54.2694025079224,30.9722366333008,83.7163513183594,104.748565673828,104.748565673828,0.0162707093773949,1
"stable_rank0_no_add_no_cal","no_low_rank",0.619400787353514,54.3792760602328,54.2694025079224,30.9722366333008,83.7163513183594,104.748565673828,104.748565673828,0.0162707093773949,1
"stable_rank0_no_add_no_cal","structural_only",0.619400787353514,54.3792760602328,54.2694025079224,30.9722366333008,83.7163513183594,104.748565673828,104.748565673828,0.0162707093773949,1
"stable_rank0_no_add_no_cal","calibration_delta",0,0,0,0,0,0,0,NA,NA
"stable_rank0_no_add_no_cal","additive_delta",0,0,0,0,0,0,0,NA,NA
"stable_rank0_no_add_no_cal","low_rank_delta",0,0,0,0,0,0,0,NA,NA
"rank0_add_cal_auto","full",29.0517314910889,2395.06745209112,2390.24907755487,1857.763671875,3423.17875976562,5220.52099609375,5220.52099609375,0.921034046634809,0.95
"rank0_add_cal_auto","uncalibrated",20.0603927612306,1653.80818188801,1650.48106590487,1282.79675292969,2363.72507324219,3604.80053710938,3604.80053710938,0.921034046634809,0.95
"rank0_add_cal_auto","no_additive",-0.0466154312094056,4.29256755750524,4.28386900669528,3.43635630607605,7.02247858047485,9.11816787719727,9.11816787719727,1.17995232086854,0.704166666666667
"rank0_add_cal_auto","no_low_rank",29.0517314910889,2395.06745209112,2390.24907755487,1857.763671875,3423.17875976562,5220.52099609375,5220.52099609375,0.921034046634809,0.95
"rank0_add_cal_auto","structural_only",-0.0321882262825967,2.96404312389853,2.95803672341527,2.37282419204712,4.8490629196167,6.2961483001709,6.2961483001709,0.901902875513321,0.704166666666667
"rank0_add_cal_auto","calibration_delta",8.9913387298584,741.259270203103,739.768011650004,574.966918945312,1059.45368652344,1615.72045898438,1615.72045898438,NA,NA
"rank0_add_cal_auto","additive_delta",29.0983469222981,2393.3189807623,2388.50494909935,1854.17799091339,3419.85555353164,5214.21795988083,5214.21795988083,NA,NA
"rank0_add_cal_auto","low_rank_delta",0,0,0,0,0,0,0,NA,NA
"rank4_rms_no_add_no_cal","full",0.0112356280287107,0.395898105205071,0.395232191568106,0.331418246030807,0.596843600273132,0.754148125648499,0.754148125648499,0.540698613491115,1
"rank4_rms_no_add_no_cal","uncalibrated",0.0112356280287107,0.395898105205071,0.395232191568106,0.331418246030807,0.596843600273132,0.754148125648499,0.754148125648499,0.540698613491115,1
"rank4_rms_no_add_no_cal","no_additive",0.0112356280287107,0.395898105205071,0.395232191568106,0.331418246030807,0.596843600273132,0.754148125648499,0.754148125648499,0.540698613491115,1
"rank4_rms_no_add_no_cal","no_low_rank",0.00309516141812007,0.0468205337425436,0.0468252965204117,0.0407781004905701,0.0797182321548462,0.0885213613510132,0.0885213613510132,0.677590357596453,0.791666666666667
"rank4_rms_no_add_no_cal","structural_only",0.00309516141812007,0.0468205337425436,0.0468252965204117,0.0407781004905701,0.0797182321548462,0.0885213613510132,0.0885213613510132,0.677590357596453,0.791666666666667
"rank4_rms_no_add_no_cal","calibration_delta",0,0,0,0,0,0,0,NA,NA
"rank4_rms_no_add_no_cal","additive_delta",0,0,0,0,0,0,0,NA,NA
"rank4_rms_no_add_no_cal","low_rank_delta",0.0081404666105906,0.360776859071597,0.360116475805211,0.281779795885086,0.520145982503891,0.681958556175232,0.681958556175232,NA,NA
"rank4_rms_add_cal_auto","full",23.0292579650879,1169.09044965718,1166.87957427957,901.685363769531,1668.18923339844,2537.333984375,2537.333984375,1.00000001002476e-08,1
"rank4_rms_add_cal_auto","uncalibrated",58.6095926920574,2975.34188158321,2969.71519109,2294.79443359375,4245.55107421875,6457.529296875,6457.529296875,1.00000001002476e-08,1
"rank4_rms_add_cal_auto","no_additive",-0.0155441750384246,0.568132182851578,0.567160388394992,0.627398073673248,0.79408860206604,0.829703032970428,0.829703032970428,0.824446569819796,0.3625
"rank4_rms_add_cal_auto","no_low_rank",23.0443126678467,1169.33626486164,1167.12512621779,901.741943359375,1668.87303466797,2538.11059570312,2538.11059570312,1.00000001002476e-08,1
"rank4_rms_add_cal_auto","structural_only",-0.00124615828196208,0.105478666197096,0.105266065973738,0.06777024269104,0.187312126159668,0.223801374435425,0.223801374435425,0.666371925364538,0.6625
"rank4_rms_add_cal_auto","calibration_delta",-35.5803347269694,1806.25143192603,1802.83561681043,1393.10906982422,2577.36184082031,3920.1953125,3920.1953125,NA,NA
