algorithm,seed,max_evals,evaluations,best_noisy,post_true,post_return_mean,post_loss_median,post_loss_cvar20
UH-CMA-ES(maxevals=30),1,258,258,197.870360343393,456.43088301165864,-456.43088301165864,496.4628009242688,594.3926124303059
UH-CMA-ES(maxevals=30),2,258,258,23.138940334787254,110.21287870268912,-110.21287870268912,87.1444890755268,214.31930632819996
UH-CMA-ES(maxevals=30),3,258,258,134.77542866562618,430.64486262781725,-430.64486262781725,459.9932436467303,626.7742500689284
UH-CMA-ES(maxevals=30),4,258,258,9.546868320378953,122.10706109752493,-122.10706109752493,86.19132297727927,316.56263197773217
UH-CMA-ES(maxevals=30),5,258,258,2.6504463280816846,28.8668445771539,-28.8668445771539,4.383166077047169,125.67791627506709
UH-CMA-ES(maxevals=30),6,258,258,30.14791660999493,56.34207600563222,-56.34207600563222,38.764231160687025,133.5204399961557
UH-CMA-ES(maxevals=30),7,258,258,6.0827275143468835,41.89204531409454,-41.89204531409454,9.089108127996639,172.95820754647087
UH-CMA-ES(maxevals=30),8,258,258,267.6491613050868,551.0908111876438,-551.0908111876438,568.719357983985,741.7632622659663
UH-CMA-ES(maxevals=30),9,258,258,19.915849582462247,281.55058287825796,-281.55058287825796,237.1243020018532,493.3388570512609
UH-CMA-ES(maxevals=30),10,258,258,91.24582407850674,130.40079912332118,-130.40079912332118,111.3123171422153,224.79916580048103
UH-CMA-ES(maxevals=30),11,258,258,14.56833962023082,69.0417593745139,-69.0417593745139,22.62820280916827,250.52225229715503
UH-CMA-ES(maxevals=30),12,258,258,21.16094348867795,272.09485443589386,-272.09485443589386,289.7634331227857,482.3554290569256
UH-CMA-ES(maxevals=30),13,258,258,185.22363527166783,509.9131436458392,-509.9131436458392,526.8959152003956,656.3358415350214
UH-CMA-ES(maxevals=30),14,258,258,13.508141970877858,213.2390409666778,-213.2390409666778,81.06381844838842,529.484507357983
UH-CMA-ES(maxevals=30),15,258,258,12.062678275645993,55.19722469287552,-55.19722469287552,17.81178901580228,206.91181288969963
UH-CMA-ES(maxevals=30),16,258,258,12.088754648725446,220.05926196305572,-220.05926196305572,62.26573968373451,737.6454389493139
UH-CMA-ES(maxevals=30),17,258,258,136.44538057728624,180.53268785737384,-180.53268785737384,139.87102275178535,435.2736747354326
UH-CMA-ES(maxevals=30),18,258,258,4.104588313780123,30.58589983811826,-30.58589983811826,10.949292181237428,111.45305499435975
UH-CMA-ES(maxevals=30),19,258,258,2.8439752509066523,86.38901890817772,-86.38901890817772,21.26456993340235,341.45774518048654
UH-CMA-ES(maxevals=30),20,258,258,251.40827006554525,303.0727050895953,-303.0727050895953,301.0973703500797,563.3357324991683
UH-CMA-ES(maxevals=30),21,258,258,4.426194238906254,97.51737124847563,-97.51737124847563,72.9693354608543,248.06083018773052
UH-CMA-ES(maxevals=30),22,258,258,46.41346578731788,310.39412389914776,-310.39412389914776,331.62190556925265,543.0330257310495
UH-CMA-ES(maxevals=30),23,258,258,4.0310895718962145,25.697075043891928,-25.697075043891928,15.369736501395762,72.11179641332383
UH-CMA-ES(maxevals=30),24,258,258,11.27194077703527,78.26622994628126,-78.26622994628126,37.835392736407876,248.0126552122702
UH-CMA-ES(maxevals=30),25,258,258,12.016487399062367,144.37814967925559,-144.37814967925559,91.49366750299052,362.7139133913037
UH-CMA-ES(maxevals=30),26,258,258,14.224017933436938,55.52203592448893,-55.52203592448893,17.942071347208003,210.2760139596123
UH-CMA-ES(maxevals=30),27,258,258,4.262830239873643,74.2446546248118,-74.2446546248118,19.028600849787882,273.7302268218115
UH-CMA-ES(maxevals=30),28,258,258,12.800375671502083,130.37090868562197,-130.37090868562197,56.3839037824944,419.4034931144589
UH-CMA-ES(maxevals=30),29,258,258,93.04933831616913,150.04266485306374,-150.04266485306374,115.88341259509119,317.37600481656096
UH-CMA-ES(maxevals=30),30,258,258,16.10533924465372,40.32457185955624,-40.32457185955624,14.472778547096485,145.6032618571631
UH-CMA-ES(maxevals=30),31,258,258,15.84387487160949,403.71247909681773,-403.71247909681773,390.9871096464618,535.9083571168914
UH-CMA-ES(maxevals=30),32,258,258,10.11425703463914,159.81439729082715,-159.81439729082715,116.41211021943613,399.0061084272183
UH-CMA-ES(maxevals=30),33,258,258,28.284420715067814,138.41473306595935,-138.41473306595935,98.19662214085292,365.5366043095122
UH-CMA-ES(maxevals=30),34,258,258,286.82069515805676,500.6410553843521,-500.6410553843521,510.41680070691075,656.7250472416949
UH-CMA-ES(maxevals=30),35,258,258,14.83537533921417,70.41390280628303,-70.41390280628303,36.822351071465214,219.35534328610373
UH-CMA-ES(maxevals=30),36,258,258,136.69964150524783,332.2148166461699,-332.2148166461699,349.69338284182356,586.8102916242404
UH-CMA-ES(maxevals=30),37,258,258,4.428017355772113,86.07597113945863,-86.07597113945863,13.992960874959122,300.7088461002427
UH-CMA-ES(maxevals=30),38,258,258,15.755493013800416,42.095811258323,-42.095811258323,18.96990492644457,136.89680671952394
UH-CMA-ES(maxevals=30),39,258,258,22.701830595253828,58.30752595808043,-58.30752595808043,34.24723012046374,159.7665721148733
UH-CMA-ES(maxevals=30),40,258,258,257.6358371097686,388.52952526471574,-388.52952526471574,341.65738607830497,694.2511365772535
UH-CMA-ES(maxevals=30),41,258,258,137.2455177074843,189.46103230857824,-189.46103230857824,177.02140230188826,378.7580863790936
UH-CMA-ES(maxevals=30),42,258,258,111.0598970264293,137.34934819836468,-137.34934819836468,118.5381070976419,299.4783226669875
UH-CMA-ES(maxevals=30),43,258,258,15.451002251091825,73.26040034117182,-73.26040034117182,24.322500499561833,273.1800704264108
UH-CMA-ES(maxevals=30),44,258,258,33.70587965601682,598.451365908738,-598.451365908738,615.1505345558578,673.3744785755414
UH-CMA-ES(maxevals=30),45,258,258,442.28857939972096,570.5498957202111,-570.5498957202111,595.7127748913553,715.7215056757327
UH-CMA-ES(maxevals=30),46,258,258,27.31687048656782,128.31567336404805,-128.31567336404805,43.621026556405766,461.8073682278672
UH-CMA-ES(maxevals=30),47,258,258,348.81862668334884,622.414930684586,-622.414930684586,637.5432052727184,733.3932527878061
UH-CMA-ES(maxevals=30),48,258,258,2.492466950960429,20.344374476718148,-20.344374476718148,7.142558412764622,73.18445582190708
UH-CMA-ES(maxevals=30),49,258,258,224.88689690773668,453.77726468667646,-453.77726468667646,476.09374390082434,670.7667417011254
UH-CMA-ES(maxevals=30),50,258,258,12.286274215651162,102.91308015600943,-102.91308015600943,67.14886685684715,260.26455095065353
