subject_id,ability,release_time
20231010_rag_claude2,-4.594162940979004,
20231010_rag_gpt35,-7.166687488555908,
20231010_rag_swellama13b,-6.030468940734863,
20231010_rag_swellama7b,-6.0050177574157715,
20240402_rag_claude3opus,-3.7925097942352295,
20240402_rag_gpt4,-5.153518199920654,
20240509_amazon-q-developer-agent-20240430-dev,-2.1274704933166504,
20240612_MASAI_gpt4o,-1.5094484090805054,
20240615_appmap-navie_gpt4o,-2.1083791255950928,
20240617_factory_code_droid,-1.3098902702331543,
20240620_sweagent_claude3.5sonnet,-1.5291035175323486,
20240628_autocoderover-v20240620,-1.2201389074325562,
20240721_amazon-q-developer-agent-20240719-dev,-1.1871612071990967,
20240728_sweagent_gpt4o,-2.198087453842163,
20240820_epam-ai-run-gpt-4o,-2.195266008377075,
20240820_honeycomb,-1.0247230529785156,
20240824_gru,-0.7673026919364929,
20240918_lingma-agent_lingma-swe-gpt-72b,-2.107414484024048,
20240918_lingma-agent_lingma-swe-gpt-7b,-3.3720524311065674,
20240920_solver,-0.7952008247375488,
20240924_solver,-0.7331237196922302,
20241001_nfactorial,-2.127091884613037,
20241002_lingma-agent_lingma-swe-gpt-72b,-1.9767029285430908,
20241002_lingma-agent_lingma-swe-gpt-7b,-2.5022430419921875,
20241007_nfactorial,-1.5358728170394897,
20241016_composio_swekit,-1.0649617910385132,
20241022_tools_claude-3-5-haiku,-0.9990888237953186,
20241022_tools_claude-3-5-sonnet-updated,-0.28369036316871643,
20241023_emergent,-0.522637665271759,
20241025_composio_swekit,-0.4953615665435791,
20241028_solver,-0.3282700777053833,
20241029_epam-ai-run-claude-3-5-sonnet,-1.0376468896865845,
20241030_nfactorial,-0.9488720893859863,
20241105_nfactorial,-0.40724533796310425,
20241106_navie-2-gpt4o-sonnet,-0.6842477321624756,
20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,-0.5611928701400757,
20241108_devlo,-0.0008446983993053436,
20241113_nebius-search-open-weight-models-11-24,-1.124367594718933,
20241120_artemis_agent,-1.5753873586654663,
20241125_enginelabs,-0.18336467444896698,
20241125_marscode-agent-dev,-0.20142921805381775,
20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,-1.6771515607833862,
20241202_agentless-1.5_claude-3.5-sonnet-20241022,-0.3856656551361084,
20241202_amazon-q-developer-agent-20241202-dev,0.09911889582872391,
20241208_gru,-0.1814345121383667,
20241212_epam-ai-run-claude-3-5-sonnet,0.10611239075660706,
20241212_google_jules_gemini_2.0_flash_experimental,-0.11701953411102295,
20241213_devlo,0.3077443540096283,
20241221_codestory_midwit_claude-3-5-sonnet_swe-search,0.48831215500831604,
20241223_emergent,0.12284533679485321,
20250110_blackboxai_agent_v1.1,0.7713359594345093,
20250110_learn_by_interact_claude3.5,0.29758456349372864,
20250112_ugaiforge,-1.0399675369262695,
20250118_codeshellagent_gemini_2.0_flash_experimental,-0.8028728365898132,
20250120_Bracket,0.0036320060025900602,
20250122_autocoderover-v2.1-claude-3-5-sonnet-20241022,-0.24271059036254883,
20250203_openhands_4x_scaled,0.5916772484779358,
20250206_agentscope,0.6778542399406433,
20250224_tools_claude-3-7-sonnet,0.9565773010253906,
20250225_sweagent_claude-3-7-sonnet,0.8010385632514954,
20250226_swerl_llama3_70b,-0.9615195989608765,
20250228_epam-ai-run-claude-3-5-sonnet,0.5899807810783386,
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,-1.575537085533142,
20250316_augment_agent_v0,1.0757490396499634,
20250405_amazon-q-developer-agent-20250405-dev,1.0756646394729614,
20250405_swe-rizzo_claude37,0.43660256266593933,
20250410_cortexa,0.16943864524364471,
20250430_zencoder_ai,1.530442476272583,
20250511_sweagent_lm_32b,-0.9602134227752686,
20250514_aime_coder,1.2336535453796387,
20250515_Refact_Agent,1.6063728332519531,
20250516_cortexa_o3,1.3771520853042603,
20250519_devlo,1.5943671464920044,
20250519_trae,1.7283052206039429,
20250520_openhands_devstral_small,-0.5827392935752869,
20250522_sweagent_claude-4-sonnet-20250514,1.2990665435791016,
20250522_tools_claude-4-opus,2.249896764755249,
20250522_tools_claude-4-sonnet,2.247298240661621,
20250524_openhands_claude_4_sonnet,1.6679391860961914,
20250527_amazon.nova-premier-v1.0,-0.8610818982124329,
20250528_patchpilot_Co-PatcheR,-0.5803613662719727,
20250603_Refact_Agent_claude-4-sonnet,2.1681504249572754,
20250610_augment_agent_v1,1.810600996017456,
20250611_moatless_claude-4-sonnet-20250514,1.6984275579452515,
20250612_trae,2.3060426712036133,
20250616_Skywork-SWE-32B,-1.1117010116577148,
20250616_Skywork-SWE-32B+TTS_Bo8,-0.5405152440071106,
20250623_warp,1.8316197395324707,
20250627_agentless_MCTS-Refine-7B,-2.2120277881622314,
20250629_deepswerl_r2eagent,-0.7722539901733398,
20250629_deepswerl_r2eagent_tts,0.38691070675849915,
20250710_bloop,1.7407158613204956,
20250715_qodo_command,1.84494149684906,
20250716_openhands_kimi_k2,1.1101040840148926,
20250720_mini-v0.0.0-Llama-4-Maverick-17B-Instruct,-2.3985178470611572,
20250720_mini-v0.0.0-claude-3-7-sonnet-20250219,-3.3411757946014404,
20250725_sweagent_devstral_small_2507,-1.1180473566055298,
20250726_mini-v1.0.0_claude-sonnet-4-20250514,1.090444803237915,
20250726_mini-v1.0.0_o4-mini-2025-04-16,-0.6296602487564087,
20250731_harness_ai,2.1804592609405518,
20250802_mini-v1.0.0_qwen3-coder-480b-a35b-instruct,0.1923816204071045,
20250804_codesweep_sweagent_kimi_k2_instruct,-0.1217140406370163,
20250804_epam-ai-run-claude-4-sonnet,2.5532922744750977,
20250806_SWE-Exp_DeepSeek-V3,-0.8916741609573364,
20250807_mini-v1.7.0_gpt-5,1.236415982246399,
20250807_mini-v1.7.0_gpt-oss-120b,-2.06542706489563,
20250807_mini-v1.7.0_kimi-k2-instruct,-0.6435500979423523,
20250807_openhands_gpt5,2.00443434715271,
20250819_ACoder,2.190441370010376,
20250822_mini-v1.9.1_glm-4.5,0.05970577895641327,
20250901_entroPO_R2E_QwenCoder30BA3B_tts,0.40572449564933777,
20250901_warp,2.378741979598999,
20250902_atlassian-rovo-dev,2.2087349891662598,
20250915_JoyCode,2.3138742446899414,
20250924_artemis_agent_v2,0.27992743253707886,
20250928_trae_doubao_seed_code,2.746846914291382,
20250929_Prometheus_v1.2_gpt5,1.7823899984359741,
20251021_SalesforceAIResearch_SAGE_bash_only,2.1267478466033936,
20251103_SalesforceAIResearch_SAGE_OpenHands,2.0481648445129395,
20251103_sonar-foundation-agent_claude-sonnet-4-5,2.3236136436462402,
20251110_frogmini-14b,-0.6547788381576538,
20251118_mini-v1.15.0_gemini-3-pro-preview-20251118,2.232961654663086,
20251124_mini-v1.17.0_minimax-m2,0.5579481720924377,
20251201_mini-v1.17.1_glm-4.6,0.1803104430437088,
MiniMaxAI/MiniMax-M2,-0.16682729125022888,
Qwen/Qwen3-Coder-30B-A3B-Instruct,-0.6694402098655701,
Qwen/Qwen3-Coder-480B-A35B-Instruct,-0.31318095326423645,
claude-3-5-sonnet-20240620,-0.5351255536079407,2024-06-20
claude-3-5-sonnet-20241022,0.01794840395450592,2024-10-22
claude-3-7-sonnet-20250219,1.2806280851364136,2025-02-24
claude-3-opus,-2.539466381072998,2024-03-04
claude-4-opus-20250514,1.340885877609253,2025-05-14
claude-4-sonnet-20250514,2.2364652156829834,2025-05-14
claude-4.5-opus-medium,2.6666922569274902,2025-11-01
claude-4.5-sonnet-250929,1.8633124828338623,2025-09-29
deepseek-v3.2-reasoner,0.6743894815444946,2025-12-01
entrpo-ekto-30b,-0.15525580942630768,2025-09-01
frogboss-32b-2510,0.03979361429810524,2025-10-22
gemini-2.5-flash,-3.2910828590393066,
gemini-2.5-pro,0.08038080483675003,2025-06-17
gemini-3-pro-preview,2.360832452774048,2025-11-18
glm-4.5,1.1033837795257568,2025-07-27
glm-4.6,1.4671940803527832,2025-09-29
gpt-3,-4.108213424682617,2022-03-15
gpt-3.5-turbo-instruct,-3.4571750164031982,2022-03-15
gpt-4-0125,-2.4200446605682373,2024-01-25
gpt-4-0314,-2.123450994491577,2023-03-14
gpt-4-1106,-2.1668379306793213,2023-11-06
gpt-4-turbo,-2.024125814437866,2024-04-09
gpt-4o-2024-05-13,-1.1969045400619507,2024-05-13
