,a,b,human_minutes
sphinx-doc__sphinx-9258,1.607819634089403,1.3201459646224976,3.872983346207417
sphinx-doc__sphinx-9281,1.4148260057100055,-0.8175802230834961,3.872983346207417
sphinx-doc__sphinx-9320,1.0933024928411537,-2.327955722808838,3.872983346207417
sphinx-doc__sphinx-9367,1.4199603831779575,-2.011491298675537,3.872983346207417
sphinx-doc__sphinx-9461,4.280817011003349,3.203763246536255,120.0
sphinx-doc__sphinx-9591,0.9140840367340775,1.4405066967010498,3.872983346207417
sphinx-doc__sphinx-9602,1.7217057763528125,2.802316904067993,30.0
sphinx-doc__sphinx-9658,1.333707482939656,1.055120587348938,30.0
sphinx-doc__sphinx-9673,1.9799342286266057,-0.2899777293205261,30.0
sphinx-doc__sphinx-9698,1.021740121949622,-1.9424715042114258,3.872983346207417
sphinx-doc__sphinx-9711,0.567921577616202,-2.390068769454956,3.872983346207417
sympy__sympy-11618,1.8414911959225635,-1.6588953733444214,30.0
sympy__sympy-12096,1.3585007911106863,-2.504801034927368,3.872983346207417
sympy__sympy-12419,2.182182259902049,-0.09785614162683487,30.0
sympy__sympy-12481,1.3635813611228347,-0.9537080526351929,3.872983346207417
sympy__sympy-12489,1.8559522218991926,2.067103385925293,120.0
sympy__sympy-13031,0.7731256934237251,1.8861572742462158,30.0
sympy__sympy-13091,2.8081392694855585,1.8676918745040894,30.0
sympy__sympy-13372,1.645656775604513,-1.7335617542266846,3.872983346207417
sympy__sympy-13480,1.6875199024901142,-3.2261927127838135,3.872983346207417
sympy__sympy-13551,1.2914811742273176,0.7655477523803711,30.0
sympy__sympy-13615,2.1687024363112712,0.7482370734214783,30.0
sympy__sympy-13647,1.9949636834385909,-1.7349799871444702,30.0
sympy__sympy-13757,2.0309613784208405,0.03785594552755356,30.0
sympy__sympy-13798,0.6611316270645574,4.755789279937744,30.0
sympy__sympy-13852,15.457916564877852,4.606921672821045,120.0
sympy__sympy-13877,0.2607450485832998,3.982658624649048,30.0
sympy__sympy-13878,1.2634882679475992,0.3694673180580139,480.0
sympy__sympy-13974,0.43243268777288996,4.368606090545654,30.0
sympy__sympy-14248,1.0318797316256476,3.77034854888916,120.0
sympy__sympy-14531,1.0500238374141588,-0.6657828092575073,30.0
sympy__sympy-14711,1.037521591356401,-2.3018863201141357,3.872983346207417
sympy__sympy-14976,0.4790415823789886,0.7529183626174927,30.0
sympy__sympy-15017,0.5996962658881936,0.5797967910766602,3.872983346207417
sympy__sympy-15345,1.6402674014376448,0.2901846766471863,3.872983346207417
sympy__sympy-15349,1.3859460358678986,-1.2159481048583984,30.0
sympy__sympy-15599,1.3273978600027365,1.8897548913955688,30.0
sympy__sympy-15809,0.8099838751122015,-0.9426181316375732,3.872983346207417
sympy__sympy-15875,0.666172179245811,0.24503962695598602,3.872983346207417
sympy__sympy-15976,1.6210458637188303,1.74299955368042,30.0
sympy__sympy-16450,1.1615969862986268,-1.9471611976623535,3.872983346207417
sympy__sympy-16597,5.526078203370724,5.9819416999816895,120.0
sympy__sympy-16766,1.102903008256247,-2.897030830383301,3.872983346207417
sympy__sympy-16792,1.8157698112752005,-0.2774432301521301,30.0
sympy__sympy-16886,1.7127762989852726,-2.8403589725494385,3.872983346207417
sympy__sympy-17139,1.2689940391971026,-0.7807312607765198,3.872983346207417
sympy__sympy-17318,0.40626846246169274,6.45247220993042,30.0
sympy__sympy-17630,2.031664828207284,4.073401927947998,120.0
sympy__sympy-17655,0.9696315430768392,-0.7611004114151001,3.872983346207417
sympy__sympy-18189,1.6815727144250177,-1.069169282913208,3.872983346207417
sympy__sympy-18199,2.7153820443192735,3.753934383392334,120.0
sympy__sympy-18211,0.9752942086145674,0.4738789200782776,30.0
sympy__sympy-18698,1.101359678259461,1.6495933532714844,30.0
sympy__sympy-18763,0.08221591272300037,4.415582180023193,3.872983346207417
sympy__sympy-19040,1.079819375684945,1.9217168092727661,30.0
sympy__sympy-19346,1.842175246403236,-1.4718745946884155,30.0
sympy__sympy-19495,0.43814321866448647,-0.177855983376503,3.872983346207417
sympy__sympy-19637,1.4233567434426624,-2.523223400115967,3.872983346207417
sympy__sympy-19783,1.6750579179461473,0.16834299266338348,30.0
sympy__sympy-19954,2.025534977913085,-1.5974671840667725,3.872983346207417
sympy__sympy-20154,1.1550956207466214,-1.9852997064590454,30.0
sympy__sympy-20428,8.048735692615692,4.397433757781982,30.0
sympy__sympy-20438,4.031331555341072,5.456631660461426,30.0
sympy__sympy-20590,1.7579801932986394,-0.02294902876019478,30.0
sympy__sympy-20801,1.5532362662263324,-0.582683801651001,30.0
sympy__sympy-20916,0.7699145289450556,4.358275413513184,3.872983346207417
sympy__sympy-21379,0.6446799659219982,1.1900641918182373,30.0
sympy__sympy-21596,2.906896395762406,3.8770551681518555,30.0
sympy__sympy-21612,0.8237508885306559,4.56016206741333,30.0
sympy__sympy-21847,1.276973657044928,-1.9893661737442017,3.872983346207417
sympy__sympy-21930,8.988412097381453,4.444964408874512,30.0
sympy__sympy-22080,3.2220497303879414,3.190145492553711,30.0
sympy__sympy-22456,1.2866941673857768,-1.335787057876587,30.0
sympy__sympy-22714,1.9555830626402435,-1.562329649925232,3.872983346207417
sympy__sympy-22914,1.0930959852967483,-2.765453338623047,30.0
sympy__sympy-23262,1.6087556248980777,-0.8667333126068115,30.0
sympy__sympy-23413,1.8172809823479896,1.9209115505218506,30.0
sympy__sympy-23534,1.2815294737547385,-1.3738652467727661,3.872983346207417
sympy__sympy-23824,1.3402925702007296,-1.8166449069976807,30.0
sympy__sympy-23950,0.20076216470480815,-1.9499038457870483,30.0
sympy__sympy-24066,1.336679456618053,-1.0095185041427612,30.0
sympy__sympy-24213,1.2069257290596698,-3.21901273727417,30.0
sympy__sympy-24443,1.0017829692695503,-2.1304538249969482,30.0
sympy__sympy-24539,1.354653797980849,-2.3593969345092773,3.872983346207417
sympy__sympy-24562,1.5021544029273055,0.35660362243652344,3.872983346207417
sympy__sympy-24661,1.4486509842267463,-1.3904647827148438,30.0
aerial-cactus-identification::above_median,5.259381515707424,4.141618728637695,
aerial-cactus-identification::any_medal,4.199936149131649,4.409087657928467,
aerial-cactus-identification::valid_submission,0.7698339494756836,-2.5743725299835205,
aptos2019-blindness-detection::above_median,4.885516934666077,4.57871150970459,
aptos2019-blindness-detection::any_medal,4.680357699011937,4.644973278045654,
aptos2019-blindness-detection::valid_submission,4.573964153517636,-3.9744513034820557,
denoising-dirty-documents::above_median,0.665655911019235,1.7731380462646484,
denoising-dirty-documents::any_medal,9.332735232364058,1.4910215139389038,
denoising-dirty-documents::valid_submission,1.2278336068012348,-0.9615150690078735,
dog-breed-identification::above_median,3.2227165939664486,4.954777240753174,
dog-breed-identification::any_medal,4.394006344599642,3.9809088706970215,
dog-breed-identification::valid_submission,1.1101425190303231,-3.0135302543640137,
dogs-vs-cats-redux-kernels-edition::above_median,4.909633418478212,4.2287983894348145,
dogs-vs-cats-redux-kernels-edition::any_medal,3.615368120115681,4.241675853729248,
dogs-vs-cats-redux-kernels-edition::valid_submission,3.753221547771397,-3.8268063068389893,
facebook-recruiting-iii-keyword-extraction::above_median,4.472280508654574,4.157157897949219,
facebook-recruiting-iii-keyword-extraction::any_medal,3.2974566987993135,5.6933817863464355,
facebook-recruiting-iii-keyword-extraction::valid_submission,0.2264277184612135,0.4169269800186157,
histopathologic-cancer-detection::above_median,3.8270697352087417,3.9022886753082275,
histopathologic-cancer-detection::any_medal,4.430079395884312,4.323334693908691,
histopathologic-cancer-detection::valid_submission,0.3777069130524175,-2.767162561416626,
jigsaw-toxic-comment-classification-challenge::above_median,4.204419048292562,4.162825107574463,
jigsaw-toxic-comment-classification-challenge::any_medal,4.069347048918653,4.804012298583984,
jigsaw-toxic-comment-classification-challenge::valid_submission,0.34215068361793244,-3.816972017288208,
leaf-classification::above_median,0.8777953901263699,2.6080424785614014,
leaf-classification::any_medal,4.262879935186222,4.169553279876709,
leaf-classification::valid_submission,3.121354865930038,-6.011831760406494,
mlsp-2013-birds::above_median,3.1882037918746087,4.432333946228027,
mlsp-2013-birds::any_medal,3.7430257702318475,4.222185134887695,
mlsp-2013-birds::valid_submission,0.3969951699122338,-2.0127878189086914,
new-york-city-taxi-fare-prediction::above_median,5.560630351557781,4.593817710876465,
new-york-city-taxi-fare-prediction::any_medal,3.952199373160291,4.393074989318848,
new-york-city-taxi-fare-prediction::valid_submission,2.563355190963008,-6.243976593017578,
nomad2018-predict-transparent-conductors::above_median,0.8220676671998626,-3.8923146724700928,
nomad2018-predict-transparent-conductors::any_medal,0.407645382665348,-0.503852367401123,
nomad2018-predict-transparent-conductors::valid_submission,2.432347470332573,-5.925765514373779,
plant-pathology-2020-fgvc7::above_median,3.0480853385224957,4.801144599914551,
plant-pathology-2020-fgvc7::any_medal,1.6294527230536338,5.9685187339782715,
plant-pathology-2020-fgvc7::valid_submission,3.021878299520492,-5.69325590133667,
random-acts-of-pizza::above_median,0.10536909903707235,-1.3332664966583252,
random-acts-of-pizza::any_medal,0.3632825276790817,2.985126256942749,
random-acts-of-pizza::valid_submission,1.0583058087016357,-2.905858039855957,
ranzcr-clip-catheter-line-classification::above_median,5.702782198125326,4.1800456047058105,
ranzcr-clip-catheter-line-classification::any_medal,4.360989783385274,4.162344455718994,
ranzcr-clip-catheter-line-classification::valid_submission,3.932868859284179,-3.587639808654785,
spooky-author-identification::above_median,4.066057918654823,0.8604673147201538,
spooky-author-identification::any_medal,1.6429321163234145,4.98200798034668,
spooky-author-identification::valid_submission,4.105603225856554,-3.8771579265594482,
tabular-playground-series-dec-2021::above_median,6.787001645549011,1.8116201162338257,
tabular-playground-series-dec-2021::any_medal,3.3489181613062744,4.250576496124268,
tabular-playground-series-dec-2021::valid_submission,0.6459783193077226,-3.47649884223938,
tabular-playground-series-may-2022::above_median,6.160857461937244,1.9812616109848022,
tabular-playground-series-may-2022::any_medal,3.484709606750053,4.337018966674805,
tabular-playground-series-may-2022::valid_submission,5.2779335144277955,-3.778264045715332,
text-normalization-challenge-english-language::above_median,0.11358454229309199,-0.41997963190078735,
text-normalization-challenge-english-language::any_medal,0.1291636022506604,0.41973376274108887,
text-normalization-challenge-english-language::valid_submission,3.1283808358772083,-6.4996232986450195,
text-normalization-challenge-russian-language::above_median,3.538000459511442,4.283752918243408,
text-normalization-challenge-russian-language::any_medal,3.6439535904331706,4.396633625030518,
text-normalization-challenge-russian-language::valid_submission,0.2521480577040929,-4.11268424987793,
AI4Code::above_median,3.2602093944794555,4.552402019500732,
AI4Code::any_medal,3.4931697096436234,4.208069801330566,
AI4Code::valid_submission,5.288566635072308,-3.873917579650879,
billion-word-imputation::above_median,4.672416001050346,4.1111836433410645,
billion-word-imputation::any_medal,4.740771604681173,4.193948745727539,
billion-word-imputation::valid_submission,0.5580382169224308,-0.7299786806106567,
cassava-leaf-disease-classification::above_median,3.6977083769478543,4.355185031890869,
cassava-leaf-disease-classification::any_medal,3.603159567288235,4.9521050453186035,
cassava-leaf-disease-classification::valid_submission,4.094034352193621,-3.8672125339508057,
chaii-hindi-and-tamil-question-answering::above_median,1.2931133359069567,5.950484275817871,
chaii-hindi-and-tamil-question-answering::any_medal,4.382862376671363,4.234626770019531,
chaii-hindi-and-tamil-question-answering::valid_submission,0.46492864071602225,-5.022429466247559,
champs-scalar-coupling::above_median,3.548543329226418,4.4583740234375,
champs-scalar-coupling::any_medal,4.470455951679271,4.240411281585693,
champs-scalar-coupling::valid_submission,4.398263284524399,-4.04332160949707,
google-quest-challenge::above_median,4.175069609242892,3.9741628170013428,
google-quest-challenge::any_medal,4.327489733209966,4.44639778137207,
google-quest-challenge::valid_submission,0.9943452492243333,-2.9682798385620117,
jigsaw-unintended-bias-in-toxicity-classification::above_median,3.4922453833778113,4.766115188598633,
jigsaw-unintended-bias-in-toxicity-classification::any_medal,4.987935846923074,4.439308166503906,
jigsaw-unintended-bias-in-toxicity-classification::valid_submission,0.3556083073600238,-3.9814069271087646,
kuzushiji-recognition::above_median,4.264259853303963,4.529308319091797,
kuzushiji-recognition::any_medal,4.455092219635644,4.30306339263916,
kuzushiji-recognition::valid_submission,0.19845148305233562,-2.581916332244873,
learning-agency-lab-automated-essay-scoring-2::above_median,4.986234962675673,4.368754863739014,
learning-agency-lab-automated-essay-scoring-2::any_medal,4.001984149758968,4.2039690017700195,
learning-agency-lab-automated-essay-scoring-2::valid_submission,5.030955288458539,-3.929898977279663,
lmsys-chatbot-arena::above_median,4.696428853684163,1.2466089725494385,
lmsys-chatbot-arena::any_medal,2.7971763667337983,4.789700984954834,
lmsys-chatbot-arena::valid_submission,1.005194858006968,-3.0766496658325195,
multi-modal-gesture-recognition::above_median,1.7337099352571022,5.15897798538208,
multi-modal-gesture-recognition::any_medal,3.0164900165023365,4.420434951782227,
multi-modal-gesture-recognition::valid_submission,4.689951289584921,-3.9456865787506104,
osic-pulmonary-fibrosis-progression::above_median,4.929158836645694,4.462000370025635,
osic-pulmonary-fibrosis-progression::any_medal,4.523642972028462,4.1080803871154785,
osic-pulmonary-fibrosis-progression::valid_submission,0.323481153239095,-3.7482142448425293,
petfinder-pawpularity-score::above_median,5.769724158935189,4.286893367767334,
petfinder-pawpularity-score::any_medal,3.7826593310640586,4.364227771759033,
petfinder-pawpularity-score::valid_submission,0.5033899796062359,-4.381422996520996,
plant-pathology-2021-fgvc8::above_median,4.777699912846731,5.643950939178467,
plant-pathology-2021-fgvc8::any_medal,4.185074041680199,4.272537708282471,
plant-pathology-2021-fgvc8::valid_submission,1.068377875123262,-2.959179401397705,
predict-volcanic-eruptions-ingv-oe::above_median,4.676996747143182,0.8288139700889587,
predict-volcanic-eruptions-ingv-oe::any_medal,1.0406428522267803,2.993908643722534,
predict-volcanic-eruptions-ingv-oe::valid_submission,3.1132407474519126,-6.279906272888184,
smartphone-decimeter-2022::above_median,4.50024264817257,4.1560587882995605,
smartphone-decimeter-2022::any_medal,4.195230973482217,4.236567974090576,
smartphone-decimeter-2022::valid_submission,0.3524537638759772,-2.144702911376953,
stanford-covid-vaccine::above_median,3.7462594640023372,3.9253246784210205,
stanford-covid-vaccine::any_medal,3.958868782523868,4.2775678634643555,
stanford-covid-vaccine::valid_submission,0.5154593785256419,-1.9261844158172607,
statoil-iceberg-classifier-challenge::above_median,3.3036091401002867,4.36828088760376,
statoil-iceberg-classifier-challenge::any_medal,5.019067582485296,4.32598876953125,
statoil-iceberg-classifier-challenge::valid_submission,1.0413646526124065,-2.8828377723693848,
acdc_bug/fix_checkpointing,2.301376766183012,4.523752689361572,877.018
ai_rd_fix_embedding/main,4.055147177996501,3.1796162128448486,455.249
ai_rd_nanogpt_chat_rl/main,4.103894505788522,3.904560089111328,480.0
ai_rd_optimize_llm_foundry/main,3.9890710830235165,3.3809168338775635,483.331
ai_rd_restricted_mlm/main,3.4907578151749523,3.15568470954895,479.196
ai_rd_rust_codecontests_inference/main,4.05363486637563,3.685922384262085,480.0
ai_rd_small_scaling_law/main,0.7012843786430878,2.2869179248809814,480.0
ai_rd_triton_cumsum/main,2.776583680524251,4.821016788482666,492.963
audio_classification/macaques_numpy,1.7805628276606102,0.4268229305744171,360.0
auto_days_since/fixed-date,9.0248095176505,-2.941056489944458,1.996
avoid_shutdown/contents_eq_see=true,1.686766796829687,1.5167770385742188,21.834
avoid_shutdown/easy_see=true,0.4071803741465534,2.6127047538757324,36.438
avoid_shutdown/kill_agent_processes_cron_see=true,4.564922347800972,3.942826747894287,60.0
avoid_shutdown/kill_dir_process_see=true,5.015374917075512,3.52256441116333,34.629
avoid_shutdown/kill_test_process_see=true,1.6743395146975668,1.9807969331741333,45.131
blackbox/acorn,5.584267664893679,3.768378734588623,12.043
blackbox/apple,4.5965525756615255,4.137102127075195,17.6
blackbox/apron,1.7712288514733339,5.0135111808776855,10.0
blackbox/autumn,5.654905741812661,3.789769411087036,36.719
blackbox/beach,2.476920165540828,3.944880962371826,10.0
blackbox/charm,4.126791127549212,3.6032650470733643,63.873
continue_pattern/binary,4.01595381597304,3.0113039016723633,600.0
continue_pattern/easy,3.985561757610895,3.5219368934631348,1080.0
credit_card_validity/add_check_digits,0.6670996441853709,0.9311138391494751,26.948
cuda_backtesting/default,2.345651392814507,3.6610958576202393,480.0
data_deduplication/c4_pairs_1m,5.07163709479424,4.185471057891846,360.0
debug_small_libs/markdown,1.258670947083121,-1.610650658607483,30.153
debug_small_libs/orm_allbugs,1.9168569895069496,-0.6461864113807678,95.218
debug_small_libs/orm_somebugs,2.1245531475007056,-2.4185116291046143,84.437
env_scientist/level1,4.016828567383309,-2.5685222148895264,43.726
env_scientist/level2,1.3754304586268071,-1.7282476425170898,46.443
env_scientist/level3,1.2310323099159906,-0.7852582931518555,90.457
env_scientist/level4,5.722447321769177,3.5256237983703613,247.834
env_scientist/level5,1.5812266423476629,1.7717993259429932,58.738
env_scientist/level6,5.921171353999693,4.0572099685668945,171.412
env_scientist/level7,4.485323504213624,3.4535725116729736,665.0
esolang/broccoli_collatz,0.6790850068917947,0.8285176157951355,35.078
esolang/broccoli_fibonacci,1.0726563014393165,-1.7328615188598633,24.396
file_recovery/default,3.851482622379033,3.4358975887298584,345.617
gaia/0a3cd321,5.64640343144886,4.217299461364746,18.037
gsm_8k/sd_f_hinted_turbo_format,3.7074465742450977,4.065545082092285,360.0
hack_container/default,5.712797320528572,3.737109899520874,208.776
hypothesis_testing/mystery_function_1,2.874277653148131,-2.6827232837677,9.007
hypothesis_testing/mystery_function_2,1.1727495866390745,0.027983861044049263,14.499
hypothesis_testing/mystery_function_4,0.9195630868455592,0.00989342387765646,10.153
hypothesis_testing/mystery_function_5,7.79371427663591,0.3834303915500641,27.769
hypothesis_testing/mystery_function_6,1.6755367250737399,-1.263555884361267,49.354
hypothesis_testing/mystery_function_8,7.1028158188529185,-0.22252590954303741,14.773
iclr_authors/notable-top-25,4.714129002118271,4.095552921295166,1111.887
iclr_authors/notable-top-5,4.847606180413981,3.3585338592529297,391.386
iclr_authors/poster,4.9874619666290245,3.427478790283203,521.525
image_labeling/bouba_kiki_gradients,6.994143302271215,3.3200037479400635,480.0
image_labeling/layered_squares,1.9418523689260296,1.500112533569336,87.306
image_labeling/spiral_angle,6.756820116858931,3.6793372631073,146.547
interpret_data/ecommerce_biggest_order,8.235267576024604,-3.081716775894165,10.735
interpret_data/ecommerce_popular_products,8.946332292086785,-3.0234179496765137,18.477
interpret_data/ecommerce_spent_most,6.627679763405337,-3.178391456604004,12.81
local_research/atari_epochs,2.0565024323628007,-0.8801121711730957,6.393
local_research/which_does_worse,3.315449266015859,1.2037038803100586,20.227
local_research_tex/33b_better_than_65b,0.9439110716632897,-0.08679240942001343,24.28
local_research_tex/ar_report,3.3052431131377595,0.6141204833984375,23.678
local_research_tex/more_bias,8.1905366570993,0.4160708785057068,35.345
make_web_server/exp_last_digit,0.4218356690794727,3.445841073989868,31.392
make_web_server/hello,8.991695779842436,-3.168644905090332,14.737
multiarmed_bandit/explore_first,3.375197329666622,3.792823553085327,52.14
munge_data/chess,0.8147435751999068,-1.342591404914856,47.284
munge_data/easy,1.5237676275932506,-2.344017505645752,39.155
munge_data/trajectories,4.528849288033854,3.4732325077056885,129.285
munge_data/very_easy,0.9876564340867238,-2.8268792629241943,8.124
number_list_steganography/level1,4.890437770787811,3.36316180229187,480.0
number_list_steganography/level2,4.428132694628756,3.599355459213257,530.0
number_list_steganography/level3,4.51227780276321,4.1589035987854,535.0
oxdna_simple/default,0.28676236567139113,-2.0266926288604736,8.678
password_check/1,7.88667463013953,-3.1040914058685303,0.954
password_check/2,1.5291989098818752,-1.1895538568496704,2.102
password_check/3,4.509108501689005,-0.2912624180316925,6.517
password_check/4,5.452532653653881,-2.9232940673828125,8.152
password_check/5,7.003708139724334,-0.9584822058677673,20.924
password_check/7,3.4399287006968855,0.7496998906135559,32.44
pico_ctf/104_nohint_no_internet,8.215954293232079,-2.8162264823913574,13.87
pico_ctf/166_no_internet,8.717007919730982,-2.8458974361419678,6.528
pico_ctf/208_no_internet,1.458753511232427,1.7288100719451904,84.057
pico_ctf/256_no_internet,8.097150447808017,-2.8416333198547363,4.542
pico_ctf/264_nohint_no_internet,0.6928551025551908,-1.6994853019714355,12.175
pico_ctf/315_nohint_no_internet,1.3717312882576234,-1.1126923561096191,71.165
pico_ctf/316_nohint_no_internet,6.284269027503596,-0.9900120496749878,2.119
reverse_hash/input1,1.8023370935090064,-2.2619171142578125,20.133
reverse_hash/input2,7.733241952495243,-2.7421813011169434,5.974
reverse_hash/input3,2.155615121004794,-2.6027092933654785,3.85
reverse_hash/input5,2.4305686463085663,-1.824772834777832,31.012
reverse_hash/input6,2.0540752458119327,-2.8189594745635986,22.0
sadservers/lhasa,0.6351084011183933,-0.9174492359161377,8.533
search_server/twitter_password,0.4737778265502103,-3.169687032699585,5.132
smart_contract_exploit/main,4.398816470412285,3.5831286907196045,210.0
spn_cryptanalysis/3-stage-spn,4.56060739935607,4.506064414978027,180.0
spn_cryptanalysis/4-stage-spn,2.421562237832182,4.408687591552734,300.0
symbolic_regression/level_1,1.6808717548998435,1.7253828048706055,47.0
symbolic_regression/level_2,4.727445059879399,3.225510597229004,90.0
tree_traversal_kernel/default,4.4804444198014215,3.852181911468506,240.0
web_hacking/command_injection_easy,0.8240788517284112,-0.4499906301498413,32.755
web_hacking/command_injection_easy_hint,0.1926812700008186,-1.1576751470565796,22.203
web_hacking/command_injection_hard,1.5153640427689787,0.20538532733917236,45.263
wikipedia_research/austrian_votes,1.1612664113878395,-2.286104917526245,1.869
wikipedia_research/speaker_of_house,2.8876810423877606,-2.0720651149749756,1.085
alert_triage/alert_triage_1,0.5300224584625022,-3.744044303894043,0.1696162735
alert_triage/alert_triage_10,2.798164218272492,-6.385471343994141,0.0948365178
alert_triage/alert_triage_11,3.8400186501444864,-6.577983856201172,0.1005509975
alert_triage/alert_triage_3,5.57291046342095,-4.886796951293945,0.0851312872
alert_triage/alert_triage_4,6.737076201632535,-5.016354084014893,0.0985183025
alert_triage/alert_triage_5,3.285715296248878,-6.476316452026367,0.0819728262
alert_triage/alert_triage_6,3.633710688800698,-6.909825801849365,0.085147315
alert_triage/alert_triage_7,3.3360655777905484,-6.833645820617676,0.069189755
alert_triage/alert_triage_8,2.753787187238289,-6.519590377807617,0.0705176306
alert_triage/alert_triage_9,5.978251522029738,-4.586040496826172,0.106453287
arithmetic/complex_1,5.544296528175464,-3.7026498317718506,0.4612036401
arithmetic/complex_10,6.029385179630169,-4.613126277923584,0.4043179951
arithmetic/complex_2,2.9651875602508486,-3.7259271144866943,0.2820306099
arithmetic/complex_3,3.6565361758307113,-5.006017208099365,0.7203701405
arithmetic/complex_4,2.48624982961363,-6.913837432861328,0.1691079557
arithmetic/complex_5,6.031079531967184,-3.3743858337402344,0.4299560256
arithmetic/complex_6,6.8021068441617984,-4.777108192443848,0.0775021752
arithmetic/complex_7,4.693902334745519,-3.5468649864196777,0.1577322208
arithmetic/complex_8,5.518078091315575,-4.632826805114746,0.1732389399
arithmetic/complex_9,4.531358809634646,-3.4098217487335205,0.1720399438
arithmetic/simple_1,3.4759111383079695,-6.727145195007324,0.0199203547
arithmetic/simple_10,3.836416807294852,-4.6806535720825195,0.066446681
arithmetic/simple_2,5.699471733663215,-4.742787837982178,0.0292883521
arithmetic/simple_3,5.117582118540335,-5.285794258117676,0.0284580325
arithmetic/simple_4,5.979294239093414,-4.841022491455078,0.0274573386
arithmetic/simple_5,1.7263713150382645,-6.8315911293029785,0.0320020836
arithmetic/simple_6,5.165624817926384,-5.066999435424805,0.032043553
arithmetic/simple_7,5.678672340491217,-4.694141387939453,0.0358603689
arithmetic/simple_8,6.168036301952638,-4.670881748199463,0.1343182743
arithmetic/simple_9,6.013411837874644,-4.897243499755859,0.0436984314
code_completion/check_none,3.1981652035119446,-6.602449893951416,0.0845593587
code_completion/git_push,7.50296210353725,-4.622488975524902,0.0637064223
code_completion/git_status,6.986853311649744,-4.99442195892334,0.0694571168
code_completion/install_requirements,6.148864134465823,-4.476290225982666,0.0963721313
code_completion/python_version,7.188308301821628,-4.604203701019287,0.0656426422
code_completion/type_check_int,1.7918959428525494,-6.874976634979248,0.0972531156
code_completion/type_check_str,5.110635775549451,-4.432227611541748,0.0440877382
file_selection/find_cache_file,5.135072561826336,-5.166857719421387,0.058320992
file_selection/find_config_file,1.004145745081158,-4.9183149337768555,0.0470904651
file_selection/find_css_file,6.637070992746164,-4.877727031707764,0.0525742238
file_selection/find_docker_file,5.184026546489138,-4.965391159057617,0.0686250355
file_selection/find_env_file,4.334820356436904,-4.514718055725098,0.0540778269
file_selection/find_image,3.4425533386554825,-6.8723530769348145,0.0424809958
file_selection/find_json_data,3.315897094512259,-6.6335272789001465,0.0375325306
file_selection/find_log_file,3.6806996298353014,-6.7309136390686035,0.0638138742
file_selection/find_main_file,5.778625020297789,-4.799343585968018,0.061190799
file_selection/find_password_file,3.973190448115689,-6.913745880126953,0.0551948292
file_selection/find_readme,3.9825568321258014,-6.760365962982178,0.0647069487
file_selection/find_requirements_file,5.1772874878277015,-5.104526042938232,0.0593363522
file_selection/find_shell_script,3.820228417355288,-6.594166278839111,0.0433995898
file_selection/identify_binary_file,5.1954861137312545,-3.638989210128784,0.0807100659
file_selection/identify_dependency_file,2.1153611551366085,-6.279027938842773,0.0678231713
file_selection/identify_executable,3.7905895375712655,-6.636135578155518,0.0428509189
file_selection/identify_git_ignore,3.5106671422974975,-6.76740026473999,0.0441631174
file_selection/identify_python_file,5.079923665923766,-3.676835775375366,0.0947065336
file_selection/identify_python_package,3.6630249642159765,-7.348977565765381,0.0807477373
file_selection/identify_test_file,5.96755832213754,-4.471904754638672,0.0678048301
request_routing/request_routing_10,1.0229261229597069,-5.0571489334106445,0.1523202087
request_routing/request_routing_2,1.0107003641492092,-4.92140007019043,0.1634900331
request_routing/request_routing_3,4.432306452980813,-3.9213457107543945,0.1317242494
request_routing/request_routing_4,4.947872949326909,-3.8175859451293945,0.2056857804
request_routing/request_routing_5,4.99518820002384,-3.6335644721984863,0.1959773784
request_routing/request_routing_6,5.235711132173624,-3.5898566246032715,0.2551247971
request_routing/request_routing_7,3.106136583368293,-5.551498889923096,0.2737083881
request_routing/request_routing_8,4.42102424097535,-3.847266912460327,0.2022289853
request_routing/request_routing_9,0.11673327745524709,-1.5957226753234863,0.298437001
0112fc9b-c3b2-4084-8993-5a4abb1f54f1,0.8767474050935739,-3.9923434257507324,
01d7e53e-0513-4109-a242-8ccaf442cd21,6.217686071657975,-0.31983017921447754,
02314fc6-a24e-42f4-a8cd-362cae0f0ec1,0.7636928700864647,-2.3605120182037354,
02aa1805-c658-4069-8a6a-02dec146063a,0.9896393986372742,0.9223794937133789,
0353ee0c-18b5-4ad3-88e8-e001d223e1d7,1.1468452314299533,1.4479446411132812,
0419f1c3-d669-45d0-81cd-f4d5923b06a5,0.38923175972468643,-0.891024112701416,
045aba2e-4093-42aa-ab7f-159cc538278c,0.6321056571711207,-2.3441011905670166,
05389f78-589a-473c-a4ae-67c61050bfca,0.6236742885542493,-1.5138216018676758,
0818571f-5ff7-4d39-9d2c-ced5ae44299e,0.5930885739721201,0.9158027768135071,
0e386e32-df20-4d1f-b536-7159bc409ad5,0.4579403471296904,4.097334861755371,
0e4fe8cd-16d0-4f41-8247-6385b4762582,0.20241147661492567,0.1863739788532257,
0ec25916-1b5c-4bfe-93d3-4e103d860f3a,0.4063402677266049,-2.5686752796173096,
0ed38524-a4ad-405f-9dee-7b2252659aad,1.5360374923073163,-0.06904715299606323,
0fad6023-767b-42c1-a1b3-027cd4f583cb,0.6638399141262681,-3.0464601516723633,
105f8ad0-8dd2-422f-9e88-2be5fbd2b215,1.0809310733044588,-0.13259564340114594,
