dataset,metric,mean,std
623_fri_c4_1000_10_sample_200,mse,0.019929156087533144,0.006663071372769036
623_fri_c4_1000_10_sample_200,aug_mse,0.013873926518825023,0.006080508414010038
623_fri_c4_1000_10_sample_200,delta_mse,-28.802800569091254,24.224170657766734
623_fri_c4_1000_10_sample_200,p_wilcoxon,0.0009765625,0.0
623_fri_c4_1000_10_sample_200,should_proceed,1.0,0.0
623_fri_c4_1000_10_sample_400,mse,0.006101159039102343,0.0013962992866933756
623_fri_c4_1000_10_sample_400,aug_mse,0.003839459149205888,0.0011925658955091155
623_fri_c4_1000_10_sample_400,delta_mse,-36.92646298100091,11.56519102847253
623_fri_c4_1000_10_sample_400,p_wilcoxon,0.0013020833333333333,0.0009873535734442123
623_fri_c4_1000_10_sample_400,should_proceed,1.0,0.0
623_fri_c4_1000_10_sample_600,mse,0.0032125377597739977,0.0010023969316131692
623_fri_c4_1000_10_sample_600,aug_mse,0.002275239452267641,0.0007232606441685087
623_fri_c4_1000_10_sample_600,delta_mse,-27.914398126149333,11.70423592192226
623_fri_c4_1000_10_sample_600,p_wilcoxon,0.00234375,0.004364407750545409
623_fri_c4_1000_10_sample_600,should_proceed,1.0,0.0
623_fri_c4_1000_10_sample_800,mse,0.0022251407168323895,0.0006229685060992757
623_fri_c4_1000_10_sample_800,aug_mse,0.0014020308707946235,0.0003078157961498385
623_fri_c4_1000_10_sample_800,delta_mse,-34.11869269508449,15.498826459515971
623_fri_c4_1000_10_sample_800,p_wilcoxon,0.0015625,0.001461584916708571
623_fri_c4_1000_10_sample_800,should_proceed,1.0,0.0
623_fri_c4_1000_10_sample_1000,mse,0.0022003808536406335,0.0005158029456692433
623_fri_c4_1000_10_sample_1000,aug_mse,0.0012309103698633893,0.0002663928755139372
623_fri_c4_1000_10_sample_1000,delta_mse,-42.333986195231226,11.995390767221295
623_fri_c4_1000_10_sample_1000,p_wilcoxon,0.002734375,0.003640015819920407
623_fri_c4_1000_10_sample_1000,should_proceed,1.0,0.0
