M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.38,1.24,1.17,1.09
128,1.00,1.43,1.24,1.17,1.10
256,1.00,1.80,1.25,1.02,0.93
512,1.00,1.52,1.19,0.77,
