M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.23,1.05,0.99,0.94
128,1.00,1.28,1.11,1.05,1.00
256,1.00,1.61,1.41,1.13,0.99
512,1.00,1.43,1.18,1.08,0.99
