M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,4489.283,6210.672,5567.307,5245.849,4887.246
128,7504.650,10761.784,9299.424,8753.740,8226.642
256,6747.479,12158.480,8417.296,6910.984,6291.547
512,6330.052,9610.383,7542.396,4902.178,
