M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,0.98,0.89,0.86,0.82
128,1.00,1.05,0.98,0.94,0.93
256,1.00,1.13,1.04,1.02,0.99
512,1.00,1.16,1.05,1.03,0.99
