M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.16,0.99,0.97,0.94
128,1.00,1.12,1.03,0.99,0.96
256,1.00,1.17,1.08,1.04,1.00
512,1.00,1.18,1.08,1.03,0.99
