M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,5087.665,6247.259,5365.897,5021.215,4788.091
128,7943.601,10198.228,8856.958,8366.870,7921.600
256,6668.634,10728.285,9403.312,7520.619,6580.483
512,5889.954,8444.263,6946.797,6337.241,5834.148
