M,cuBLAS,cusparse_2_4,cusparse_2_6,cusparse_2_8,cusparse_2_10
64,1.00,1.11,1.02,0.99,0.94
128,1.00,1.05,1.00,0.98,0.97
256,1.00,1.08,1.06,1.04,0.97
512,1.00,1.10,1.03,1.01,0.98
