init_top30,bo_top30
8.0,7.5
8.1,8.1
8.1,7.8
8.1,8.0
8.1,8.1
8.6,7.8
9.2,8.3
8.5,8.2
8.7,7.7
8.2,8.0
8.4,7.6
8.7,7.5
8.4,8.1
8.5,7.6
9.0,8.4
8.2,8.5
12.6,8.9
9.0,8.9
8.5,9.0
9.5,8.7
8.4,8.5
8.9,8.4
8.9,9.1
9.8,8.4
8.2,9.7
9.6,10.0
9.1,10.1
9.7,10.3
9.4,9.8
10.1,10.1
