env,algorithm,run,trial,mc_mean,mc_stddev
frozenlake,UCT,0,1000,0.254607,0.348112
frozenlake,UCT,0,2000,0.24074,0.340558
frozenlake,UCT,0,3000,0.267688,0.347199
frozenlake,UCT,0,4000,0.296157,0.353238
frozenlake,UCT,0,5000,0.346622,0.355437
frozenlake,UCT,0,6000,0.349082,0.354505
frozenlake,UCT,0,7000,0.337046,0.35613
frozenlake,UCT,0,8000,0.312651,0.350937
frozenlake,UCT,0,9000,0.332959,0.355272
frozenlake,UCT,0,10000,0.323967,0.353006
frozenlake,UCT,0,11000,0.330023,0.352405
frozenlake,UCT,0,12000,0.313433,0.35523
frozenlake,UCT,0,13000,0.356989,0.352078
frozenlake,UCT,0,14000,0.343366,0.355732
frozenlake,UCT,0,15000,0.356935,0.351926
frozenlake,UCT,0,16000,0.371895,0.355749
frozenlake,UCT,0,17000,0.348033,0.353502
frozenlake,UCT,0,18000,0.341123,0.35691
frozenlake,UCT,0,19000,0.357192,0.355616
frozenlake,UCT,0,20000,0.353123,0.355042
frozenlake,UCT,0,21000,0.328968,0.354638
frozenlake,UCT,0,22000,0.349675,0.355185
frozenlake,UCT,0,23000,0.335734,0.354678
frozenlake,UCT,0,24000,0.38299,0.355303
frozenlake,UCT,0,25000,0.334571,0.35364
frozenlake,UCT,0,26000,0.36269,0.353887
frozenlake,UCT,0,27000,0.328777,0.354418
frozenlake,UCT,0,28000,0.373699,0.353816
frozenlake,UCT,0,29000,0.350475,0.352503
frozenlake,UCT,0,30000,0.337914,0.353671
frozenlake,UCT,1,1000,0,0
frozenlake,UCT,1,2000,0,0
frozenlake,UCT,1,3000,0,0
frozenlake,UCT,1,4000,0.249625,0.327315
frozenlake,UCT,1,5000,0.281687,0.33281
frozenlake,UCT,1,6000,0.264931,0.332851
frozenlake,UCT,1,7000,0.280677,0.335158
frozenlake,UCT,1,8000,0.263756,0.32826
frozenlake,UCT,1,9000,0.302666,0.336493
frozenlake,UCT,1,10000,0.310399,0.338312
frozenlake,UCT,1,11000,0.305211,0.336081
frozenlake,UCT,1,12000,0.317968,0.336352
frozenlake,UCT,1,13000,0.289058,0.337826
frozenlake,UCT,1,14000,0.325552,0.337708
frozenlake,UCT,1,15000,0.333647,0.339067
frozenlake,UCT,1,16000,0.288315,0.333729
frozenlake,UCT,1,17000,0.301669,0.335451
frozenlake,UCT,1,18000,0.322106,0.337247
frozenlake,UCT,1,19000,0.33553,0.337483
frozenlake,UCT,1,20000,0.308801,0.336488
frozenlake,UCT,1,21000,0.345824,0.337563
frozenlake,UCT,1,22000,0.304953,0.338756
frozenlake,UCT,1,23000,0.364459,0.338636
frozenlake,UCT,1,24000,0.35002,0.338272
frozenlake,UCT,1,25000,0.346057,0.337898
frozenlake,UCT,1,26000,0.295953,0.335604
frozenlake,UCT,1,27000,0.3233,0.338461
frozenlake,UCT,1,28000,0.317537,0.335713
frozenlake,UCT,1,29000,0.337327,0.339417
frozenlake,UCT,1,30000,0.338233,0.336955
frozenlake,UCT,2,1000,0.229954,0.340134
frozenlake,UCT,2,2000,0.281511,0.353421
frozenlake,UCT,2,3000,0.259974,0.347895
frozenlake,UCT,2,4000,0.267902,0.350881
frozenlake,UCT,2,5000,0.274344,0.35177
frozenlake,UCT,2,6000,0.25917,0.347038
frozenlake,UCT,2,7000,0.254847,0.345155
frozenlake,UCT,2,8000,0.248703,0.344164
frozenlake,UCT,2,9000,0.263802,0.346119
frozenlake,UCT,2,10000,0.308073,0.356586
frozenlake,UCT,2,11000,0.288381,0.354679
frozenlake,UCT,2,12000,0.29564,0.352677
frozenlake,UCT,2,13000,0.305465,0.35051
frozenlake,UCT,2,14000,0.289937,0.349756
frozenlake,UCT,2,15000,0.290491,0.353756
frozenlake,UCT,2,16000,0.299386,0.353621
frozenlake,UCT,2,17000,0.295029,0.352164
frozenlake,UCT,2,18000,0.288749,0.355125
frozenlake,UCT,2,19000,0.278513,0.35024
frozenlake,UCT,2,20000,0.29534,0.349431
frozenlake,UCT,2,21000,0.290855,0.350873
frozenlake,UCT,2,22000,0.311917,0.350742
frozenlake,UCT,2,23000,0.308953,0.354243
frozenlake,UCT,2,24000,0.327675,0.353849
frozenlake,UCT,2,25000,0.363564,0.355322
frozenlake,UCT,2,26000,0.342456,0.355112
frozenlake,UCT,2,27000,0.324708,0.354155
frozenlake,UCT,2,28000,0.340165,0.353171
frozenlake,UCT,2,29000,0.337512,0.353822
frozenlake,UCT,2,30000,0.328349,0.354489
frozenlake,UCT,3,1000,0.140962,0.274354
frozenlake,UCT,3,2000,0.141283,0.274917
frozenlake,UCT,3,3000,0.128242,0.265791
frozenlake,UCT,3,4000,0.16507,0.290807
frozenlake,UCT,3,5000,0.157431,0.285131
frozenlake,UCT,3,6000,0.20565,0.308288
frozenlake,UCT,3,7000,0.210644,0.31205
frozenlake,UCT,3,8000,0.221819,0.317543
frozenlake,UCT,3,9000,0.210819,0.312311
frozenlake,UCT,3,10000,0.215603,0.315554
frozenlake,UCT,3,11000,0.178404,0.294746
frozenlake,UCT,3,12000,0.231189,0.31657
frozenlake,UCT,3,13000,0.19458,0.302052
frozenlake,UCT,3,14000,0.224406,0.314213
frozenlake,UCT,3,15000,0.209307,0.310129
frozenlake,UCT,3,16000,0.21026,0.311391
frozenlake,UCT,3,17000,0.223236,0.3126
frozenlake,UCT,3,18000,0.225648,0.316069
frozenlake,UCT,3,19000,0.216999,0.314284
frozenlake,UCT,3,20000,0.246581,0.323453
frozenlake,UCT,3,21000,0.211672,0.309815
frozenlake,UCT,3,22000,0.228702,0.316605
frozenlake,UCT,3,23000,0.304767,0.352426
frozenlake,UCT,3,24000,0.326073,0.351515
frozenlake,UCT,3,25000,0.325229,0.354025
frozenlake,UCT,3,26000,0.295671,0.352432
frozenlake,UCT,3,27000,0.294816,0.351522
frozenlake,UCT,3,28000,0.308599,0.353195
frozenlake,UCT,3,29000,0.308259,0.352857
frozenlake,UCT,3,30000,0.286886,0.349144
frozenlake,UCT,4,1000,0.00963662,0.0784524
frozenlake,UCT,4,2000,0.00648537,0.0648829
frozenlake,UCT,4,3000,0.0139667,0.0980126
frozenlake,UCT,4,4000,0.0304292,0.140807
frozenlake,UCT,4,5000,0.0226336,0.119614
frozenlake,UCT,4,6000,0.0404338,0.160917
frozenlake,UCT,4,7000,0.0544534,0.185748
frozenlake,UCT,4,8000,0.0383144,0.15957
frozenlake,UCT,4,9000,0.0694345,0.20926
frozenlake,UCT,4,10000,0.0447469,0.170397
frozenlake,UCT,4,11000,0.038756,0.154323
frozenlake,UCT,4,12000,0.0269908,0.133115
frozenlake,UCT,4,13000,0.060432,0.193369
frozenlake,UCT,4,14000,0.0432524,0.164976
frozenlake,UCT,4,15000,0.0540514,0.18419
frozenlake,UCT,4,16000,0.0558312,0.184062
frozenlake,UCT,4,17000,0.0489916,0.179427
frozenlake,UCT,4,18000,0.0544277,0.185574
frozenlake,UCT,4,19000,0.280754,0.349107
frozenlake,UCT,4,20000,0.305989,0.350754
frozenlake,UCT,4,21000,0.287738,0.350413
frozenlake,UCT,4,22000,0.314171,0.352765
frozenlake,UCT,4,23000,0.30604,0.350573
frozenlake,UCT,4,24000,0.337743,0.3568
frozenlake,UCT,4,25000,0.309187,0.353945
frozenlake,UCT,4,26000,0.319637,0.355235
frozenlake,UCT,4,27000,0.320866,0.353209
frozenlake,UCT,4,28000,0.36206,0.353438
frozenlake,UCT,4,29000,0.328876,0.351053
frozenlake,UCT,4,30000,0.339849,0.352271
frozenlake,UCT,5,1000,0.249516,0.345077
frozenlake,UCT,5,2000,0.271699,0.351951
frozenlake,UCT,5,3000,0.281466,0.353281
frozenlake,UCT,5,4000,0.323797,0.3594
frozenlake,UCT,5,5000,0.309409,0.357557
frozenlake,UCT,5,6000,0.330108,0.359213
frozenlake,UCT,5,7000,0.367167,0.361349
frozenlake,UCT,5,8000,0.326774,0.359136
frozenlake,UCT,5,9000,0.360486,0.358575
frozenlake,UCT,5,10000,0.339656,0.358631
frozenlake,UCT,5,11000,0.344893,0.357419
frozenlake,UCT,5,12000,0.352418,0.35765
frozenlake,UCT,5,13000,0.346693,0.358902
frozenlake,UCT,5,14000,0.367408,0.358114
frozenlake,UCT,5,15000,0.339622,0.358537
frozenlake,UCT,5,16000,0.358729,0.356954
frozenlake,UCT,5,17000,0.363621,0.358116
frozenlake,UCT,5,18000,0.347532,0.359627
frozenlake,UCT,5,19000,0.380966,0.357
frozenlake,UCT,5,20000,0.337718,0.357055
frozenlake,UCT,5,21000,0.353502,0.358719
frozenlake,UCT,5,22000,0.352942,0.358139
frozenlake,UCT,5,23000,0.357251,0.355452
frozenlake,UCT,5,24000,0.353808,0.358926
frozenlake,UCT,5,25000,0.373562,0.357052
frozenlake,UCT,5,26000,0.360652,0.358705
frozenlake,UCT,5,27000,0.367322,0.358205
frozenlake,UCT,5,28000,0.379576,0.355822
