env,algorithm,run,trial,mc_mean,mc_stddev
sailing,UCT,5,9000,-5.425,11.6721
sailing,UCT,5,10000,-7.7755,14.748
sailing,UCT,5,11000,-8.652,15.777
sailing,UCT,5,12000,-7.523,14.8444
sailing,UCT,5,13000,-7.155,14.2317
sailing,UCT,5,14000,-6.6225,13.3768
sailing,UCT,5,15000,-7.395,14.4162
sailing,UCT,5,16000,-7.8695,15.4477
sailing,UCT,5,17000,-3.959,8.76302
sailing,UCT,5,18000,-3.8815,8.85555
sailing,UCT,5,19000,-4.5175,10.3588
sailing,UCT,5,20000,-3.048,6.15365
sailing,UCT,5,21000,-3.9945,9.43012
sailing,UCT,5,22000,-3.7555,8.25871
sailing,UCT,5,23000,-3.6095,8.15717
sailing,UCT,5,24000,-3.0905,6.86981
sailing,UCT,5,25000,-3.165,6.59497
sailing,UCT,5,26000,-3.089,5.88326
sailing,UCT,5,27000,-3.6725,8.65226
sailing,UCT,5,28000,-2.6375,5.0971
sailing,UCT,5,29000,-2.571,5.17917
sailing,UCT,5,30000,-2.8315,5.48349
sailing,UCT,6,1000,-34.996,18.6188
sailing,UCT,6,2000,-30.5605,20.1369
sailing,UCT,6,3000,-23.858,20.9315
sailing,UCT,6,4000,-19.384,20.7972
sailing,UCT,6,5000,-11.479,17.3429
sailing,UCT,6,6000,-10.158,16.8766
sailing,UCT,6,7000,-9.0025,15.373
sailing,UCT,6,8000,-8.712,15.1266
sailing,UCT,6,9000,-7.0705,13.1182
sailing,UCT,6,10000,-5.5035,10.8613
sailing,UCT,6,11000,-5.4875,10.4219
sailing,UCT,6,12000,-4.375,9.11518
sailing,UCT,6,13000,-5.13,10.5479
sailing,UCT,6,14000,-4.9415,10.0786
sailing,UCT,6,15000,-3.791,7.21266
sailing,UCT,6,16000,-5.864,11.4403
sailing,UCT,6,17000,-5.1925,10.7261
sailing,UCT,6,18000,-4.6935,9.85318
sailing,UCT,6,19000,-4.468,9.48067
sailing,UCT,6,20000,-3.716,7.5511
sailing,UCT,6,21000,-4.9345,10.2459
sailing,UCT,6,22000,-4.678,9.33985
sailing,UCT,6,23000,-3.8425,7.38258
sailing,UCT,6,24000,-3.772,7.45414
sailing,UCT,6,25000,-2.964,4.86283
sailing,UCT,6,26000,-3.96,7.92118
sailing,UCT,6,27000,-3.3185,6.08403
sailing,UCT,6,28000,-3.5485,6.97306
sailing,UCT,6,29000,-2.9425,4.92671
sailing,UCT,6,30000,-2.3795,1.14862
sailing,UCT,7,1000,-41.486,14.3578
sailing,UCT,7,2000,-34.716,18.9239
sailing,UCT,7,3000,-22.463,21.3884
sailing,UCT,7,4000,-18.1765,20.4898
sailing,UCT,7,5000,-14.711,19.6213
sailing,UCT,7,6000,-12.533,18.1064
sailing,UCT,7,7000,-9.776,16.2304
sailing,UCT,7,8000,-9.491,15.7818
sailing,UCT,7,9000,-9.3785,16.0172
sailing,UCT,7,10000,-6.538,12.3922
sailing,UCT,7,11000,-6.3375,12.1372
sailing,UCT,7,12000,-6.1335,11.7731
sailing,UCT,7,13000,-7.1755,13.3825
sailing,UCT,7,14000,-7.879,14.5074
sailing,UCT,7,15000,-5.9375,11.5746
sailing,UCT,7,16000,-7.122,13.5434
sailing,UCT,7,17000,-5.2305,10.4586
sailing,UCT,7,18000,-4.8855,10.0546
sailing,UCT,7,19000,-4.312,8.96884
sailing,UCT,7,20000,-3.757,7.18427
sailing,UCT,7,21000,-4.3,9.10094
sailing,UCT,7,22000,-4.1655,8.83779
sailing,UCT,7,23000,-4.4305,9.14673
sailing,UCT,7,24000,-4.2205,8.97188
sailing,UCT,7,25000,-3.1405,5.69633
sailing,UCT,7,26000,-3.243,6.38394
sailing,UCT,7,27000,-3.9945,8.07344
sailing,UCT,7,28000,-2.5625,3.29556
sailing,UCT,7,29000,-3.913,8.42192
sailing,UCT,7,30000,-3.121,5.66893
sailing,UCT,8,1000,-29.445,21.21
sailing,UCT,8,2000,-21.9,21.4118
sailing,UCT,8,3000,-14.505,19.2561
sailing,UCT,8,4000,-15.972,20.4581
sailing,UCT,8,5000,-16.2015,20.9459
sailing,UCT,8,6000,-15.3095,20.1898
sailing,UCT,8,7000,-12.095,18.4087
sailing,UCT,8,8000,-14.986,20.0697
sailing,UCT,8,9000,-11.1365,18.121
sailing,UCT,8,10000,-11.503,17.8521
sailing,UCT,8,11000,-11.164,17.2919
sailing,UCT,8,12000,-12.129,18.9368
sailing,UCT,8,13000,-10.68,17.2686
sailing,UCT,8,14000,-7.805,15.0049
sailing,UCT,8,15000,-8.541,15.8115
sailing,UCT,8,16000,-6.9445,13.5829
sailing,UCT,8,17000,-7.3565,14.298
sailing,UCT,8,18000,-7.3455,14.1929
sailing,UCT,8,19000,-7.109,14.4081
sailing,UCT,8,20000,-7.0955,14.2927
sailing,UCT,8,21000,-7.6535,15.0247
sailing,UCT,8,22000,-7.118,14.0276
sailing,UCT,8,23000,-6.789,14.298
sailing,UCT,8,24000,-7.7045,14.9349
sailing,UCT,8,25000,-9.6065,16.8082
sailing,UCT,8,26000,-6.6415,13.9339
sailing,UCT,8,27000,-7.339,14.6519
sailing,UCT,8,28000,-6.986,14.3364
sailing,UCT,8,29000,-5.108,11.1553
sailing,UCT,8,30000,-5.765,12.3538
sailing,UCT,9,1000,-36.33,17.1724
sailing,UCT,9,2000,-29.7415,20.2644
sailing,UCT,9,3000,-23.55,20.9291
sailing,UCT,9,4000,-22.4075,21.166
sailing,UCT,9,5000,-18.9865,20.6649
sailing,UCT,9,6000,-18.9485,20.6693
sailing,UCT,9,7000,-15.702,19.5297
sailing,UCT,9,8000,-17.8505,20.3657
sailing,UCT,9,9000,-14.1965,18.2698
sailing,UCT,9,10000,-13.3805,18.7641
sailing,UCT,9,11000,-10.327,15.997
sailing,UCT,9,12000,-9.2865,15.0286
sailing,UCT,9,13000,-6.9615,12.1526
sailing,UCT,9,14000,-7.7395,13.6846
sailing,UCT,9,15000,-5.3355,10.3286
sailing,UCT,9,16000,-5.9775,10.9605
sailing,UCT,9,17000,-6.077,11.4653
sailing,UCT,9,18000,-5.442,10.2555
sailing,UCT,9,19000,-5.8845,11.381
sailing,UCT,9,20000,-5.4135,10.1439
sailing,UCT,9,21000,-4.5935,8.50755
sailing,UCT,9,22000,-4.278,7.64601
sailing,UCT,9,23000,-4.9255,9.54806
sailing,UCT,9,24000,-3.5615,6.26132
sailing,UCT,9,25000,-4.4665,8.94812
sailing,UCT,9,26000,-5.113,9.23518
sailing,UCT,9,27000,-5.141,9.86014
sailing,UCT,9,28000,-3.9525,7.06527
sailing,UCT,9,29000,-3.6775,5.86952
sailing,UCT,9,30000,-5.257,10.0493
sailing,UCT,10,1000,-40.413,14.7435
sailing,UCT,10,2000,-35.3615,17.6735
sailing,UCT,10,3000,-30.169,20.5532
sailing,UCT,10,4000,-28.8495,20.3005
sailing,UCT,10,5000,-25.083,21.3064
sailing,UCT,10,6000,-22.0175,20.8368
sailing,UCT,10,7000,-18.584,20.1289
sailing,UCT,10,8000,-17.4655,19.9193
sailing,UCT,10,9000,-13.6225,18.2788
sailing,UCT,10,10000,-12.209,17.4382
sailing,UCT,10,11000,-13.03,17.7658
sailing,UCT,10,12000,-10.458,16.434
sailing,UCT,10,13000,-10.4615,16.3997
sailing,UCT,10,14000,-11.8025,17.6281
sailing,UCT,10,15000,-9.961,15.718
sailing,UCT,10,16000,-11.108,17.066
sailing,UCT,10,17000,-9.9575,16.0957
sailing,UCT,10,18000,-8.5485,14.3296
sailing,UCT,10,19000,-7.8325,13.6051
sailing,UCT,10,20000,-7.3835,12.3187
sailing,UCT,10,21000,-6.9045,12.1867
sailing,UCT,10,22000,-7.7185,13.6703
sailing,UCT,10,23000,-8.8905,15.1285
sailing,UCT,10,24000,-7.2195,12.8779
sailing,UCT,10,25000,-6.901,11.8205
sailing,UCT,10,26000,-6.7995,12.0382
sailing,UCT,10,27000,-6.734,12.4007
sailing,UCT,10,28000,-6.673,11.4686
sailing,UCT,10,29000,-6.2495,10.911
sailing,UCT,10,30000,-6.2165,11.2709
sailing,UCT,11,1000,-40.1905,14.6313
sailing,UCT,11,2000,-30.425,20.2184
sailing,UCT,11,3000,-26.5925,21.5471
sailing,UCT,11,4000,-21.3245,20.9201
sailing,UCT,11,5000,-21.013,21.0002
sailing,UCT,11,6000,-17.586,20.5658
sailing,UCT,11,7000,-16.1835,19.4245
sailing,UCT,11,8000,-14.0085,18.7111
sailing,UCT,11,9000,-12.115,17.7158
sailing,UCT,11,10000,-11.567,16.595
sailing,UCT,11,11000,-13.155,18.3451
sailing,UCT,11,12000,-12.2165,17.4384
sailing,UCT,11,13000,-11.3595,17.1336
sailing,UCT,11,14000,-10.393,15.8938
sailing,UCT,11,15000,-8.8365,14.9148
sailing,UCT,11,16000,-8.4385,14.4014
sailing,UCT,11,17000,-7.4185,12.6605
sailing,UCT,11,18000,-9.644,15.6569
sailing,UCT,11,19000,-6.5185,11.5487
sailing,UCT,11,20000,-7.1065,12.0182
sailing,UCT,11,21000,-6.404,11.8577
sailing,UCT,11,22000,-7.2445,13.0347
sailing,UCT,11,23000,-7.042,12.853
sailing,UCT,11,24000,-7.139,12.7915
sailing,UCT,11,25000,-5.917,10.6571
sailing,UCT,11,26000,-6.0125,10.801
sailing,UCT,11,27000,-6.0465,10.9849
sailing,UCT,11,28000,-5.15,9.68815
sailing,UCT,11,29000,-5.2515,9.42099
sailing,UCT,11,30000,-6.15,11.1247
sailing,UCT,12,1000,-29.995,21.2744
sailing,UCT,12,2000,-23.506,22.2806
sailing,UCT,12,3000,-21.6545,21.1592
sailing,UCT,12,4000,-14.1635,19.4819
sailing,UCT,12,5000,-14.328,19.7083
sailing,UCT,12,6000,-14.283,19.6716
sailing,UCT,12,7000,-10.8565,17.6661
sailing,UCT,12,8000,-13.2535,19.2097
sailing,UCT,12,9000,-12.0385,18.4419
sailing,UCT,12,10000,-9.0235,15.7043
sailing,UCT,12,11000,-9.7195,16.4759
sailing,UCT,12,12000,-8.896,15.2166
sailing,UCT,12,13000,-8.8795,15.8168
sailing,UCT,12,14000,-9.149,16.0805
sailing,UCT,12,15000,-6.657,13.4377
sailing,UCT,12,16000,-7.318,14.5242
sailing,UCT,12,17000,-6.887,13.9754
sailing,UCT,12,18000,-6.6095,13.6245
sailing,UCT,12,19000,-6.8445,13.2681
sailing,UCT,12,20000,-7.206,14.1044
sailing,UCT,12,21000,-6.932,13.4904
sailing,UCT,12,22000,-7.987,14.9426
sailing,UCT,12,23000,-5.779,11.5801
sailing,UCT,12,24000,-5.545,11.7476
sailing,UCT,12,25000,-6.8045,13.2727
sailing,UCT,12,26000,-7.375,14.0718
sailing,UCT,12,27000,-7.3445,14.3515
sailing,UCT,12,28000,-5.66,11.4392
sailing,UCT,12,29000,-5.3015,11.1544
sailing,UCT,12,30000,-6.5395,13.0642
sailing,UCT,13,1000,-37.677,16.5341
sailing,UCT,13,2000,-24.357,21.0914
sailing,UCT,13,3000,-15.8425,19.7626
sailing,UCT,13,4000,-13.5195,18.896
sailing,UCT,13,5000,-12.922,18.5093
sailing,UCT,13,6000,-10.215,16.2584
sailing,UCT,13,7000,-10.559,16.8041
sailing,UCT,13,8000,-7.622,13.8895
sailing,UCT,13,9000,-8.1955,14.3469
sailing,UCT,13,10000,-7.039,13.3389
sailing,UCT,13,11000,-6.3995,12.5337
sailing,UCT,13,12000,-4.8375,9.80612
sailing,UCT,13,13000,-6.3485,12.8465
sailing,UCT,13,14000,-5.389,10.8472
sailing,UCT,13,15000,-5.015,10.6424
sailing,UCT,13,16000,-4.202,8.52542
sailing,UCT,13,17000,-4.815,10.2357
sailing,UCT,13,18000,-4.979,10.0447
sailing,UCT,13,19000,-3.6325,7.35312
sailing,UCT,13,20000,-4.0385,8.18693
sailing,UCT,13,21000,-3.95,7.86626
sailing,UCT,13,22000,-3.63,7.64468
sailing,UCT,13,23000,-3.632,7.58114
sailing,UCT,13,24000,-4.115,8.7799
sailing,UCT,13,25000,-4.217,8.85774
sailing,UCT,13,26000,-4.5455,9.98988
sailing,UCT,13,27000,-3.932,8.0363
sailing,UCT,13,28000,-3.2435,6.05274
sailing,UCT,13,29000,-4.3355,9.22965
sailing,UCT,13,30000,-3.5915,6.76985
sailing,UCT,14,1000,-39.55,14.936
sailing,UCT,14,2000,-28.38,21.164
sailing,UCT,14,3000,-25.6405,21.4496
sailing,UCT,14,4000,-21.3225,21.7102
sailing,UCT,14,5000,-17.6175,20.1017
sailing,UCT,14,6000,-18.1335,20.9055
sailing,UCT,14,7000,-13.947,19.0566
sailing,UCT,14,8000,-14.201,19.1473
sailing,UCT,14,9000,-13.248,19.0258
sailing,UCT,14,10000,-11.2595,17.5638
sailing,UCT,14,11000,-9.9185,16.7867
sailing,UCT,14,12000,-11.2315,17.9886
sailing,UCT,14,13000,-8.102,15.162
sailing,UCT,14,14000,-8.3425,15.3772
sailing,UCT,14,15000,-9.3275,15.6057
sailing,UCT,14,16000,-5.5735,11.9935
sailing,UCT,14,17000,-7.092,13.6591
sailing,UCT,14,18000,-5.2645,10.9454
sailing,UCT,14,19000,-6.564,13.1787
sailing,UCT,14,20000,-5.8825,11.9589
sailing,UCT,14,21000,-3.5265,6.95874
sailing,UCT,14,22000,-4.666,10.0146
sailing,UCT,14,23000,-5.466,11.5492
sailing,UCT,14,24000,-4.4925,9.97779
sailing,UCT,14,25000,-3.8315,8.14566
sailing,UCT,14,26000,-5.0815,11.1398
sailing,UCT,14,27000,-4.195,9.12417
sailing,UCT,14,28000,-4.541,9.1974
sailing,UCT,14,29000,-5.15,10.9726
sailing,UCT,14,30000,-4.864,10.6932
sailing,UCT,15,1000,-31.855,19.5861
sailing,UCT,15,2000,-30.6365,20.3838
sailing,UCT,15,3000,-25.0815,21.3284
sailing,UCT,15,4000,-21.5965,21.2276
sailing,UCT,15,5000,-17.3795,20.4163
sailing,UCT,15,6000,-16.5925,19.4867
sailing,UCT,15,7000,-13.675,18.5945
sailing,UCT,15,8000,-12.121,17.7894
sailing,UCT,15,9000,-11.5815,17.4403
sailing,UCT,15,10000,-12.3565,18.0329
sailing,UCT,15,11000,-9.414,15.4184
sailing,UCT,15,12000,-11.159,16.9448
sailing,UCT,15,13000,-8.535,14.7661
sailing,UCT,15,14000,-9.099,14.9253
sailing,UCT,15,15000,-9.2575,15.6796
sailing,UCT,15,16000,-8.5805,14.7489
sailing,UCT,15,17000,-7.5585,13.3988
sailing,UCT,15,18000,-6.9625,13.1356
sailing,UCT,15,19000,-7.399,13.238
sailing,UCT,15,20000,-5.844,10.6718
sailing,UCT,15,21000,-5.609,10.5003
sailing,UCT,15,22000,-5.189,9.66924
sailing,UCT,15,23000,-4.4775,7.9869
sailing,UCT,15,24000,-5.7905,10.615
sailing,UCT,15,25000,-4.7575,8.58596
sailing,UCT,15,26000,-4.6625,8.44866
sailing,UCT,15,27000,-4.2045,7.78466
sailing,UCT,15,28000,-4.0335,6.82123
sailing,UCT,15,29000,-4.37,7.23252
sailing,UCT,15,30000,-4.3655,7.54078
sailing,UCT,16,1000,-39.7375,15.7228
sailing,UCT,16,2000,-35.2535,18.3836
sailing,UCT,16,3000,-27.1105,21.3677
sailing,UCT,16,4000,-27.2445,21.4632
sailing,UCT,16,5000,-26.9595,21.5725
sailing,UCT,16,6000,-23.431,21.5428
sailing,UCT,16,7000,-23.504,21.6889
sailing,UCT,16,8000,-20.821,21.4772
sailing,UCT,16,9000,-17.8315,20.3539
sailing,UCT,16,10000,-16.9805,19.9947
sailing,UCT,16,11000,-17.323,20.5997
sailing,UCT,16,12000,-18.0095,20.4431
sailing,UCT,16,13000,-14.664,19.5641
sailing,UCT,16,14000,-14.583,18.8174
sailing,UCT,16,15000,-15.7495,19.8027
sailing,UCT,16,16000,-13.4005,18.5051
sailing,UCT,16,17000,-12.066,17.5959
sailing,UCT,16,18000,-13.194,18.5325
sailing,UCT,16,19000,-14.06,18.7421
sailing,UCT,16,20000,-13.1695,17.9981
sailing,UCT,16,21000,-10.8085,16.9768
sailing,UCT,16,22000,-10.2965,15.3527
sailing,UCT,16,23000,-8.801,14.2963
sailing,UCT,16,24000,-9.028,14.8209
sailing,UCT,16,25000,-10.774,16.8414
sailing,UCT,16,26000,-10.7495,16.5741
sailing,UCT,16,27000,-8.876,14.4877
sailing,UCT,16,28000,-9.5765,14.8845
sailing,UCT,16,29000,-9.9065,15.8889
sailing,UCT,16,30000,-9.473,14.5575
sailing,UCT,17,1000,-41.7165,13.7681
sailing,UCT,17,2000,-32.1425,19.4347
sailing,UCT,17,3000,-32.3935,20.3491
sailing,UCT,17,4000,-27.8025,20.7252
sailing,UCT,17,5000,-23.1725,20.8995
sailing,UCT,17,6000,-18.244,20.3848
sailing,UCT,17,7000,-18.298,20.5736
sailing,UCT,17,8000,-13.4335,18.2518
sailing,UCT,17,9000,-12.307,16.8684
sailing,UCT,17,10000,-13.273,18.4522
sailing,UCT,17,11000,-13.845,18.0073
sailing,UCT,17,12000,-13.402,18.5517
sailing,UCT,17,13000,-15.055,19.2619
sailing,UCT,17,14000,-10.9925,17.2331
sailing,UCT,17,15000,-10.631,16.4424
sailing,UCT,17,16000,-8.171,13.7026
sailing,UCT,17,17000,-8.4925,14.1843
sailing,UCT,17,18000,-6.7535,12.6372
sailing,UCT,17,19000,-6.855,12.734
sailing,UCT,17,20000,-6.9855,12.769
sailing,UCT,17,21000,-9.044,15.0372
sailing,UCT,17,22000,-8.447,14.6549
sailing,UCT,17,23000,-8.188,13.7329
sailing,UCT,17,24000,-8.5735,14.9254
sailing,UCT,17,25000,-6.8505,12.4912
sailing,UCT,17,26000,-7.1355,13.3334
sailing,UCT,17,27000,-6.904,12.2796
sailing,UCT,17,28000,-6.9475,12.4904
sailing,UCT,17,29000,-6.9865,12.8278
sailing,UCT,17,30000,-7.504,13.2518
sailing,UCT,18,1000,-40.876,13.3156
sailing,UCT,18,2000,-39.332,14.7218
sailing,UCT,18,3000,-33.911,18.9788
sailing,UCT,18,4000,-33.1455,19.0792
sailing,UCT,18,5000,-29.712,21.2782
sailing,UCT,18,6000,-28.3205,20.9272
sailing,UCT,18,7000,-26.352,21.1933
sailing,UCT,18,8000,-25.769,22.0458
sailing,UCT,18,9000,-23.1475,21.3794
sailing,UCT,18,10000,-20.4905,20.9839
sailing,UCT,18,11000,-19.8265,20.5899
sailing,UCT,18,12000,-17.124,19.8444
sailing,UCT,18,13000,-17.47,20.1627
sailing,UCT,18,14000,-16.146,19.5827
sailing,UCT,18,15000,-16.1825,19.734
sailing,UCT,18,16000,-13.822,18.387
sailing,UCT,18,17000,-14.12,18.7705
sailing,UCT,18,18000,-11.277,16.526
sailing,UCT,18,19000,-12.814,17.4971
sailing,UCT,18,20000,-9.335,14.6758
sailing,UCT,18,21000,-10.8415,15.9538
sailing,UCT,18,22000,-9.3795,14.3064
sailing,UCT,18,23000,-10.896,16.2055
sailing,UCT,18,24000,-8.7575,14.2515
sailing,UCT,18,25000,-7.58,12.5516
sailing,UCT,18,26000,-8.6085,14.1032
sailing,UCT,18,27000,-9.2075,14.4668
sailing,UCT,18,28000,-7.2145,12.3699
sailing,UCT,18,29000,-7.425,12.5978
sailing,UCT,18,30000,-6.675,11.6288
sailing,UCT,19,1000,-27.877,21.0026
sailing,UCT,19,2000,-23.409,22.2569
sailing,UCT,19,3000,-13.9925,19.0401
sailing,UCT,19,4000,-10.597,16.98
sailing,UCT,19,5000,-9.7375,16.7043
sailing,UCT,19,6000,-11.6715,17.7492
sailing,UCT,19,7000,-10.26,17.2561
sailing,UCT,19,8000,-10.1245,16.8178
sailing,UCT,19,9000,-8.943,15.5445
sailing,UCT,19,10000,-6.473,12.6278
sailing,UCT,19,11000,-7.8415,14.7735
sailing,UCT,19,12000,-8.3805,14.8419
sailing,UCT,19,13000,-7.206,13.9261
sailing,UCT,19,14000,-5.4985,11.5047
sailing,UCT,19,15000,-7.5445,14.5784
sailing,UCT,19,16000,-5.253,10.5427
sailing,UCT,19,17000,-6.635,13.0004
sailing,UCT,19,18000,-6.957,13.6744
sailing,UCT,19,19000,-6.176,12.7588
sailing,UCT,19,20000,-6.131,12.9505
sailing,UCT,19,21000,-4.753,10.3998
sailing,UCT,19,22000,-6.3135,12.9007
sailing,UCT,19,23000,-4.138,9.07899
sailing,UCT,19,24000,-5.6945,12.2749
sailing,UCT,19,25000,-5.9315,12.4928
