env,algorithm,config,run,mc_mean,mc_stddev
taxi,UCT,bias=auto,eps=0.500000,28,-63.205,15.664
taxi,UCT,bias=auto,eps=0.500000,29,-64.8,15.5214
taxi,UCT,bias=auto,eps=0.500000,30,-57.44,15.8202
taxi,UCT,bias=auto,eps=0.500000,31,-58.79,16.8891
taxi,UCT,bias=auto,eps=0.500000,32,-61.49,15.1727
taxi,UCT,bias=auto,eps=0.500000,33,-62.97,16.1702
taxi,UCT,bias=auto,eps=0.500000,34,-63.92,15.5377
taxi,UCT,bias=auto,eps=0.500000,35,-62.535,16.4075
taxi,UCT,bias=auto,eps=0.500000,36,-62.59,16.8503
taxi,UCT,bias=auto,eps=0.500000,37,-61.65,16.3577
taxi,UCT,bias=auto,eps=0.500000,38,-60.725,15.3367
taxi,UCT,bias=auto,eps=0.500000,39,-61.895,18.3296
taxi,UCT,bias=auto,eps=0.500000,40,-60.65,16.3122
taxi,UCT,bias=auto,eps=0.500000,41,-64.165,16.5027
taxi,UCT,bias=auto,eps=0.500000,42,-59.465,15.9544
taxi,UCT,bias=auto,eps=0.500000,43,-39.775,38.2396
taxi,UCT,bias=auto,eps=0.500000,44,-61.94,17.3656
taxi,UCT,bias=auto,eps=0.500000,45,-63.695,17.2706
taxi,UCT,bias=auto,eps=0.500000,46,-59.915,15.9773
taxi,UCT,bias=auto,eps=0.500000,47,-64.625,16.6176
taxi,UCT,bias=auto,eps=0.500000,48,-60.815,16.9969
taxi,UCT,bias=auto,eps=0.500000,49,-61.265,15.1589
taxi,UCT,bias=auto,eps=1.000000,0,-64.85,20.5546
taxi,UCT,bias=auto,eps=1.000000,1,-75.14,18.5337
taxi,UCT,bias=auto,eps=1.000000,2,-67.935,16.1961
taxi,UCT,bias=auto,eps=1.000000,3,-71.165,15.9773
taxi,UCT,bias=auto,eps=1.000000,4,-71.045,18.1538
taxi,UCT,bias=auto,eps=1.000000,5,-69.005,16.2831
taxi,UCT,bias=auto,eps=1.000000,6,-75.015,21.4083
taxi,UCT,bias=auto,eps=1.000000,7,-77.01,17.3946
taxi,UCT,bias=auto,eps=1.000000,8,-68.07,16.6536
taxi,UCT,bias=auto,eps=1.000000,9,-71.615,19.3823
taxi,UCT,bias=auto,eps=1.000000,10,-81.875,19.7662
taxi,UCT,bias=auto,eps=1.000000,11,-83.14,17.6339
taxi,UCT,bias=auto,eps=1.000000,12,-69.095,18.5083
taxi,UCT,bias=auto,eps=1.000000,13,-78.105,18.1887
taxi,UCT,bias=auto,eps=1.000000,14,-98.195,16.4978
taxi,UCT,bias=auto,eps=1.000000,15,-76.115,17.3828
taxi,UCT,bias=auto,eps=1.000000,16,-66.64,19.2678
taxi,UCT,bias=auto,eps=1.000000,17,-79.735,17.2191
taxi,UCT,bias=auto,eps=1.000000,18,-79.085,16.797
taxi,UCT,bias=auto,eps=1.000000,19,-69.825,19.1753
taxi,UCT,bias=auto,eps=1.000000,20,-73.9,18.5675
taxi,UCT,bias=auto,eps=1.000000,21,-82.425,18.7049
taxi,UCT,bias=auto,eps=1.000000,22,-75.035,15.58
taxi,UCT,bias=auto,eps=1.000000,23,-68.975,18.7896
taxi,UCT,bias=auto,eps=1.000000,24,-78.805,17.2399
taxi,UCT,bias=auto,eps=1.000000,25,-80.67,15.9273
taxi,UCT,bias=auto,eps=1.000000,26,-70.85,18.5732
taxi,UCT,bias=auto,eps=1.000000,27,-80.455,18.5114
taxi,UCT,bias=auto,eps=1.000000,28,-69.41,16.661
taxi,UCT,bias=auto,eps=1.000000,29,-66.935,17.0447
taxi,UCT,bias=auto,eps=1.000000,30,-77.615,18.0479
taxi,UCT,bias=auto,eps=1.000000,31,-79.13,17.807
taxi,UCT,bias=auto,eps=1.000000,32,-71.57,14.9271
taxi,UCT,bias=auto,eps=1.000000,33,-81.555,19.7157
taxi,UCT,bias=auto,eps=1.000000,34,-69.075,17.5777
taxi,UCT,bias=auto,eps=1.000000,35,-77.69,18.517
taxi,UCT,bias=auto,eps=1.000000,36,-71.3,20.1549
taxi,UCT,bias=auto,eps=1.000000,37,-82.18,18.7779
taxi,UCT,bias=auto,eps=1.000000,38,-74.675,17.3538
taxi,UCT,bias=auto,eps=1.000000,39,-70.49,18.3979
taxi,UCT,bias=auto,eps=1.000000,40,-72.62,18.7503
taxi,UCT,bias=auto,eps=1.000000,41,-75.715,16.2868
taxi,UCT,bias=auto,eps=1.000000,42,-85.375,19.4666
taxi,UCT,bias=auto,eps=1.000000,43,-72.04,15.66
taxi,UCT,bias=auto,eps=1.000000,44,-77.06,16.9864
taxi,UCT,bias=auto,eps=1.000000,45,-76.205,18.2581
taxi,UCT,bias=auto,eps=1.000000,46,-70.89,18.2992
taxi,UCT,bias=auto,eps=1.000000,47,-70.035,17.2491
taxi,UCT,bias=auto,eps=1.000000,48,-66.685,17.8836
taxi,UCT,bias=auto,eps=1.000000,49,-68.43,18.8636
taxi,UCT,bias=2.000000,eps=0.100000,0,-34,27.4499
taxi,UCT,bias=2.000000,eps=0.100000,1,-48.555,16.5234
taxi,UCT,bias=2.000000,eps=0.100000,2,-30.43,28.1281
taxi,UCT,bias=2.000000,eps=0.100000,3,-44.685,17.4187
taxi,UCT,bias=2.000000,eps=0.100000,4,-41.525,18.8642
taxi,UCT,bias=2.000000,eps=0.100000,5,-44.175,20.6909
taxi,UCT,bias=2.000000,eps=0.100000,6,-49.655,15.333
taxi,UCT,bias=2.000000,eps=0.100000,7,-48.91,16.4849
taxi,UCT,bias=2.000000,eps=0.100000,8,-46.68,15.4737
taxi,UCT,bias=2.000000,eps=0.100000,9,-45.56,15.9993
taxi,UCT,bias=2.000000,eps=0.100000,10,-43.325,14.8544
taxi,UCT,bias=2.000000,eps=0.100000,11,-40.4,17.5677
taxi,UCT,bias=2.000000,eps=0.100000,12,-27.875,31.2421
taxi,UCT,bias=2.000000,eps=0.100000,13,-44.55,16.4899
taxi,UCT,bias=2.000000,eps=0.100000,14,-13.945,34.0868
taxi,UCT,bias=2.000000,eps=0.100000,15,-47.27,15.4944
taxi,UCT,bias=2.000000,eps=0.100000,16,-45.83,15.5835
taxi,UCT,bias=2.000000,eps=0.100000,17,-49.725,16.1454
taxi,UCT,bias=2.000000,eps=0.100000,18,-48.305,16.2506
taxi,UCT,bias=2.000000,eps=0.100000,19,-51.14,14.8761
taxi,UCT,bias=2.000000,eps=0.100000,20,-25.435,30.4023
taxi,UCT,bias=2.000000,eps=0.100000,21,-45.695,14.3342
taxi,UCT,bias=2.000000,eps=0.100000,22,-46.15,16.3328
taxi,UCT,bias=2.000000,eps=0.100000,23,-47.235,16.9862
taxi,UCT,bias=2.000000,eps=0.100000,24,-33.2,27.8766
taxi,UCT,bias=2.000000,eps=0.100000,25,-41.665,18.9531
taxi,UCT,bias=2.000000,eps=0.100000,26,-32.995,29.0884
taxi,UCT,bias=2.000000,eps=0.100000,27,-44.63,16.4553
taxi,UCT,bias=2.000000,eps=0.100000,28,-42.87,17.9414
taxi,UCT,bias=2.000000,eps=0.100000,29,-45.83,16.7086
taxi,UCT,bias=2.000000,eps=0.100000,30,-46.02,16.3955
taxi,UCT,bias=2.000000,eps=0.100000,31,-23.9,34.4914
taxi,UCT,bias=2.000000,eps=0.100000,32,-49.93,16.3666
taxi,UCT,bias=2.000000,eps=0.100000,33,-34.67,29.9836
taxi,UCT,bias=2.000000,eps=0.100000,34,-47.445,20.9778
taxi,UCT,bias=2.000000,eps=0.100000,35,-17.7,34.6075
taxi,UCT,bias=2.000000,eps=0.100000,36,-45.2,18.5144
taxi,UCT,bias=2.000000,eps=0.100000,37,-46.325,14.3779
taxi,UCT,bias=2.000000,eps=0.100000,38,-45.065,16.2626
taxi,UCT,bias=2.000000,eps=0.100000,39,-48.455,17.7998
taxi,UCT,bias=2.000000,eps=0.100000,40,-45.155,17.8481
taxi,UCT,bias=2.000000,eps=0.100000,41,-39.835,25.2192
taxi,UCT,bias=2.000000,eps=0.100000,42,-44.3,16.7101
taxi,UCT,bias=2.000000,eps=0.100000,43,-47.815,15.826
taxi,UCT,bias=2.000000,eps=0.100000,44,-46.455,15.9676
taxi,UCT,bias=2.000000,eps=0.100000,45,-50.815,15.6247
taxi,UCT,bias=2.000000,eps=0.100000,46,-44.63,16.414
taxi,UCT,bias=2.000000,eps=0.100000,47,-17.22,33.8179
taxi,UCT,bias=2.000000,eps=0.100000,48,-47.36,16.0094
taxi,UCT,bias=2.000000,eps=0.100000,49,-41.09,21.3464
taxi,UCT,bias=2.000000,eps=0.500000,0,-55.655,17.117
taxi,UCT,bias=2.000000,eps=0.500000,1,-55.64,15.1203
taxi,UCT,bias=2.000000,eps=0.500000,2,-60.095,15.0652
taxi,UCT,bias=2.000000,eps=0.500000,3,-57.675,16.2217
taxi,UCT,bias=2.000000,eps=0.500000,4,-53.3,15.523
taxi,UCT,bias=2.000000,eps=0.500000,5,-34.665,36.9247
taxi,UCT,bias=2.000000,eps=0.500000,6,-54.76,15.627
taxi,UCT,bias=2.000000,eps=0.500000,7,-57.39,15.8583
taxi,UCT,bias=2.000000,eps=0.500000,8,-57.31,16.4082
taxi,UCT,bias=2.000000,eps=0.500000,9,-55.475,16.8406
taxi,UCT,bias=2.000000,eps=0.500000,10,-55.73,17.0694
taxi,UCT,bias=2.000000,eps=0.500000,11,-56.045,16.6978
taxi,UCT,bias=2.000000,eps=0.500000,12,-55.92,14.9203
taxi,UCT,bias=2.000000,eps=0.500000,13,-57.855,15.6839
taxi,UCT,bias=2.000000,eps=0.500000,14,-55.19,16.0183
taxi,UCT,bias=2.000000,eps=0.500000,15,-56.855,17.9909
taxi,UCT,bias=2.000000,eps=0.500000,16,-56.105,15.7756
taxi,UCT,bias=2.000000,eps=0.500000,17,-54.515,17.8359
taxi,UCT,bias=2.000000,eps=0.500000,18,-38.32,34.5799
taxi,UCT,bias=2.000000,eps=0.500000,19,-56.18,16.8787
taxi,UCT,bias=2.000000,eps=0.500000,20,-55.89,16.758
taxi,UCT,bias=2.000000,eps=0.500000,21,-56.81,15.9164
taxi,UCT,bias=2.000000,eps=0.500000,22,-53.885,17.1424
taxi,UCT,bias=2.000000,eps=0.500000,23,-56.56,15.0298
taxi,UCT,bias=2.000000,eps=0.500000,24,-56.365,15.8676
taxi,UCT,bias=2.000000,eps=0.500000,25,-57.165,15.7582
taxi,UCT,bias=2.000000,eps=0.500000,26,-56.39,14.6424
taxi,UCT,bias=2.000000,eps=0.500000,27,-58.765,15.1439
taxi,UCT,bias=2.000000,eps=0.500000,28,-54.39,16.3005
taxi,UCT,bias=2.000000,eps=0.500000,29,-54.745,14.1126
taxi,UCT,bias=2.000000,eps=0.500000,30,-56.295,16.3792
taxi,UCT,bias=2.000000,eps=0.500000,31,-56.14,14.661
taxi,UCT,bias=2.000000,eps=0.500000,32,-54.57,17.2363
taxi,UCT,bias=2.000000,eps=0.500000,33,-55.14,15.2395
taxi,UCT,bias=2.000000,eps=0.500000,34,-56.88,14.6207
taxi,UCT,bias=2.000000,eps=0.500000,35,-59.375,15.5345
taxi,UCT,bias=2.000000,eps=0.500000,36,-55.325,16.7572
taxi,UCT,bias=2.000000,eps=0.500000,37,-52.6,15.9846
taxi,UCT,bias=2.000000,eps=0.500000,38,-56.75,15.8224
taxi,UCT,bias=2.000000,eps=0.500000,39,-54.66,16.533
taxi,UCT,bias=2.000000,eps=0.500000,40,-53.48,14.156
taxi,UCT,bias=2.000000,eps=0.500000,41,-57.92,16.2157
taxi,UCT,bias=2.000000,eps=0.500000,42,-55.435,16.9034
taxi,UCT,bias=2.000000,eps=0.500000,43,-58.49,15.3623
taxi,UCT,bias=2.000000,eps=0.500000,44,-30.27,40.2288
taxi,UCT,bias=2.000000,eps=0.500000,45,-57.89,15.5123
taxi,UCT,bias=2.000000,eps=0.500000,46,-60.225,15.9429
taxi,UCT,bias=2.000000,eps=0.500000,47,-56.09,15.8752
taxi,UCT,bias=2.000000,eps=0.500000,48,-56.945,14.6987
taxi,UCT,bias=2.000000,eps=0.500000,49,-57.33,16.2079
taxi,UCT,bias=2.000000,eps=1.000000,0,-75.82,18.3445
taxi,UCT,bias=2.000000,eps=1.000000,1,-82.19,17.3597
taxi,UCT,bias=2.000000,eps=1.000000,2,-71.215,18.7935
taxi,UCT,bias=2.000000,eps=1.000000,3,-69.62,17.8076
taxi,UCT,bias=2.000000,eps=1.000000,4,-68.015,18.4308
taxi,UCT,bias=2.000000,eps=1.000000,5,-84.935,16.973
taxi,UCT,bias=2.000000,eps=1.000000,6,-76.7,16.6857
taxi,UCT,bias=2.000000,eps=1.000000,7,-72.72,17.6054
taxi,UCT,bias=2.000000,eps=1.000000,8,-74.43,17.8152
taxi,UCT,bias=2.000000,eps=1.000000,9,-74.65,15.4125
taxi,UCT,bias=2.000000,eps=1.000000,10,-71.745,19.8904
taxi,UCT,bias=2.000000,eps=1.000000,11,-66.665,26.3548
taxi,UCT,bias=2.000000,eps=1.000000,12,-79.04,16.0043
taxi,UCT,bias=2.000000,eps=1.000000,13,-71.96,16.4172
taxi,UCT,bias=2.000000,eps=1.000000,14,-79.28,15.6225
taxi,UCT,bias=2.000000,eps=1.000000,15,-76.29,15.9926
taxi,UCT,bias=2.000000,eps=1.000000,16,-71.795,20.7421
taxi,UCT,bias=2.000000,eps=1.000000,17,-70.125,20.8678
taxi,UCT,bias=2.000000,eps=1.000000,18,-67.655,17.0189
taxi,UCT,bias=2.000000,eps=1.000000,19,-76.98,19.35
taxi,UCT,bias=2.000000,eps=1.000000,20,-66.305,17.3177
taxi,UCT,bias=2.000000,eps=1.000000,21,-74.56,17.725
taxi,UCT,bias=2.000000,eps=1.000000,22,-76.43,20.1894
taxi,UCT,bias=2.000000,eps=1.000000,23,-72.16,19.0145
taxi,UCT,bias=2.000000,eps=1.000000,24,-70.985,17.8701
taxi,UCT,bias=2.000000,eps=1.000000,25,-69.86,19.2424
taxi,UCT,bias=2.000000,eps=1.000000,26,-77.91,16.5742
taxi,UCT,bias=2.000000,eps=1.000000,27,-68.465,18.3067
taxi,UCT,bias=2.000000,eps=1.000000,28,-71.25,18.0038
taxi,UCT,bias=2.000000,eps=1.000000,29,-85.52,17.5688
taxi,UCT,bias=2.000000,eps=1.000000,30,-78.24,18.5879
taxi,UCT,bias=2.000000,eps=1.000000,31,-73.37,16.6981
taxi,UCT,bias=2.000000,eps=1.000000,32,-74.995,18.0979
taxi,UCT,bias=2.000000,eps=1.000000,33,-73.805,16.9601
taxi,UCT,bias=2.000000,eps=1.000000,34,-65.925,18.0524
taxi,UCT,bias=2.000000,eps=1.000000,35,-75.135,17.0991
taxi,UCT,bias=2.000000,eps=1.000000,36,-67.49,16.8696
taxi,UCT,bias=2.000000,eps=1.000000,37,-75.35,17.687
taxi,UCT,bias=2.000000,eps=1.000000,38,-79.21,20.5357
taxi,UCT,bias=2.000000,eps=1.000000,39,-74.585,17.2395
taxi,UCT,bias=2.000000,eps=1.000000,40,-83.67,18.0886
taxi,UCT,bias=2.000000,eps=1.000000,41,-73.11,17.3954
taxi,UCT,bias=2.000000,eps=1.000000,42,-77.39,17.0346
taxi,UCT,bias=2.000000,eps=1.000000,43,-67.235,19.8066
taxi,UCT,bias=2.000000,eps=1.000000,44,-73.055,20.5666
taxi,UCT,bias=2.000000,eps=1.000000,45,-68.465,16.5061
taxi,UCT,bias=2.000000,eps=1.000000,46,-80.25,19.2298
taxi,UCT,bias=2.000000,eps=1.000000,47,-72.09,17.304
taxi,UCT,bias=2.000000,eps=1.000000,48,-78.135,18.7886
taxi,UCT,bias=2.000000,eps=1.000000,49,-76.705,15.8167
taxi,UCT,bias=5.000000,eps=0.100000,0,-44.065,19.2923
taxi,UCT,bias=5.000000,eps=0.100000,1,-22.61,32.8882
taxi,UCT,bias=5.000000,eps=0.100000,2,-48.775,13.9628
taxi,UCT,bias=5.000000,eps=0.100000,3,-36.48,30.2323
taxi,UCT,bias=5.000000,eps=0.100000,4,-47.02,20.6193
taxi,UCT,bias=5.000000,eps=0.100000,5,-45.725,19.7031
taxi,UCT,bias=5.000000,eps=0.100000,6,-48.325,19.4897
taxi,UCT,bias=5.000000,eps=0.100000,7,-25.46,31.019
taxi,UCT,bias=5.000000,eps=0.100000,8,-42.645,24.4807
taxi,UCT,bias=5.000000,eps=0.100000,9,-45.98,14.649
taxi,UCT,bias=5.000000,eps=0.100000,10,-50.735,15.1589
taxi,UCT,bias=5.000000,eps=0.100000,11,-50.69,15.9419
taxi,UCT,bias=5.000000,eps=0.100000,12,-45.29,15.0271
taxi,UCT,bias=5.000000,eps=0.100000,13,-35.77,30.322
taxi,UCT,bias=5.000000,eps=0.100000,14,-46.57,18.3458
taxi,UCT,bias=5.000000,eps=0.100000,15,-46.365,17.007
taxi,UCT,bias=5.000000,eps=0.100000,16,-47.24,15.9346
taxi,UCT,bias=5.000000,eps=0.100000,17,-26.675,34.0555
taxi,UCT,bias=5.000000,eps=0.100000,18,-31.07,29.0706
taxi,UCT,bias=5.000000,eps=0.100000,19,-45.695,14.9459
taxi,UCT,bias=5.000000,eps=0.100000,20,-23.675,29.2527
taxi,UCT,bias=5.000000,eps=0.100000,21,-46.64,15.0122
taxi,UCT,bias=5.000000,eps=0.100000,22,-39.485,18.4257
taxi,UCT,bias=5.000000,eps=0.100000,23,-44.81,14.9516
taxi,UCT,bias=5.000000,eps=0.100000,24,-43.445,14.2915
taxi,UCT,bias=5.000000,eps=0.100000,25,-27.705,29.9131
taxi,UCT,bias=5.000000,eps=0.100000,26,-43.965,17.5686
taxi,UCT,bias=5.000000,eps=0.100000,27,-33.905,28.7967
taxi,UCT,bias=5.000000,eps=0.100000,28,-19.39,34.1463
taxi,UCT,bias=5.000000,eps=0.100000,29,-34.245,31.7701
taxi,UCT,bias=5.000000,eps=0.100000,30,-48.665,14.9644
taxi,UCT,bias=5.000000,eps=0.100000,31,-24.575,34.7405
taxi,UCT,bias=5.000000,eps=0.100000,32,-46.415,15.6296
taxi,UCT,bias=5.000000,eps=0.100000,33,-29.8,32.0949
taxi,UCT,bias=5.000000,eps=0.100000,34,-45.8,17.0901
taxi,UCT,bias=5.000000,eps=0.100000,35,-23.785,30.2719
taxi,UCT,bias=5.000000,eps=0.100000,36,-45.55,14.8052
taxi,UCT,bias=5.000000,eps=0.100000,37,-20.005,34.1521
taxi,UCT,bias=5.000000,eps=0.100000,38,-44.48,14.8574
taxi,UCT,bias=5.000000,eps=0.100000,39,-45.335,13.8336
taxi,UCT,bias=5.000000,eps=0.100000,40,-44.62,18.5577
taxi,UCT,bias=5.000000,eps=0.100000,41,-34.905,29.0393
taxi,UCT,bias=5.000000,eps=0.100000,42,-44.395,15.9007
taxi,UCT,bias=5.000000,eps=0.100000,43,-38.645,26.1563
taxi,UCT,bias=5.000000,eps=0.100000,44,-46.49,18.8525
taxi,UCT,bias=5.000000,eps=0.100000,45,-47.045,15.6665
taxi,UCT,bias=5.000000,eps=0.100000,46,-47.18,14.0347
taxi,UCT,bias=5.000000,eps=0.100000,47,-44.255,15.6587
taxi,UCT,bias=5.000000,eps=0.100000,48,-41.91,24.1892
taxi,UCT,bias=5.000000,eps=0.100000,49,-49.085,17.2419
taxi,UCT,bias=5.000000,eps=0.500000,0,-58.025,15.2436
taxi,UCT,bias=5.000000,eps=0.500000,1,-55.94,16.4371
taxi,UCT,bias=5.000000,eps=0.500000,2,-56.685,14.9638
taxi,UCT,bias=5.000000,eps=0.500000,3,-55.73,15.2562
taxi,UCT,bias=5.000000,eps=0.500000,4,-63.31,19.9105
taxi,UCT,bias=5.000000,eps=0.500000,5,-55.505,14.776
taxi,UCT,bias=5.000000,eps=0.500000,6,-59.6,18
taxi,UCT,bias=5.000000,eps=0.500000,7,-58.52,16.518
taxi,UCT,bias=5.000000,eps=0.500000,8,-58.93,15.9716
taxi,UCT,bias=5.000000,eps=0.500000,9,-56.76,16.4852
taxi,UCT,bias=5.000000,eps=0.500000,10,-55.73,14.518
taxi,UCT,bias=5.000000,eps=0.500000,11,-52.935,15.4409
taxi,UCT,bias=5.000000,eps=0.500000,12,-58.195,17.9199
taxi,UCT,bias=5.000000,eps=0.500000,13,-55.595,14.7512
taxi,UCT,bias=5.000000,eps=0.500000,14,-55.82,15.8592
taxi,UCT,bias=5.000000,eps=0.500000,15,-51.25,15.3508
taxi,UCT,bias=5.000000,eps=0.500000,16,-54.56,15.1364
taxi,UCT,bias=5.000000,eps=0.500000,17,-55.775,15.9482
taxi,UCT,bias=5.000000,eps=0.500000,18,-55.91,15.7828
taxi,UCT,bias=5.000000,eps=0.500000,19,-55.685,15.8699
taxi,UCT,bias=5.000000,eps=0.500000,20,-57.05,17.4652
taxi,UCT,bias=5.000000,eps=0.500000,21,-56.81,16.2954
taxi,UCT,bias=5.000000,eps=0.500000,22,-55.955,16.2627
taxi,UCT,bias=5.000000,eps=0.500000,23,-55.08,16.7897
taxi,UCT,bias=5.000000,eps=0.500000,24,-55.01,16.2855
taxi,UCT,bias=5.000000,eps=0.500000,25,-58.475,16.6108
taxi,UCT,bias=5.000000,eps=0.500000,26,-57.19,15.9261
taxi,UCT,bias=5.000000,eps=0.500000,27,-59.7,15.9629
taxi,UCT,bias=5.000000,eps=0.500000,28,-60.095,16.1854
taxi,UCT,bias=5.000000,eps=0.500000,29,-22.735,39.7881
taxi,UCT,bias=5.000000,eps=0.500000,30,-56.045,15.3516
taxi,UCT,bias=5.000000,eps=0.500000,31,-56.585,15.7075
taxi,UCT,bias=5.000000,eps=0.500000,32,-54.52,14.7491
taxi,UCT,bias=5.000000,eps=0.500000,33,-57.195,15.4223
taxi,UCT,bias=5.000000,eps=0.500000,34,-58.11,16.8227
taxi,UCT,bias=5.000000,eps=0.500000,35,-54.26,18.5965
taxi,UCT,bias=5.000000,eps=0.500000,36,-52.61,15.3039
taxi,UCT,bias=5.000000,eps=0.500000,37,-56.695,15.9598
taxi,UCT,bias=5.000000,eps=0.500000,38,-54.095,14.7773
taxi,UCT,bias=5.000000,eps=0.500000,39,-56,14.743
taxi,UCT,bias=5.000000,eps=0.500000,40,-54.83,14.4167
taxi,UCT,bias=5.000000,eps=0.500000,41,-54.53,16.3178
taxi,UCT,bias=5.000000,eps=0.500000,42,-59.105,15.0057
taxi,UCT,bias=5.000000,eps=0.500000,43,-56.69,15.9957
taxi,UCT,bias=5.000000,eps=0.500000,44,-54.915,14.3291
taxi,UCT,bias=5.000000,eps=0.500000,45,-53.24,15.9579
taxi,UCT,bias=5.000000,eps=0.500000,46,-28.72,38.9586
