env,algorithm,run,trial,mc_mean,mc_stddev
stree,UCT,9,1200,1.64654,1.83329
stree,UCT,9,1300,1.71872,1.77389
stree,UCT,9,1400,1.70097,1.80238
stree,UCT,9,1500,1.6755,1.71615
stree,UCT,9,1600,1.69515,1.76421
stree,UCT,9,1700,1.665,1.73295
stree,UCT,9,1800,1.71206,1.64235
stree,UCT,9,1900,1.73825,1.64872
stree,UCT,9,2000,1.76592,1.601
stree,UCT,10,10,0.106108,1.1266
stree,UCT,10,100,0.945179,1.76434
stree,UCT,10,200,1.65517,1.82258
stree,UCT,10,300,1.71635,1.82523
stree,UCT,10,400,1.68805,1.92597
stree,UCT,10,500,1.65959,1.80649
stree,UCT,10,600,1.67078,1.7988
stree,UCT,10,700,1.64367,1.75524
stree,UCT,10,800,1.72331,1.77971
stree,UCT,10,900,4.77826,7.70264
stree,UCT,10,1000,4.88674,7.78983
stree,UCT,10,1100,4.6085,7.60915
stree,UCT,10,1200,4.70449,7.67473
stree,UCT,10,1300,4.83668,7.69853
stree,UCT,10,1400,4.78887,7.63842
stree,UCT,10,1500,4.78628,7.76633
stree,UCT,10,1600,4.75002,7.42081
stree,UCT,10,1700,4.91627,7.64272
stree,UCT,10,1800,5.03526,7.76461
stree,UCT,10,1900,4.51506,7.30348
stree,UCT,10,2000,4.55066,7.33955
stree,UCT,11,10,1.6898,5.11308
stree,UCT,11,100,4.81436,7.68914
stree,UCT,11,200,-0.00321673,1.09035
stree,UCT,11,300,0.39332,2.67227
stree,UCT,11,400,0.550421,2.96804
stree,UCT,11,500,0.44866,2.354
stree,UCT,11,600,1.91625,2.6344
stree,UCT,11,700,5.11195,7.49202
stree,UCT,11,800,4.61775,7.60145
stree,UCT,11,900,4.9088,7.64809
stree,UCT,11,1000,4.91524,7.66591
stree,UCT,11,1100,4.78201,7.52066
stree,UCT,11,1200,5.10154,7.96988
stree,UCT,11,1300,5.13581,7.79743
stree,UCT,11,1400,4.96637,8.02266
stree,UCT,11,1500,5.04019,7.72255
stree,UCT,11,1600,4.62986,7.66526
stree,UCT,11,1700,5.12542,7.8786
stree,UCT,11,1800,4.77846,7.3328
stree,UCT,11,1900,5.0948,7.46282
stree,UCT,11,2000,4.9995,7.85209
stree,UCT,12,10,0.0734108,1.0214
stree,UCT,12,100,0.867005,1.62261
stree,UCT,12,200,1.62788,1.81021
stree,UCT,12,300,1.72176,1.6271
stree,UCT,12,400,1.72052,1.61859
stree,UCT,12,500,1.72276,1.63891
stree,UCT,12,600,1.77104,1.58046
stree,UCT,12,700,1.75559,1.58985
stree,UCT,12,800,1.78205,1.60313
stree,UCT,12,900,1.69701,1.63529
stree,UCT,12,1000,1.73285,1.60391
stree,UCT,12,1100,1.70738,1.6478
stree,UCT,12,1200,1.77179,1.62283
stree,UCT,12,1300,1.83098,1.59867
stree,UCT,12,1400,1.69569,1.64779
stree,UCT,12,1500,1.74268,1.61786
stree,UCT,12,1600,1.8269,1.61513
stree,UCT,12,1700,1.90195,1.53371
stree,UCT,12,1800,1.79759,1.61196
stree,UCT,12,1900,1.75108,1.79165
stree,UCT,12,2000,1.93695,1.74437
stree,UCT,13,10,0.0151261,1.04206
stree,UCT,13,100,4.36091,7.4318
stree,UCT,13,200,4.5865,7.43408
stree,UCT,13,300,4.87744,7.63973
stree,UCT,13,400,1.68925,1.64881
stree,UCT,13,500,4.48153,7.51747
stree,UCT,13,600,4.74416,7.50348
stree,UCT,13,700,4.44554,7.40576
stree,UCT,13,800,5.08632,7.64191
stree,UCT,13,900,4.61643,7.74126
stree,UCT,13,1000,4.84276,7.58172
stree,UCT,13,1100,4.81699,7.41849
stree,UCT,13,1200,4.8574,7.5728
stree,UCT,13,1300,4.6594,7.10942
stree,UCT,13,1400,4.75017,7.40378
stree,UCT,13,1500,4.90095,7.78109
stree,UCT,13,1600,4.98238,7.70322
stree,UCT,13,1700,4.46953,7.42699
stree,UCT,13,1800,4.84519,7.7791
stree,UCT,13,1900,4.75122,7.71304
stree,UCT,13,2000,4.81198,7.83633
stree,UCT,14,10,1.65322,1.83422
stree,UCT,14,100,0.655411,1.59056
stree,UCT,14,200,1.697,1.80544
stree,UCT,14,300,1.64275,1.80089
stree,UCT,14,400,1.64453,1.77707
stree,UCT,14,500,1.67895,1.83695
stree,UCT,14,600,1.62254,1.94743
stree,UCT,14,700,1.70165,1.79928
stree,UCT,14,800,1.65514,1.82231
stree,UCT,14,900,4.8916,7.4867
stree,UCT,14,1000,4.54909,7.47174
stree,UCT,14,1100,5.05151,7.74178
stree,UCT,14,1200,4.43726,7.75203
stree,UCT,14,1300,4.95642,7.56737
stree,UCT,14,1400,4.81677,7.64385
stree,UCT,14,1500,5.23584,7.79418
stree,UCT,14,1600,4.55796,7.30865
stree,UCT,14,1700,5.22634,7.76561
stree,UCT,14,1800,4.64286,7.39367
stree,UCT,14,1900,4.86267,7.33215
stree,UCT,14,2000,4.98104,7.59479
stree,UCT,15,10,0.0236597,1.04458
stree,UCT,15,100,1.72096,5.29557
stree,UCT,15,200,1.99374,6.28104
stree,UCT,15,300,0.574226,3.64322
stree,UCT,15,400,1.68643,1.63022
stree,UCT,15,500,1.7258,1.64535
stree,UCT,15,600,4.58177,7.61415
stree,UCT,15,700,4.93206,7.8885
stree,UCT,15,800,4.63644,7.54667
stree,UCT,15,900,4.74777,7.54734
stree,UCT,15,1000,4.80719,7.63642
stree,UCT,15,1100,4.42687,7.68745
stree,UCT,15,1200,4.83954,7.61298
stree,UCT,15,1300,4.68151,7.37436
stree,UCT,15,1400,4.55084,7.78393
stree,UCT,15,1500,4.37241,7.50352
stree,UCT,15,1600,4.72933,7.37333
stree,UCT,15,1700,4.57755,7.3472
stree,UCT,15,1800,4.46153,7.34043
stree,UCT,15,1900,4.43026,7.59718
stree,UCT,15,2000,4.63917,7.42682
stree,UCT,16,10,0.0331764,1.0081
stree,UCT,16,100,0.0629883,1.06511
stree,UCT,16,200,1.62229,1.81324
stree,UCT,16,300,1.67243,1.81225
stree,UCT,16,400,4.61754,7.59931
stree,UCT,16,500,4.79894,7.77667
stree,UCT,16,600,0.386564,2.81446
stree,UCT,16,700,0.385355,2.89931
stree,UCT,16,800,0.231002,2.54245
stree,UCT,16,900,0.336695,2.86529
stree,UCT,16,1000,0.523374,2.84524
stree,UCT,16,1100,1.57245,1.80803
stree,UCT,16,1200,1.72591,1.81534
stree,UCT,16,1300,1.61942,1.76286
stree,UCT,16,1400,1.6379,1.77552
stree,UCT,16,1500,1.64841,1.83578
stree,UCT,16,1600,1.6832,1.80974
stree,UCT,16,1700,1.65976,1.81016
stree,UCT,16,1800,1.7045,1.80323
stree,UCT,16,1900,1.72169,1.8195
stree,UCT,16,2000,1.69053,1.80071
stree,UCT,17,10,0.910176,1.65925
stree,UCT,17,100,1.01909,1.61281
stree,UCT,17,200,0.847359,1.61941
stree,UCT,17,300,1.74915,1.60924
stree,UCT,17,400,1.62461,1.64913
stree,UCT,17,500,1.60403,1.64894
stree,UCT,17,600,1.66994,1.64755
stree,UCT,17,700,1.67074,1.62872
stree,UCT,17,800,1.64906,1.6086
stree,UCT,17,900,1.67133,1.60379
stree,UCT,17,1000,1.71708,1.74505
stree,UCT,17,1100,1.72602,1.84117
stree,UCT,17,1200,1.75981,1.74297
stree,UCT,17,1300,1.73031,1.80385
stree,UCT,17,1400,1.67936,1.7939
stree,UCT,17,1500,1.80475,2.12975
stree,UCT,17,1600,1.59574,1.75748
stree,UCT,17,1700,1.63096,1.65122
stree,UCT,17,1800,1.66568,1.64963
stree,UCT,17,1900,1.60898,1.65072
stree,UCT,17,2000,1.75126,1.77343
stree,UCT,18,10,-0.00196144,1.2165
stree,UCT,18,100,1.7742,1.57896
stree,UCT,18,200,0.458068,1.5
stree,UCT,18,300,1.65566,1.79776
stree,UCT,18,400,1.73406,1.80267
stree,UCT,18,500,1.67697,1.8036
stree,UCT,18,600,1.70509,1.79577
stree,UCT,18,700,1.76675,1.85657
stree,UCT,18,800,1.69715,1.82064
stree,UCT,18,900,1.69226,1.83668
stree,UCT,18,1000,1.71663,1.82199
stree,UCT,18,1100,1.68354,1.84044
stree,UCT,18,1200,1.72965,1.78501
stree,UCT,18,1300,1.72817,1.78027
stree,UCT,18,1400,1.74285,1.6011
stree,UCT,18,1500,1.80041,1.57853
stree,UCT,18,1600,1.81835,1.78379
stree,UCT,18,1700,1.67126,1.74045
stree,UCT,18,1800,1.77122,1.82431
stree,UCT,18,1900,1.7322,1.78415
stree,UCT,18,2000,1.69719,1.79246
stree,UCT,19,10,0.0491625,1.12034
stree,UCT,19,100,0.202621,1.24431
stree,UCT,19,200,0.102811,1.08511
stree,UCT,19,300,1.72813,1.69166
stree,UCT,19,400,1.65769,1.67121
stree,UCT,19,500,1.70375,1.6374
stree,UCT,19,600,1.79233,1.57524
stree,UCT,19,700,1.67929,1.62359
stree,UCT,19,800,1.72503,1.62799
stree,UCT,19,900,1.75152,1.63242
stree,UCT,19,1000,1.74924,1.62151
stree,UCT,19,1100,1.65892,1.80883
stree,UCT,19,1200,1.76191,2.10211
stree,UCT,19,1300,1.66231,1.72404
stree,UCT,19,1400,1.6478,1.81233
stree,UCT,19,1500,1.61609,1.82196
stree,UCT,19,1600,1.71761,2.15183
stree,UCT,19,1700,1.75368,1.94027
stree,UCT,19,1800,1.69568,1.8714
stree,UCT,19,1900,1.52175,2.08168
stree,UCT,19,2000,1.75337,1.77217
stree,UCT,20,10,0.00714727,1.01379
stree,UCT,20,100,0.742817,1.72546
stree,UCT,20,200,0.837164,1.75924
stree,UCT,20,300,0.928821,1.73315
stree,UCT,20,400,1.61792,1.79568
stree,UCT,20,500,1.72234,1.79607
stree,UCT,20,600,1.74064,1.89054
stree,UCT,20,700,1.71036,1.77217
stree,UCT,20,800,1.6535,1.80986
stree,UCT,20,900,1.72607,1.77332
stree,UCT,20,1000,1.74991,1.8497
stree,UCT,20,1100,1.70631,1.86906
stree,UCT,20,1200,1.71605,1.77745
stree,UCT,20,1300,1.70884,1.82492
stree,UCT,20,1400,1.74224,1.79679
stree,UCT,20,1500,1.66067,1.72864
stree,UCT,20,1600,1.73198,1.74764
stree,UCT,20,1700,1.81539,1.84736
stree,UCT,20,1800,1.70818,1.82161
stree,UCT,20,1900,2.12575,2.914
stree,UCT,20,2000,2.06116,2.76791
stree,UCT,21,10,0.0895581,1.40889
stree,UCT,21,100,0.715453,1.55832
stree,UCT,21,200,4.75762,7.73863
stree,UCT,21,300,4.83427,7.4811
stree,UCT,21,400,4.81038,7.80614
stree,UCT,21,500,4.45091,7.25931
stree,UCT,21,600,4.99979,7.44429
stree,UCT,21,700,4.8906,7.73786
stree,UCT,21,800,0.00270415,1.07683
stree,UCT,21,900,0.0535161,1.3406
stree,UCT,21,1000,0.0154573,1.02063
stree,UCT,21,1100,0.975374,1.61643
stree,UCT,21,1200,1.78609,1.66241
stree,UCT,21,1300,1.7927,1.59434
stree,UCT,21,1400,1.69724,1.81156
stree,UCT,21,1500,1.62581,1.81493
stree,UCT,21,1600,1.69319,1.80094
stree,UCT,21,1700,1.71123,1.85347
stree,UCT,21,1800,1.75359,1.746
stree,UCT,21,1900,1.69373,1.8251
stree,UCT,21,2000,1.68254,1.77687
stree,UCT,22,10,-0.0384928,1.16526
stree,UCT,22,100,0.0567639,1.42693
stree,UCT,22,200,1.70821,1.94627
stree,UCT,22,300,1.68867,1.80945
stree,UCT,22,400,1.63744,1.78356
stree,UCT,22,500,4.66376,7.50404
stree,UCT,22,600,4.76126,7.64946
stree,UCT,22,700,4.72197,7.79154
stree,UCT,22,800,4.92801,7.57586
stree,UCT,22,900,4.86255,7.838
stree,UCT,22,1000,4.7332,7.48939
stree,UCT,22,1100,4.52253,7.53399
stree,UCT,22,1200,4.94084,7.50369
stree,UCT,22,1300,4.60801,7.40155
stree,UCT,22,1400,4.58316,7.29334
stree,UCT,22,1500,4.57507,7.80562
stree,UCT,22,1600,4.85156,7.5739
stree,UCT,22,1700,4.54145,7.49221
stree,UCT,22,1800,4.39159,7.41774
stree,UCT,22,1900,4.7864,7.41449
stree,UCT,22,2000,4.83322,7.74605
stree,UCT,23,10,-0.0295889,1.05393
stree,UCT,23,100,0.963957,1.63647
stree,UCT,23,200,1.64197,1.92981
stree,UCT,23,300,1.69243,1.85044
stree,UCT,23,400,1.6277,1.7803
stree,UCT,23,500,1.66665,1.88001
stree,UCT,23,600,1.61656,1.75452
stree,UCT,23,700,1.74193,1.77472
stree,UCT,23,800,1.66631,1.80656
stree,UCT,23,900,1.64075,1.75536
stree,UCT,23,1000,1.66387,1.79403
stree,UCT,23,1100,1.66383,1.84128
stree,UCT,23,1200,1.70348,1.80414
stree,UCT,23,1300,1.73073,1.80391
stree,UCT,23,1400,1.6768,1.84186
stree,UCT,23,1500,1.63295,1.77505
stree,UCT,23,1600,1.65214,1.79302
stree,UCT,23,1700,1.74552,1.7579
stree,UCT,23,1800,1.68049,1.80467
stree,UCT,23,1900,1.65085,1.82326
stree,UCT,23,2000,1.79555,1.76281
stree,UCT,24,10,0.103019,1.19246
stree,UCT,24,100,-0.0490447,1.16974
stree,UCT,24,200,-0.0140191,1.1771
stree,UCT,24,300,4.77805,7.69589
stree,UCT,24,400,4.8217,7.54658
stree,UCT,24,500,5.08424,7.96591
stree,UCT,24,600,4.8176,8.06341
stree,UCT,24,700,4.60085,7.41309
stree,UCT,24,800,5.12315,7.77753
stree,UCT,24,900,4.74637,7.65735
stree,UCT,24,1000,4.93825,7.85687
stree,UCT,24,1100,4.58495,7.56134
stree,UCT,24,1200,5.20119,8.16501
stree,UCT,24,1300,4.85214,7.45183
stree,UCT,24,1400,4.83764,7.40407
stree,UCT,24,1500,4.9174,7.29908
stree,UCT,24,1600,5.24961,7.56387
stree,UCT,24,1700,5.05882,7.68139
stree,UCT,24,1800,4.91136,7.40493
stree,UCT,24,1900,4.92957,7.49153
stree,UCT,24,2000,5.40969,7.71101
stree,UCT,25,10,0.0439096,1.25071
stree,UCT,25,100,0.0047981,1.12713
stree,UCT,25,200,-0.0290474,1.04622
stree,UCT,25,300,-0.0215745,1.00289
stree,UCT,25,400,1.91936,2.63382
stree,UCT,25,500,1.82432,2.18484
stree,UCT,25,600,0.881277,1.71031
stree,UCT,25,700,1.79583,1.60273
stree,UCT,25,800,4.44698,7.70157
stree,UCT,25,900,4.54518,7.65035
stree,UCT,25,1000,4.52683,7.37497
stree,UCT,25,1100,4.4969,7.46356
stree,UCT,25,1200,4.35945,7.33685
stree,UCT,25,1300,4.73689,7.40962
stree,UCT,25,1400,4.87201,7.64373
stree,UCT,25,1500,4.90507,7.59922
stree,UCT,25,1600,4.60229,7.50784
stree,UCT,25,1700,4.7772,7.41404
stree,UCT,25,1800,4.65482,7.53921
stree,UCT,25,1900,4.52325,7.59409
stree,UCT,25,2000,4.50612,7.27498
stree,UCT,26,10,0.0767477,1.03435
stree,UCT,26,100,1.25739,4.82168
stree,UCT,26,200,0.223206,2.22564
stree,UCT,26,300,1.68888,1.63161
stree,UCT,26,400,4.54484,7.45678
stree,UCT,26,500,4.78985,7.55057
stree,UCT,26,600,4.99571,7.41812
stree,UCT,26,700,4.97939,7.76573
stree,UCT,26,800,5.08612,7.84459
stree,UCT,26,900,4.73031,7.52856
stree,UCT,26,1000,4.79701,7.46445
stree,UCT,26,1100,4.87087,7.72813
stree,UCT,26,1200,4.57521,7.64012
stree,UCT,26,1300,4.41792,7.72791
stree,UCT,26,1400,4.62565,7.44064
stree,UCT,26,1500,4.7718,7.56395
stree,UCT,26,1600,4.75393,7.54496
stree,UCT,26,1700,4.8652,7.71364
stree,UCT,26,1800,4.93412,7.43753
stree,UCT,26,1900,4.98971,7.47933
stree,UCT,26,2000,4.33846,7.10943
stree,UCT,27,10,0.00246754,1.02456
stree,UCT,27,100,0.294288,2.49333
stree,UCT,27,200,0.144373,1.45251
stree,UCT,27,300,1.8018,1.58919
stree,UCT,27,400,1.80194,1.58919
stree,UCT,27,500,1.79589,1.61157
stree,UCT,27,600,1.77903,1.62483
stree,UCT,27,700,1.76038,1.64183
stree,UCT,27,800,5.10466,7.96497
stree,UCT,27,900,4.96583,7.8624
stree,UCT,27,1000,4.86138,7.87429
stree,UCT,27,1100,4.96629,7.86352
stree,UCT,27,1200,5.05049,7.87384
stree,UCT,27,1300,4.94094,7.68877
stree,UCT,27,1400,5.23757,7.73329
stree,UCT,27,1500,4.89475,7.62707
stree,UCT,27,1600,4.97593,7.45627
stree,UCT,27,1700,5.08152,7.68439
stree,UCT,27,1800,4.98746,7.36224
stree,UCT,27,1900,4.93709,7.32494
stree,UCT,27,2000,4.83924,7.27921
stree,UCT,28,10,0.0554196,1.1384
stree,UCT,28,100,0.0232842,1.05343
stree,UCT,28,200,1.57076,1.68437
stree,UCT,28,300,-1.40703e-05,1.25158
stree,UCT,28,400,-0.0582044,1.04552
stree,UCT,28,500,4.7304,7.54065
stree,UCT,28,600,4.43403,7.40953
stree,UCT,28,700,4.96023,7.55492
stree,UCT,28,800,4.41722,7.40949
stree,UCT,28,900,5.09927,7.77439
stree,UCT,28,1000,4.78328,7.52297
stree,UCT,28,1100,5.00113,7.41799
stree,UCT,28,1200,4.80112,7.51439
stree,UCT,28,1300,4.67693,7.69896
stree,UCT,28,1400,5.06631,7.81246
stree,UCT,28,1500,5.06512,7.72265
stree,UCT,28,1600,4.63886,7.55978
stree,UCT,28,1700,4.70909,7.32233
stree,UCT,28,1800,5.08711,7.38724
stree,UCT,28,1900,4.9824,7.48548
stree,UCT,28,2000,4.67539,7.46924
stree,UCT,29,10,-0.00428551,1.39471
stree,UCT,29,100,-0.0883624,2.52329
stree,UCT,29,200,-0.736004,2.92633
stree,UCT,29,300,4.80469,7.55677
stree,UCT,29,400,4.84542,7.74296
stree,UCT,29,500,5.13915,7.78854
stree,UCT,29,600,4.60143,7.83551
stree,UCT,29,700,4.65678,7.52899
stree,UCT,29,800,4.75669,7.63785
stree,UCT,29,900,4.9706,7.51791
stree,UCT,29,1000,4.92209,7.71217
stree,UCT,29,1100,4.90889,7.54583
stree,UCT,29,1200,4.47559,7.34195
stree,UCT,29,1300,4.76265,7.44634
stree,UCT,29,1400,4.84854,7.48466
stree,UCT,29,1500,4.70642,7.63907
stree,UCT,29,1600,4.68502,7.46265
stree,UCT,29,1700,5.28215,7.69876
stree,UCT,29,1800,4.83859,7.48449
stree,UCT,29,1900,4.99693,7.62393
stree,UCT,29,2000,5.00488,7.39932
stree,UCT,30,10,0.00399767,1.00934
stree,UCT,30,100,1.65446,1.66629
stree,UCT,30,200,1.82482,1.97006
stree,UCT,30,300,1.72448,1.7061
stree,UCT,30,400,1.70036,1.73674
stree,UCT,30,500,1.7254,1.8264
stree,UCT,30,600,1.76361,1.76308
stree,UCT,30,700,1.75654,1.77185
stree,UCT,30,800,1.60626,1.83941
stree,UCT,30,900,1.73382,1.79104
stree,UCT,30,1000,1.6836,1.77537
stree,UCT,30,1100,1.68696,1.8194
stree,UCT,30,1200,1.6836,1.75507
stree,UCT,30,1300,1.7392,1.79727
stree,UCT,30,1400,1.76036,1.78459
