env,algorithm,config,run,mc_mean,mc_stddev
stree,UCT,bias=auto,eps=0.500000,7,4.89832,7.54244
stree,UCT,bias=auto,eps=0.500000,8,4.59246,7.94215
stree,UCT,bias=auto,eps=0.500000,9,2.13546,2.99769
stree,UCT,bias=auto,eps=0.500000,10,1.81745,1.79321
stree,UCT,bias=auto,eps=0.500000,11,1.81507,1.56922
stree,UCT,bias=auto,eps=0.500000,12,5.06493,8.02287
stree,UCT,bias=auto,eps=0.500000,13,4.90705,7.4125
stree,UCT,bias=auto,eps=0.500000,14,1.86826,1.78407
stree,UCT,bias=auto,eps=0.500000,15,2.04037,2.46705
stree,UCT,bias=auto,eps=0.500000,16,1.83588,1.81268
stree,UCT,bias=auto,eps=0.500000,17,1.88047,1.57054
stree,UCT,bias=auto,eps=0.500000,18,1.63455,1.63108
stree,UCT,bias=auto,eps=0.500000,19,1.79478,1.75945
stree,UCT,bias=auto,eps=0.500000,20,1.93435,1.73592
stree,UCT,bias=auto,eps=0.500000,21,1.75513,1.83172
stree,UCT,bias=auto,eps=0.500000,22,1.7205,1.82068
stree,UCT,bias=auto,eps=0.500000,23,1.6511,1.68519
stree,UCT,bias=auto,eps=0.500000,24,1.78696,1.78524
stree,UCT,bias=auto,eps=0.500000,25,1.73524,1.71715
stree,UCT,bias=auto,eps=0.500000,26,2.09018,2.71802
stree,UCT,bias=auto,eps=0.500000,27,1.62601,1.68675
stree,UCT,bias=auto,eps=0.500000,28,1.80767,1.7902
stree,UCT,bias=auto,eps=0.500000,29,4.92821,7.37581
stree,UCT,bias=auto,eps=0.500000,30,1.73761,1.739
stree,UCT,bias=auto,eps=0.500000,31,1.81634,1.60469
stree,UCT,bias=auto,eps=0.500000,32,4.61348,7.57287
stree,UCT,bias=auto,eps=0.500000,33,1.76233,1.59362
stree,UCT,bias=auto,eps=0.500000,34,1.79698,1.76382
stree,UCT,bias=auto,eps=0.500000,35,1.72259,1.85725
stree,UCT,bias=auto,eps=0.500000,36,1.73019,1.74106
stree,UCT,bias=auto,eps=0.500000,37,5.40584,7.66228
stree,UCT,bias=auto,eps=0.500000,38,5.10678,7.83254
stree,UCT,bias=auto,eps=0.500000,39,5.62521,7.89815
stree,UCT,bias=auto,eps=0.500000,40,1.87446,1.59294
stree,UCT,bias=auto,eps=0.500000,41,1.78241,1.79188
stree,UCT,bias=auto,eps=0.500000,42,1.70211,1.81824
stree,UCT,bias=auto,eps=0.500000,43,1.81565,1.61754
stree,UCT,bias=auto,eps=0.500000,44,4.86034,8.0825
stree,UCT,bias=auto,eps=0.500000,45,1.54724,1.76702
stree,UCT,bias=auto,eps=0.500000,46,4.99766,7.66394
stree,UCT,bias=auto,eps=0.500000,47,1.73256,1.59769
stree,UCT,bias=auto,eps=0.500000,48,1.85325,1.79444
stree,UCT,bias=auto,eps=0.500000,49,1.81216,1.6495
stree,UCT,bias=auto,eps=1.000000,0,0.0382307,1.24295
stree,UCT,bias=auto,eps=1.000000,1,-0.00149203,1.01345
stree,UCT,bias=auto,eps=1.000000,2,0.00598477,1.10582
stree,UCT,bias=auto,eps=1.000000,3,-0.0335825,1.00377
stree,UCT,bias=auto,eps=1.000000,4,0.0523925,1.10266
stree,UCT,bias=auto,eps=1.000000,5,0.141517,1.22119
stree,UCT,bias=auto,eps=1.000000,6,0.0224725,1.00816
stree,UCT,bias=auto,eps=1.000000,7,-0.00648206,1.03532
stree,UCT,bias=auto,eps=1.000000,8,-0.000910967,1.02438
stree,UCT,bias=auto,eps=1.000000,9,-0.0187365,0.98079
stree,UCT,bias=auto,eps=1.000000,10,0.076612,1.806
stree,UCT,bias=auto,eps=1.000000,11,0.0893428,1.15314
stree,UCT,bias=auto,eps=1.000000,12,0.033962,1.04815
stree,UCT,bias=auto,eps=1.000000,13,0.0476665,1.10464
stree,UCT,bias=auto,eps=1.000000,14,-0.00516123,1.00465
stree,UCT,bias=auto,eps=1.000000,15,0.0263101,1.00166
stree,UCT,bias=auto,eps=1.000000,16,0.324255,2.64109
stree,UCT,bias=auto,eps=1.000000,17,0.0183363,1.39557
stree,UCT,bias=auto,eps=1.000000,18,0.0178462,0.979683
stree,UCT,bias=auto,eps=1.000000,19,-0.0269228,1.01373
stree,UCT,bias=auto,eps=1.000000,20,0.029585,1.10439
stree,UCT,bias=auto,eps=1.000000,21,0.159803,2.0803
stree,UCT,bias=auto,eps=1.000000,22,-0.0594135,1.3061
stree,UCT,bias=auto,eps=1.000000,23,-0.00395953,1.03414
stree,UCT,bias=auto,eps=1.000000,24,-0.00814776,1.01584
stree,UCT,bias=auto,eps=1.000000,25,0.363123,2.35466
stree,UCT,bias=auto,eps=1.000000,26,0.137112,1.22796
stree,UCT,bias=auto,eps=1.000000,27,0.0366465,1.50823
stree,UCT,bias=auto,eps=1.000000,28,-0.037345,0.982558
stree,UCT,bias=auto,eps=1.000000,29,0.0270972,0.997527
stree,UCT,bias=auto,eps=1.000000,30,-0.00160881,1.00075
stree,UCT,bias=auto,eps=1.000000,31,-0.000554056,1.05715
stree,UCT,bias=auto,eps=1.000000,32,0.0359926,1.0328
stree,UCT,bias=auto,eps=1.000000,33,0.0438621,1.1678
stree,UCT,bias=auto,eps=1.000000,34,-0.0113594,1.02074
stree,UCT,bias=auto,eps=1.000000,35,0.0339753,1.34518
stree,UCT,bias=auto,eps=1.000000,36,0.0283803,0.99429
stree,UCT,bias=auto,eps=1.000000,37,0.144523,1.1682
stree,UCT,bias=auto,eps=1.000000,38,0.0104274,1.07033
stree,UCT,bias=auto,eps=1.000000,39,0.020675,1.02878
stree,UCT,bias=auto,eps=1.000000,40,0.0636437,1.02837
stree,UCT,bias=auto,eps=1.000000,41,0.00832934,1.24252
stree,UCT,bias=auto,eps=1.000000,42,0.0255235,1.03551
stree,UCT,bias=auto,eps=1.000000,43,-0.0303766,1.01282
stree,UCT,bias=auto,eps=1.000000,44,0.0127202,1.04462
stree,UCT,bias=auto,eps=1.000000,45,-0.047445,1.22685
stree,UCT,bias=auto,eps=1.000000,46,0.0218758,0.995733
stree,UCT,bias=auto,eps=1.000000,47,0.00167868,1.1608
stree,UCT,bias=auto,eps=1.000000,48,-0.0343664,1.0126
stree,UCT,bias=auto,eps=1.000000,49,0.0603576,1.29536
stree,UCT,bias=2.000000,eps=0.100000,0,1.86245,1.7396
stree,UCT,bias=2.000000,eps=0.100000,1,1.82293,1.62375
stree,UCT,bias=2.000000,eps=0.100000,2,1.83409,1.69708
stree,UCT,bias=2.000000,eps=0.100000,3,1.81995,1.77859
stree,UCT,bias=2.000000,eps=0.100000,4,2.12894,2.54294
stree,UCT,bias=2.000000,eps=0.100000,5,1.86693,1.61574
stree,UCT,bias=2.000000,eps=0.100000,6,1.71769,1.77946
stree,UCT,bias=2.000000,eps=0.100000,7,1.77364,1.62756
stree,UCT,bias=2.000000,eps=0.100000,8,1.84914,1.76472
stree,UCT,bias=2.000000,eps=0.100000,9,1.84304,1.6845
stree,UCT,bias=2.000000,eps=0.100000,10,1.78645,1.65868
stree,UCT,bias=2.000000,eps=0.100000,11,1.85687,1.76812
stree,UCT,bias=2.000000,eps=0.100000,12,2.22586,3.01201
stree,UCT,bias=2.000000,eps=0.100000,13,4.39425,7.31521
stree,UCT,bias=2.000000,eps=0.100000,14,1.7941,1.82131
stree,UCT,bias=2.000000,eps=0.100000,15,2.27521,2.95392
stree,UCT,bias=2.000000,eps=0.100000,16,1.83255,1.59181
stree,UCT,bias=2.000000,eps=0.100000,17,2.23489,2.68783
stree,UCT,bias=2.000000,eps=0.100000,18,1.81434,1.7575
stree,UCT,bias=2.000000,eps=0.100000,19,1.80821,1.63398
stree,UCT,bias=2.000000,eps=0.100000,20,1.9187,1.80591
stree,UCT,bias=2.000000,eps=0.100000,21,1.89262,1.77296
stree,UCT,bias=2.000000,eps=0.100000,22,1.86253,1.74806
stree,UCT,bias=2.000000,eps=0.100000,23,1.78169,1.55598
stree,UCT,bias=2.000000,eps=0.100000,24,1.90467,1.86128
stree,UCT,bias=2.000000,eps=0.100000,25,2.19461,2.71797
stree,UCT,bias=2.000000,eps=0.100000,26,2.07624,2.65721
stree,UCT,bias=2.000000,eps=0.100000,27,1.84486,1.58694
stree,UCT,bias=2.000000,eps=0.100000,28,1.84303,1.60615
stree,UCT,bias=2.000000,eps=0.100000,29,1.78917,1.65324
stree,UCT,bias=2.000000,eps=0.100000,30,1.79413,1.73309
stree,UCT,bias=2.000000,eps=0.100000,31,1.91981,1.55861
stree,UCT,bias=2.000000,eps=0.100000,32,5.0877,7.60538
stree,UCT,bias=2.000000,eps=0.100000,33,2.20986,3.04687
stree,UCT,bias=2.000000,eps=0.100000,34,1.76659,1.79152
stree,UCT,bias=2.000000,eps=0.100000,35,1.90182,2.18544
stree,UCT,bias=2.000000,eps=0.100000,36,1.83502,1.61728
stree,UCT,bias=2.000000,eps=0.100000,37,1.72618,1.82843
stree,UCT,bias=2.000000,eps=0.100000,38,4.94302,7.64401
stree,UCT,bias=2.000000,eps=0.100000,39,2.27517,2.92974
stree,UCT,bias=2.000000,eps=0.100000,40,1.85343,1.60134
stree,UCT,bias=2.000000,eps=0.100000,41,1.72796,1.76532
stree,UCT,bias=2.000000,eps=0.100000,42,1.75502,1.66262
stree,UCT,bias=2.000000,eps=0.100000,43,1.77701,1.66597
stree,UCT,bias=2.000000,eps=0.100000,44,1.7478,1.61017
stree,UCT,bias=2.000000,eps=0.100000,45,1.77709,1.60517
stree,UCT,bias=2.000000,eps=0.100000,46,2.07412,2.64219
stree,UCT,bias=2.000000,eps=0.100000,47,1.83516,1.7276
stree,UCT,bias=2.000000,eps=0.100000,48,1.80738,1.77333
stree,UCT,bias=2.000000,eps=0.100000,49,1.92552,1.71537
stree,UCT,bias=2.000000,eps=0.500000,0,1.70215,1.6638
stree,UCT,bias=2.000000,eps=0.500000,1,1.83515,1.74757
stree,UCT,bias=2.000000,eps=0.500000,2,1.97504,2.57062
stree,UCT,bias=2.000000,eps=0.500000,3,1.72497,1.57715
stree,UCT,bias=2.000000,eps=0.500000,4,2.23312,2.89692
stree,UCT,bias=2.000000,eps=0.500000,5,1.85571,1.64374
stree,UCT,bias=2.000000,eps=0.500000,6,4.8147,7.74922
stree,UCT,bias=2.000000,eps=0.500000,7,2.03385,2.52912
stree,UCT,bias=2.000000,eps=0.500000,8,1.80485,1.74525
stree,UCT,bias=2.000000,eps=0.500000,9,4.76225,7.43147
stree,UCT,bias=2.000000,eps=0.500000,10,1.68931,2.10208
stree,UCT,bias=2.000000,eps=0.500000,11,1.76779,1.62723
stree,UCT,bias=2.000000,eps=0.500000,12,1.68182,1.62434
stree,UCT,bias=2.000000,eps=0.500000,13,4.94132,7.36778
stree,UCT,bias=2.000000,eps=0.500000,14,5.0585,7.45274
stree,UCT,bias=2.000000,eps=0.500000,15,1.84776,2.11217
stree,UCT,bias=2.000000,eps=0.500000,16,1.78079,1.78158
stree,UCT,bias=2.000000,eps=0.500000,17,1.84715,1.59944
stree,UCT,bias=2.000000,eps=0.500000,18,1.80411,1.78928
stree,UCT,bias=2.000000,eps=0.500000,19,4.73049,7.57908
stree,UCT,bias=2.000000,eps=0.500000,20,1.80805,1.77176
stree,UCT,bias=2.000000,eps=0.500000,21,1.81445,2.0627
stree,UCT,bias=2.000000,eps=0.500000,22,1.70803,1.62132
stree,UCT,bias=2.000000,eps=0.500000,23,1.72345,1.6137
stree,UCT,bias=2.000000,eps=0.500000,24,2.09806,2.54025
stree,UCT,bias=2.000000,eps=0.500000,25,1.73441,1.58358
stree,UCT,bias=2.000000,eps=0.500000,26,4.81093,7.27784
stree,UCT,bias=2.000000,eps=0.500000,27,4.95173,7.3434
stree,UCT,bias=2.000000,eps=0.500000,28,1.81087,1.73698
stree,UCT,bias=2.000000,eps=0.500000,29,1.88836,1.79918
stree,UCT,bias=2.000000,eps=0.500000,30,4.72952,7.47212
stree,UCT,bias=2.000000,eps=0.500000,31,1.72348,1.60953
stree,UCT,bias=2.000000,eps=0.500000,32,1.77411,1.78117
stree,UCT,bias=2.000000,eps=0.500000,33,4.8102,7.5432
stree,UCT,bias=2.000000,eps=0.500000,34,1.65356,1.6405
stree,UCT,bias=2.000000,eps=0.500000,35,4.91804,7.6599
stree,UCT,bias=2.000000,eps=0.500000,36,2.24089,2.85941
stree,UCT,bias=2.000000,eps=0.500000,37,4.79222,7.58212
stree,UCT,bias=2.000000,eps=0.500000,38,1.96775,2.24135
stree,UCT,bias=2.000000,eps=0.500000,39,4.87308,7.64575
stree,UCT,bias=2.000000,eps=0.500000,40,1.77235,1.66711
stree,UCT,bias=2.000000,eps=0.500000,41,1.6981,1.60662
stree,UCT,bias=2.000000,eps=0.500000,42,1.7875,1.60128
stree,UCT,bias=2.000000,eps=0.500000,43,1.74444,1.62167
stree,UCT,bias=2.000000,eps=0.500000,44,5.20209,7.68652
stree,UCT,bias=2.000000,eps=0.500000,45,1.80635,1.73063
stree,UCT,bias=2.000000,eps=0.500000,46,2.21931,2.78086
stree,UCT,bias=2.000000,eps=0.500000,47,4.93135,7.57486
stree,UCT,bias=2.000000,eps=0.500000,48,1.84174,1.79002
stree,UCT,bias=2.000000,eps=0.500000,49,5.1149,7.59744
stree,UCT,bias=2.000000,eps=1.000000,0,0.135269,1.1735
stree,UCT,bias=2.000000,eps=1.000000,1,0.00782705,1.05757
stree,UCT,bias=2.000000,eps=1.000000,2,0.00975518,1.00641
stree,UCT,bias=2.000000,eps=1.000000,3,0.0230516,0.98688
stree,UCT,bias=2.000000,eps=1.000000,4,-0.00910127,0.992272
stree,UCT,bias=2.000000,eps=1.000000,5,0.0189586,1.01172
stree,UCT,bias=2.000000,eps=1.000000,6,-0.00742448,1.65036
stree,UCT,bias=2.000000,eps=1.000000,7,0.0938363,1.08551
stree,UCT,bias=2.000000,eps=1.000000,8,0.0658859,1.07182
stree,UCT,bias=2.000000,eps=1.000000,9,0.0222358,1.05731
stree,UCT,bias=2.000000,eps=1.000000,10,0.0572354,1.04562
stree,UCT,bias=2.000000,eps=1.000000,11,-0.0108564,1.01108
stree,UCT,bias=2.000000,eps=1.000000,12,0.0299292,1.01149
stree,UCT,bias=2.000000,eps=1.000000,13,0.0235548,1.06713
stree,UCT,bias=2.000000,eps=1.000000,14,0.0406298,0.988217
stree,UCT,bias=2.000000,eps=1.000000,15,0.00425054,1.03172
stree,UCT,bias=2.000000,eps=1.000000,16,0.119526,1.20372
stree,UCT,bias=2.000000,eps=1.000000,17,-0.045161,1.0201
stree,UCT,bias=2.000000,eps=1.000000,18,-0.0230465,1.03153
stree,UCT,bias=2.000000,eps=1.000000,19,-0.087291,1.06409
stree,UCT,bias=2.000000,eps=1.000000,20,0.0602421,1.04511
stree,UCT,bias=2.000000,eps=1.000000,21,-0.00809015,1.0395
stree,UCT,bias=2.000000,eps=1.000000,22,0.036537,1.01025
stree,UCT,bias=2.000000,eps=1.000000,23,0.192787,1.21013
stree,UCT,bias=2.000000,eps=1.000000,24,0.155957,1.16427
stree,UCT,bias=2.000000,eps=1.000000,25,0.19478,1.64997
stree,UCT,bias=2.000000,eps=1.000000,26,0.0396768,1.03993
stree,UCT,bias=2.000000,eps=1.000000,27,0.0232555,1.17027
stree,UCT,bias=2.000000,eps=1.000000,28,0.00878646,1.04985
stree,UCT,bias=2.000000,eps=1.000000,29,0.0200373,1.00382
stree,UCT,bias=2.000000,eps=1.000000,30,0.0111147,1.02986
stree,UCT,bias=2.000000,eps=1.000000,31,0.0734737,1.05287
stree,UCT,bias=2.000000,eps=1.000000,32,0.174348,2.16726
stree,UCT,bias=2.000000,eps=1.000000,33,-0.0538521,1.1794
stree,UCT,bias=2.000000,eps=1.000000,34,-0.0412916,1.0144
stree,UCT,bias=2.000000,eps=1.000000,35,-0.00571524,1.00047
stree,UCT,bias=2.000000,eps=1.000000,36,0.0600342,1.21231
stree,UCT,bias=2.000000,eps=1.000000,37,0.0397171,1.04091
stree,UCT,bias=2.000000,eps=1.000000,38,0.0249037,1.02354
stree,UCT,bias=2.000000,eps=1.000000,39,0.00168776,1.05725
stree,UCT,bias=2.000000,eps=1.000000,40,0.0522901,1.00385
stree,UCT,bias=2.000000,eps=1.000000,41,0.870351,1.60924
stree,UCT,bias=2.000000,eps=1.000000,42,-0.0108784,1.01761
stree,UCT,bias=2.000000,eps=1.000000,43,0.0341504,1.07233
stree,UCT,bias=2.000000,eps=1.000000,44,0.016648,1.09589
stree,UCT,bias=2.000000,eps=1.000000,45,0.0242773,1.03761
stree,UCT,bias=2.000000,eps=1.000000,46,-0.0257761,1.01861
stree,UCT,bias=2.000000,eps=1.000000,47,0.120405,1.23803
stree,UCT,bias=2.000000,eps=1.000000,48,0.0666445,1.02972
stree,UCT,bias=2.000000,eps=1.000000,49,0.326739,2.50167
stree,UCT,bias=5.000000,eps=0.100000,0,4.94987,7.29533
stree,UCT,bias=5.000000,eps=0.100000,1,4.95331,7.62487
stree,UCT,bias=5.000000,eps=0.100000,2,4.73296,7.25522
stree,UCT,bias=5.000000,eps=0.100000,3,1.81795,1.60638
stree,UCT,bias=5.000000,eps=0.100000,4,1.74853,1.63521
stree,UCT,bias=5.000000,eps=0.100000,5,1.71047,1.76624
stree,UCT,bias=5.000000,eps=0.100000,6,2.20403,2.69562
stree,UCT,bias=5.000000,eps=0.100000,7,2.16929,2.6444
stree,UCT,bias=5.000000,eps=0.100000,8,5.00572,7.57358
stree,UCT,bias=5.000000,eps=0.100000,9,2.12764,2.8668
stree,UCT,bias=5.000000,eps=0.100000,10,1.90178,1.81124
stree,UCT,bias=5.000000,eps=0.100000,11,1.81474,1.71483
stree,UCT,bias=5.000000,eps=0.100000,12,2.04103,2.6217
stree,UCT,bias=5.000000,eps=0.100000,13,2.09673,2.4417
stree,UCT,bias=5.000000,eps=0.100000,14,4.77987,7.46436
stree,UCT,bias=5.000000,eps=0.100000,15,1.72397,1.81193
stree,UCT,bias=5.000000,eps=0.100000,16,1.85727,1.64198
stree,UCT,bias=5.000000,eps=0.100000,17,1.79863,1.68406
stree,UCT,bias=5.000000,eps=0.100000,18,1.80513,1.85335
stree,UCT,bias=5.000000,eps=0.100000,19,5.23123,7.68731
stree,UCT,bias=5.000000,eps=0.100000,20,4.95962,7.52608
stree,UCT,bias=5.000000,eps=0.100000,21,1.65952,1.63628
stree,UCT,bias=5.000000,eps=0.100000,22,4.98692,7.72505
stree,UCT,bias=5.000000,eps=0.100000,23,2.3071,3.0085
stree,UCT,bias=5.000000,eps=0.100000,24,5.18909,7.70775
stree,UCT,bias=5.000000,eps=0.100000,25,1.80863,1.95452
stree,UCT,bias=5.000000,eps=0.100000,26,1.79485,1.6175
stree,UCT,bias=5.000000,eps=0.100000,27,5.02136,7.51567
stree,UCT,bias=5.000000,eps=0.100000,28,1.77243,1.62081
stree,UCT,bias=5.000000,eps=0.100000,29,1.82068,1.61603
stree,UCT,bias=5.000000,eps=0.100000,30,1.77516,1.80566
stree,UCT,bias=5.000000,eps=0.100000,31,2.22335,2.68754
stree,UCT,bias=5.000000,eps=0.100000,32,5.1017,7.58653
stree,UCT,bias=5.000000,eps=0.100000,33,1.75355,1.61645
stree,UCT,bias=5.000000,eps=0.100000,34,1.92059,1.57063
stree,UCT,bias=5.000000,eps=0.100000,35,1.92961,1.68586
stree,UCT,bias=5.000000,eps=0.100000,36,1.87658,1.79607
stree,UCT,bias=5.000000,eps=0.100000,37,1.78793,1.9322
stree,UCT,bias=5.000000,eps=0.100000,38,1.83588,1.6228
stree,UCT,bias=5.000000,eps=0.100000,39,1.72599,1.83441
stree,UCT,bias=5.000000,eps=0.100000,40,1.90374,1.73311
stree,UCT,bias=5.000000,eps=0.100000,41,1.76426,1.63517
stree,UCT,bias=5.000000,eps=0.100000,42,1.808,1.63404
stree,UCT,bias=5.000000,eps=0.100000,43,1.98917,1.54772
stree,UCT,bias=5.000000,eps=0.100000,44,4.75427,7.46561
stree,UCT,bias=5.000000,eps=0.100000,45,1.73507,1.6224
stree,UCT,bias=5.000000,eps=0.100000,46,2.23951,2.91986
stree,UCT,bias=5.000000,eps=0.100000,47,5.04517,7.42836
stree,UCT,bias=5.000000,eps=0.100000,48,1.91722,1.62918
stree,UCT,bias=5.000000,eps=0.100000,49,4.98718,7.39492
stree,UCT,bias=5.000000,eps=0.500000,0,5.00037,7.88402
stree,UCT,bias=5.000000,eps=0.500000,1,1.61764,1.78149
stree,UCT,bias=5.000000,eps=0.500000,2,1.75123,1.61904
stree,UCT,bias=5.000000,eps=0.500000,3,1.86959,1.78404
stree,UCT,bias=5.000000,eps=0.500000,4,1.69047,1.63802
stree,UCT,bias=5.000000,eps=0.500000,5,4.57868,7.54399
stree,UCT,bias=5.000000,eps=0.500000,6,1.7624,1.59723
stree,UCT,bias=5.000000,eps=0.500000,7,1.67152,1.79149
stree,UCT,bias=5.000000,eps=0.500000,8,5.0817,7.65526
stree,UCT,bias=5.000000,eps=0.500000,9,1.6373,1.68588
stree,UCT,bias=5.000000,eps=0.500000,10,5.05674,7.53426
stree,UCT,bias=5.000000,eps=0.500000,11,1.64978,1.80759
stree,UCT,bias=5.000000,eps=0.500000,12,1.79667,1.80934
stree,UCT,bias=5.000000,eps=0.500000,13,4.98434,7.55157
stree,UCT,bias=5.000000,eps=0.500000,14,4.48802,7.51338
stree,UCT,bias=5.000000,eps=0.500000,15,1.82282,1.81601
stree,UCT,bias=5.000000,eps=0.500000,16,2.31622,3.11299
stree,UCT,bias=5.000000,eps=0.500000,17,4.99673,7.842
stree,UCT,bias=5.000000,eps=0.500000,18,1.89126,1.78929
stree,UCT,bias=5.000000,eps=0.500000,19,4.53074,7.36754
stree,UCT,bias=5.000000,eps=0.500000,20,1.5951,1.64684
stree,UCT,bias=5.000000,eps=0.500000,21,1.69702,1.66722
stree,UCT,bias=5.000000,eps=0.500000,22,4.52693,7.39618
stree,UCT,bias=5.000000,eps=0.500000,23,4.82555,7.5214
stree,UCT,bias=5.000000,eps=0.500000,24,4.78457,7.80576
stree,UCT,bias=5.000000,eps=0.500000,25,1.86537,2.09612
stree,UCT,bias=5.000000,eps=0.500000,26,1.65679,1.90243
stree,UCT,bias=5.000000,eps=0.500000,27,2.03731,2.55354
stree,UCT,bias=5.000000,eps=0.500000,28,1.813,1.77276
stree,UCT,bias=5.000000,eps=0.500000,29,1.75013,1.61873
stree,UCT,bias=5.000000,eps=0.500000,30,1.85741,1.58918
stree,UCT,bias=5.000000,eps=0.500000,31,1.66727,1.62659
stree,UCT,bias=5.000000,eps=0.500000,32,5.1473,7.8758
stree,UCT,bias=5.000000,eps=0.500000,33,1.73588,1.95862
stree,UCT,bias=5.000000,eps=0.500000,34,1.60609,1.85669
stree,UCT,bias=5.000000,eps=0.500000,35,5.02662,7.4284
stree,UCT,bias=5.000000,eps=0.500000,36,1.75131,1.81409
stree,UCT,bias=5.000000,eps=0.500000,37,5.24007,7.85018
stree,UCT,bias=5.000000,eps=0.500000,38,1.714,1.61676
stree,UCT,bias=5.000000,eps=0.500000,39,1.74018,2.30578
stree,UCT,bias=5.000000,eps=0.500000,40,5.11807,7.77392
stree,UCT,bias=5.000000,eps=0.500000,41,5.05319,7.68541
stree,UCT,bias=5.000000,eps=0.500000,42,1.76783,2.09291
stree,UCT,bias=5.000000,eps=0.500000,43,1.7174,1.56829
stree,UCT,bias=5.000000,eps=0.500000,44,1.68537,1.82265
stree,UCT,bias=5.000000,eps=0.500000,45,1.91088,1.73333
stree,UCT,bias=5.000000,eps=0.500000,46,4.94438,7.72559
stree,UCT,bias=5.000000,eps=0.500000,47,4.65921,7.71655
stree,UCT,bias=5.000000,eps=0.500000,48,1.84983,1.61504
stree,UCT,bias=5.000000,eps=0.500000,49,1.69356,1.80972
stree,UCT,bias=5.000000,eps=1.000000,0,0.111581,1.10838
stree,UCT,bias=5.000000,eps=1.000000,1,0.162339,1.2084
stree,UCT,bias=5.000000,eps=1.000000,2,0.0372833,1.11176
stree,UCT,bias=5.000000,eps=1.000000,3,0.0492129,1.02859
