central_iteration,Train population | number of devices,Train population | number of data points,Train population | kmeans-cost,Train population | kmeans-accuracy,Train population | total weight,Mechanism 1: DP noise std. dev.,Mechanism 1: signal-to-DP-noise ratio,Mechanism 2: Laplace DP noise scale,Number of parameters,Val population | number of devices,Val population | number of data points,Val population | kmeans-cost,Val population | kmeans-accuracy
0,100,1000.0,48.95101,0.98618,1.0,5.197906,1106.787947,0.049999,1010,100,1000.0,48.989993,0.98633
