central_iteration,Train population | number of devices,Train population | number of data points,Fraction of clipped points,Train population | total weight,Central DP | DP noise std. dev. on summed stats,Central DP | signal-to-DP-noise ratio on summed stats,Number of parameters
0,100,1000.0,0.00066,1.0,46.471468,575.29271,10000
