central_iteration,Train population | number of devices,Train population | number of data points,Train population | total weight,Mechanism 1: DP noise std. dev.,Mechanism 1: signal-to-DP-noise ratio,Mechanism 2: Laplace DP noise scale,Number of parameters
0,100,1000.0,1.0,41.584652,138.340921,2.5,1010
