init_top30,bo_top30
4.2,6.2
4.9,6.2
4.6,6.2
4.8,6.2
4.8,6.2
4.6,6.9
4.3,6.2
4.5,7.1
4.9,7.0
5.0,6.2
5.0,7.3
6.2,6.4
5.9,6.3
5.1,6.4
6.1,6.8
5.3,6.9
4.9,6.7
5.2,6.7
5.6,7.4
5.2,6.4
11.6,6.6
5.7,6.5
6.0,6.7
6.7,7.3
5.7,7.0
5.3,7.2
5.6,7.2
5.6,6.2
5.1,6.7
5.7,7.0
