dataset,sample_size,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed
ConcreteCompressiveStrength,500,735831,0.00302914049645,0.002856091090895,-5.712822028488225,0.0654296875,False
ConcreteCompressiveStrength,500,736326,0.0040786223215833,0.0042118872616492,3.2674008417172806,0.1162109375,False
ConcreteCompressiveStrength,300,985772,0.0057156755463017,0.0053236999315977,-6.8579052734651915,0.24609375,False
ConcreteCompressiveStrength,300,305711,0.0031351213453022,0.0028293894542183,-9.751835970942173,0.4609375,False
ConcreteCompressiveStrength,300,435829,0.0033376216975627,0.0033261070088966,-0.3449968183778493,0.0244140625,True
ConcreteCompressiveStrength,300,117952,0.0035390220882026,0.0036709759391526,3.7285399090857023,0.1611328125,False
ConcreteCompressiveStrength,300,963395,0.0041100076864145,0.0042721903375758,3.946042526816525,0.1611328125,False
ConcreteCompressiveStrength,300,152315,0.0031578509839139,0.0030327900390935,-3.960318123225655,0.24609375,False
ConcreteCompressiveStrength,300,882371,0.0036421023134573,0.0034829898087032,-4.368699477940492,0.7216796875,False
ConcreteCompressiveStrength,300,359783,0.0047335121325948,0.0050254088154794,6.166598388426963,0.2783203125,False
ConcreteCompressiveStrength,300,304137,0.0040215979567983,0.0032876508365775,-18.250136590111147,0.3125,False
ConcreteCompressiveStrength,300,122579,0.0032175906985255,0.0033422471928545,3.8742185072251223,0.5390625,False
ConcreteCompressiveStrength,300,610581,0.0038778321332167,0.0042734552073943,10.202171228321037,0.2783203125,False
ConcreteCompressiveStrength,300,448242,0.0052968751092096,0.0055028593883518,3.888788670589682,0.8837890625,False
ConcreteCompressiveStrength,300,374564,0.0044103936341792,0.0044257450201665,0.3480729218425947,0.0185546875,True
ConcreteCompressiveStrength,300,735831,0.0033032144907707,0.0033412895422647,1.152666640337776,0.1875,False
ConcreteCompressiveStrength,300,736326,0.0061107864933775,0.0058629153873978,-4.056288110348371,0.0185546875,True
227_cpu_small,500,985772,0.0014446828752754,0.001273811591733,-11.827598047067289,0.0185546875,True
227_cpu_small,500,305711,0.0010195044924186,0.0009091122113268,-10.828032825038257,0.0009765625,True
227_cpu_small,500,435829,0.0010149843992262,0.0010336278013635,1.8368166201858696,0.4609375,False
227_cpu_small,500,117952,0.0008463038999355,0.0008094192189268,-4.358325775349196,0.0322265625,True
227_cpu_small,500,963395,0.0011490338853055,0.0010504361406028,-8.580925764127045,0.0029296875,True
227_cpu_small,500,152315,0.0008843614836182,0.0008229123483194,-6.948418315037901,0.24609375,False
227_cpu_small,500,882371,0.0012996496324872,0.0011910924405431,-8.352804419784208,0.0966796875,False
227_cpu_small,500,359783,0.0010482011825173,0.0009592996452638,-8.481342965094008,0.1376953125,False
227_cpu_small,500,304137,0.0007977578238744,0.0008151617707369,2.1816077939507132,0.0654296875,False
227_cpu_small,500,122579,0.0013586306950632,0.0012607376907392,-7.20526959090145,0.001953125,True
227_cpu_small,500,610581,0.0017127514906373,0.0018388465766014,7.362135525983069,0.6875,False
227_cpu_small,500,448242,0.0012856071770933,0.0011818590662307,-8.06996979413062,0.1875,False
227_cpu_small,500,374564,0.0010341554561971,0.0007923422468563,-23.38267500226621,0.052734375,False
227_cpu_small,500,735831,0.0013242459590358,0.001115018824291,-15.79971857321,0.4609375,False
227_cpu_small,500,736326,0.0013685213893616,0.0012633507052521,-7.684986506389026,0.0185546875,True
227_cpu_small,700,985772,0.0010212539251709,0.0010730238511601,5.069251115054372,0.1611328125,False
227_cpu_small,700,305711,0.0015616487841881,0.0011129976189102,-28.72932568581084,0.052734375,False
227_cpu_small,700,435829,0.0010319541577335,0.0010411507963833,0.8911867432214374,0.001953125,True
227_cpu_small,700,117952,0.0009335530898315,0.0008365653591989,-10.38909641980136,0.052734375,False
227_cpu_small,700,963395,0.0012427997032746,0.0010802598449281,-13.078524070953918,0.0322265625,True
227_cpu_small,700,152315,0.0007889357529862,0.0008082215330418,2.4445311272318295,0.34765625,False
227_cpu_small,700,882371,0.0011519174081259,0.0009867895545242,-14.335042810953386,0.24609375,False
227_cpu_small,700,359783,0.0009361845429418,0.0008864019798305,-5.317601480023691,0.0068359375,True
227_cpu_small,700,304137,0.0011658802984949,0.0008413134512758,-27.83877964471148,0.080078125,False
227_cpu_small,700,122579,0.001141800108941,0.0008682103028068,-23.961269927355453,0.0322265625,True
227_cpu_small,700,610581,0.0010921531218514,0.0009402381695541,-13.909675233061748,0.0654296875,False
227_cpu_small,700,448242,0.0014438698534798,0.0009720848212939,-32.67503861576155,0.0029296875,True
227_cpu_small,700,374564,0.0011399854897143,0.001062536551763,-6.793852961295931,0.001953125,True
227_cpu_small,700,735831,0.0009748979803496,0.0008537553840643,-12.426181890522484,0.052734375,False
227_cpu_small,700,736326,0.0009811455040503,0.0008382027016034,-14.568970846504993,0.0654296875,False
227_cpu_small,300,985772,0.00116379387705,0.0011014387126957,-5.357921671862095,0.5390625,False
227_cpu_small,300,305711,0.001705742719367,0.0015463486036357,-9.34455788212187,0.013671875,True
227_cpu_small,300,435829,0.0021601533525796,0.0022574260382393,4.503045376088606,0.2783203125,False
227_cpu_small,300,117952,0.0017331739171047,0.0018168565413951,4.828287771043224,0.080078125,False
227_cpu_small,300,963395,0.0013896367889016,0.0012964008663374,-6.709373507437883,0.009765625,True
227_cpu_small,300,152315,0.0011927654148816,0.0010803752801109,-9.422652046119993,0.384765625,False
227_cpu_small,300,882371,0.0020221779012427,0.0022657779642183,12.046420981356029,0.1875,False
227_cpu_small,300,359783,0.0013259833672958,0.0015146562066306,14.228899395585014,0.1875,False
227_cpu_small,300,304137,0.0007000056740713,0.0007687681139729,9.823126075768544,0.001953125,True
227_cpu_small,300,122579,0.0024901703237158,0.0033037659819211,32.67228954007259,0.0185546875,True
227_cpu_small,300,610581,0.0028872258398189,0.0029665214735472,2.7464298994091303,0.1376953125,False
227_cpu_small,300,448242,0.0018061087127524,0.0016928701083611,-6.269755723548884,0.0244140625,True
227_cpu_small,300,374564,0.0013944483217427,0.0012918960805985,-7.354323537496955,0.1875,False
227_cpu_small,300,735831,0.0019737922953552,0.0018816222400494,-4.669693742481728,0.5,False
227_cpu_small,300,736326,0.0011617796777925,0.0011272355663146,-2.9733788719404703,0.2158203125,False
HousePrice,300,985772,0.0002047389798807,0.0001491217058136,-27.1649658992422,0.0009765625,True
HousePrice,300,305711,0.0002844511324315,0.0001804267406107,-36.57021539397949,0.7216796875,False
HousePrice,300,435829,0.0002203882582347,0.0001646900761691,-25.27275387158722,0.0009765625,True
HousePrice,300,117952,0.0001924383037979,0.0001510791180306,-21.49217954587247,0.052734375,False
HousePrice,300,963395,0.0001876636158622,0.0001625492406098,-13.38265552277623,0.0009765625,True
HousePrice,300,152315,0.0001806998254755,0.0001359915804312,-24.741720102167072,0.3125,False
HousePrice,300,882371,0.0002301473341998,0.0001768461340985,-23.159599170074507,0.001953125,True
HousePrice,300,359783,0.0002299523272978,0.00020822046624,-9.450594091910078,0.0048828125,True
HousePrice,300,304137,0.0002089331609151,0.0001485926075319,-28.880314220532664,0.0009765625,True
HousePrice,300,122579,0.0001536470532804,0.0001280341802751,-16.66994091877305,0.0322265625,True
HousePrice,300,610581,0.0002233735864713,0.000155950154975,-30.184155862567245,0.0029296875,True
HousePrice,300,448242,0.0001963793331163,0.0001538815860803,-21.640641284197123,0.1376953125,False
HousePrice,300,374564,0.0002896887926945,0.000215439548374,-25.63069272712552,0.1162109375,False
HousePrice,300,735831,0.0002661462027556,0.0002395172908589,-10.005369838447958,0.34765625,False
HousePrice,300,736326,0.000248971140788,0.0001799440664082,-27.72492995022204,0.013671875,True
HousePrice,500,985772,0.0002229230227287,0.0001761186340383,-20.995762625789123,0.0322265625,True
HousePrice,500,305711,0.0001453944547677,0.0001210732616877,-16.727730860755155,0.001953125,True
HousePrice,500,435829,0.0001970968348844,0.0001550411805254,-21.337559471059297,0.0029296875,True
HousePrice,500,117952,0.0001600399185051,0.0001213473168382,-24.17684414511838,0.0419921875,True
HousePrice,500,963395,0.0001884393239655,0.0001618351993455,-14.118138433199231,0.3125,False
HousePrice,500,152315,0.0002005410569399,0.0001465530681162,-26.921164996077444,0.0419921875,True
HousePrice,500,882371,0.00018135667096,0.0001486735220439,-18.02147599152371,0.0029296875,True
HousePrice,500,359783,0.0001700249857441,0.000141133783806,-16.99232722276434,0.0009765625,True
HousePrice,500,304137,0.0001473589120199,0.0001218780690415,-17.291687777239623,0.0068359375,True
HousePrice,500,122579,0.0001360409043018,0.0001239541797959,-8.884625229402566,0.0419921875,True
HousePrice,500,610581,0.0002083192022166,0.0001625073040903,-21.991202749816217,0.0029296875,True
HousePrice,500,448242,0.0001403892187409,0.0001344378308298,-4.239205805492102,0.0966796875,False
HousePrice,500,374564,0.0001664491610529,0.0001199931931206,-27.910004255024507,0.052734375,False
HousePrice,500,735831,0.0001565838464526,0.000115256942023,-26.39282746330906,0.1376953125,False
HousePrice,500,736326,0.0001640462024608,0.0001359606933922,-17.120487184256014,0.009765625,True
HousePrice,700,985772,0.0001673096972785,0.0001475244167792,-11.825543181986616,0.0009765625,True
HousePrice,700,305711,0.0001334397335734,0.0001094150058239,-18.00417844529897,0.0966796875,False
HousePrice,700,435829,0.0001594758967259,0.0001589912341334,-0.3039096204806168,0.0966796875,False
HousePrice,700,117952,0.0001557431919439,0.0001146055969399,-26.413735644215517,0.2783203125,False
HousePrice,700,963395,0.0001720670340985,0.0001566644680166,-8.951491587337664,0.0048828125,True
HousePrice,700,152315,0.0001731621543832,0.0001374325926356,-20.633585828748934,0.013671875,True
HousePrice,700,882371,0.0001613128985845,0.0001351776735951,-16.20157173959908,0.0068359375,True
HousePrice,700,359783,0.0001328154365739,0.000114443825605,-13.832436532085945,0.2158203125,False
HousePrice,700,304137,0.0002023216134188,0.0001760166079842,-13.00157951002376,0.0654296875,False
HousePrice,700,122579,0.00016566138024,0.0001392954079415,-15.915581688600732,0.080078125,False
HousePrice,700,610581,0.0001895582056434,0.000154452205322,-18.51990537801203,0.0009765625,True
HousePrice,700,448242,0.0001758566983517,0.0001482590922339,-15.693235672227113,0.0654296875,False
HousePrice,700,374564,0.0001737374205027,0.0001633147345138,-5.99910252998145,0.0322265625,True
HousePrice,700,735831,0.0001424992345948,0.0001293700777423,-9.21349289334785,0.0244140625,True
HousePrice,700,736326,0.0001631096111818,0.0001350800757582,-17.184478106764466,0.001953125,True
294_satellite_image,500,985772,0.0264181490373791,0.0267882358625113,1.4008809799983053,0.65234375,False
294_satellite_image,500,305711,0.0239808212439142,0.0222973340353876,-7.0201399335055195,0.384765625,False
294_satellite_image,500,435829,0.027610034296534,0.026378491441442,-4.460490131468952,0.6875,False
294_satellite_image,500,117952,0.0241554653396613,0.0245726565908763,1.7271091463098558,0.384765625,False
294_satellite_image,500,963395,0.0212650331660998,0.0211955676483085,-0.3266654570852003,0.0966796875,False
294_satellite_image,500,152315,0.0208043993093937,0.0210389898795163,1.1276007859391362,0.5,False
294_satellite_image,500,882371,0.0247943697007685,0.0233556051132963,-5.80278750714786,0.0029296875,True
294_satellite_image,500,359783,0.0232916452206347,0.0223166403074609,-4.186071460121639,0.9033203125,False
294_satellite_image,500,304137,0.0236077449029317,0.0232853273474692,-1.365727886285447,0.0966796875,False
294_satellite_image,500,122579,0.0213184970945723,0.0239597086447618,12.38929526069631,0.2783203125,False
294_satellite_image,500,610581,0.0297870965582186,0.0284605429593568,-4.453450494139317,0.6875,False
294_satellite_image,500,448242,0.0340804149491214,0.031320235643803,-8.099019068397908,0.7216796875,False
294_satellite_image,500,374564,0.0338458562774987,0.0334947172627052,-1.0374653012603572,0.0966796875,False
294_satellite_image,500,735831,0.0225180824785296,0.0217993999192175,-3.1915797448442684,0.7216796875,False
294_satellite_image,500,736326,0.0218933024053454,0.0201743277041165,-7.851600774532986,0.0048828125,True
294_satellite_image,700,985772,0.0228732842034539,0.0219258952935954,-4.1419015364458405,0.009765625,True
294_satellite_image,700,305711,0.0168697008405582,0.0175751764145135,4.181909214769053,0.1875,False
294_satellite_image,700,435829,0.0183107760793791,0.0180237958153531,-1.567275263385445,0.6875,False
294_satellite_image,700,117952,0.0239768560357611,0.0234034037994179,-2.391690701599255,0.4609375,False
294_satellite_image,700,963395,0.0279715380527422,0.0256759266353675,-8.206954558759525,0.0029296875,True
294_satellite_image,700,152315,0.0226248987135999,0.0217393724422746,-3.913945792796072,0.8623046875,False
294_satellite_image,700,882371,0.0278033033176856,0.0278084954319818,0.0186744511502709,0.9033203125,False
294_satellite_image,700,359783,0.0133204187587263,0.0127136320843842,-4.555312301608627,0.1376953125,False
294_satellite_image,700,304137,0.0190847582140089,0.0179757218090476,-5.811110586390473,0.0966796875,False
294_satellite_image,700,122579,0.0227369722158318,0.0227055840503359,-0.1380490119702624,0.9345703125,False
294_satellite_image,700,610581,0.0291541699948562,0.0271905551042553,-6.7352796905119545,0.0966796875,False
294_satellite_image,700,448242,0.020334715492582,0.0210507784012423,3.521381496198181,0.009765625,True
294_satellite_image,700,374564,0.0363235268224137,0.035893631492194,-1.1835175926652468,0.1611328125,False
294_satellite_image,700,735831,0.0198222699858145,0.0194886618423624,-1.6829966683478197,0.9755859375,False
294_satellite_image,700,736326,0.0202343569584784,0.0209207520864055,3.3922260506501933,0.384765625,False
294_satellite_image,300,985772,0.020049551370897,0.0201985972369772,0.743387536823102,0.8623046875,False
294_satellite_image,300,305711,0.0181965995839694,0.0177627661805972,-2.3841454628389203,0.5,False
294_satellite_image,300,435829,0.027467073004299,0.0278821015906341,1.511004052998948,0.5390625,False
294_satellite_image,300,117952,0.0466462261336912,0.0469914306058692,0.7400480184368434,0.9345703125,False
294_satellite_image,300,963395,0.0350130716495954,0.0347291574324187,-0.8108806334333257,0.6875,False
294_satellite_image,300,152315,0.0170280852067994,0.0171489736094932,0.7099353874829117,0.3125,False
294_satellite_image,300,882371,0.0264282345973675,0.0232478929888157,-12.033878376683209,0.0419921875,True
294_satellite_image,300,359783,0.019553961512807,0.0182743251274907,-6.5441285873361785,0.5771484375,False
294_satellite_image,300,304137,0.0175830785572705,0.0189084575211472,7.537809488592597,0.0029296875,True
294_satellite_image,300,122579,0.0134948389810818,0.0128043114341669,-5.11697507382554,0.8388671875,False
294_satellite_image,300,610581,0.0234892460877458,0.0246049716456564,4.749941968093486,0.1376953125,False
294_satellite_image,300,448242,0.0250327595906914,0.0219295417855207,-12.39662688377613,0.0419921875,True
294_satellite_image,300,374564,0.016342466155754,0.0185579305651763,13.556487670266742,0.9814453125,False
294_satellite_image,300,735831,0.025921805221771,0.0254623230285722,-1.7725701943507637,0.8125,False
294_satellite_image,300,736326,0.0393212899223536,0.0382476060429047,-2.730540838230327,0.6875,False
623_fri_c4_1000_10,700,985772,0.0015340323176375,0.0015822234212184,3.1414659930443247,0.0654296875,False
623_fri_c4_1000_10,700,305711,0.0015549252229071,0.00156530845035,0.6677637798877474,0.009765625,True
623_fri_c4_1000_10,700,435829,0.0011051704650553,0.0011459864500389,3.693184560584373,0.0966796875,False
623_fri_c4_1000_10,700,117952,0.0014651940143704,0.0013346032977891,-8.912861730291535,0.0322265625,True
623_fri_c4_1000_10,700,963395,0.0017095823034691,0.001626315168931,-4.870612802270167,0.0185546875,True
623_fri_c4_1000_10,700,152315,0.0016753882364153,0.001504914855508,-10.175156850332597,0.6875,False
623_fri_c4_1000_10,700,882371,0.0015883835496174,0.0015107413448197,-4.888126977672553,0.009765625,True
623_fri_c4_1000_10,700,359783,0.0011283559812862,0.0013554909148412,20.12972300603831,0.0966796875,False
623_fri_c4_1000_10,700,304137,0.001325548634827,0.001419053316083,7.054036253314745,0.0244140625,True
623_fri_c4_1000_10,700,122579,0.0014758775082867,0.0013204653801621,-10.530150859537162,0.6875,False
623_fri_c4_1000_10,700,610581,0.0012034144953443,0.001188873574659,-1.2083052631880826,0.080078125,False
623_fri_c4_1000_10,700,448242,0.0017508480796691,0.0015632828396736,-10.712822098814474,0.0419921875,True
623_fri_c4_1000_10,700,374564,0.0012876811520505,0.0012335015435253,-4.20753293149957,0.001953125,True
623_fri_c4_1000_10,700,735831,0.0013146190512491,0.0013963856569675,6.219794672893852,0.0654296875,False
623_fri_c4_1000_10,700,736326,0.001210931988496,0.0011794115988575,-2.6029859594076816,0.0654296875,False
623_fri_c4_1000_10,500,985772,0.0015374756306878,0.0015067197578436,-2.0004136800840033,0.8388671875,False
623_fri_c4_1000_10,500,305711,0.0017611475334549,0.0019493356544286,10.685539819856752,0.1376953125,False
623_fri_c4_1000_10,500,435829,0.0018275636582422,0.0017196640593446,-5.904013160416974,0.1611328125,False
623_fri_c4_1000_10,500,117952,0.0014638726462992,0.001386957635125,-5.25421465922515,0.0244140625,True
623_fri_c4_1000_10,500,963395,0.0021376820002099,0.0021448516214012,0.3353923170327798,0.1162109375,False
623_fri_c4_1000_10,500,152315,0.0016567459903238,0.0017799259328221,7.435053002553821,0.2783203125,False
623_fri_c4_1000_10,500,882371,0.0019058882625464,0.0017957332795626,-5.779718840212904,0.615234375,False
623_fri_c4_1000_10,500,359783,0.0021213789852088,0.0021033641651922,-0.8492032843830263,0.3125,False
623_fri_c4_1000_10,500,304137,0.0017843868844593,0.0017882463202071,0.2162891792912974,0.0009765625,True
623_fri_c4_1000_10,500,122579,0.0029752100788281,0.0027298039766201,-8.248362156148824,0.4228515625,False
623_fri_c4_1000_10,500,610581,0.0017771247130378,0.0016525533836807,-7.009712286550347,0.4228515625,False
623_fri_c4_1000_10,500,448242,0.001799854221135,0.0014027108849694,-22.065305706541473,0.0048828125,True
623_fri_c4_1000_10,500,374564,0.0015441954472423,0.0014839921398985,-3.898684421804152,0.080078125,False
623_fri_c4_1000_10,500,735831,0.0020314031530113,0.0018923559899989,-6.844882701214874,0.0654296875,False
623_fri_c4_1000_10,500,736326,0.0018082491023135,0.0016099114027399,-10.968494292066705,0.009765625,True
623_fri_c4_1000_10,300,985772,0.0016020607665484,0.0014198097833963,-11.376034352604549,0.1611328125,False
623_fri_c4_1000_10,300,305711,0.001577634941547,0.0015998373147534,1.4073200727082775,0.0009765625,True
623_fri_c4_1000_10,300,435829,0.0028920988622551,0.0025328655393628,-12.421197891282352,0.0419921875,True
623_fri_c4_1000_10,300,117952,0.003198376823554,0.0028727116601025,-10.182201204471308,0.0419921875,True
623_fri_c4_1000_10,300,963395,0.002996962434862,0.002964338625374,-1.088562509442958,0.001953125,True
623_fri_c4_1000_10,300,152315,0.0041518693871593,0.0038684184067059,-6.827068821819233,0.24609375,False
623_fri_c4_1000_10,300,882371,0.0022622924854818,0.0022681253552249,0.2578300454321264,0.2783203125,False
623_fri_c4_1000_10,300,359783,0.0024992914331902,0.0025266976834868,1.0965608065027683,0.080078125,False
623_fri_c4_1000_10,300,304137,0.003079849139068,0.0033680498258555,9.357623499527632,0.1611328125,False
623_fri_c4_1000_10,300,122579,0.0033109350116007,0.0036746288116408,10.984625151679031,0.080078125,False
623_fri_c4_1000_10,300,610581,0.0020181023406976,0.0019488760405652,-3.430267074985483,0.0185546875,True
623_fri_c4_1000_10,300,448242,0.0021065394494882,0.002000272722135,-5.044611311647584,0.4228515625,False
623_fri_c4_1000_10,300,374564,0.0025429438323023,0.0026797093536016,5.378236025585887,0.0009765625,True
623_fri_c4_1000_10,300,735831,0.0022210474742615,0.0021318524555101,-4.015898794824748,0.24609375,False
623_fri_c4_1000_10,300,736326,0.0022827463554651,0.002084569593442,-8.681506009137783,0.001953125,True
ParkinsonsTelemonitoring,300,985772,0.0020581871182371,0.0017829134152953,-13.37457126724067,0.0068359375,True
ParkinsonsTelemonitoring,300,305711,0.0014872186713128,0.0015891454545171,6.8535169151933335,0.0009765625,True
ParkinsonsTelemonitoring,300,435829,0.0017492437482936,0.0016844258375813,-3.7054819132840233,0.013671875,True
ParkinsonsTelemonitoring,300,117952,0.0025889729837396,0.0025018349117352,-3.3657389455857123,0.1875,False
ParkinsonsTelemonitoring,300,963395,0.0020709735491997,0.0020444318345681,-1.2816056796968391,0.0029296875,True
ParkinsonsTelemonitoring,300,152315,0.0032210523704402,0.00317821717718,-1.3298508789636172,0.009765625,True
ParkinsonsTelemonitoring,300,882371,0.0019944979733068,0.0018575531976224,-6.8661275928665795,0.0029296875,True
ParkinsonsTelemonitoring,300,359783,0.002368058705745,0.0023950299702616,1.1389609747074376,0.013671875,True
ParkinsonsTelemonitoring,300,304137,0.0016138476807044,0.0015537354731085,-3.7247757836495103,0.0048828125,True
ParkinsonsTelemonitoring,300,122579,0.0028390074558897,0.0028200036372738,-0.6693824835332987,0.009765625,True
ParkinsonsTelemonitoring,300,610581,0.0039700814400877,0.0046275693344117,16.56106818578197,0.2783203125,False
ParkinsonsTelemonitoring,300,448242,0.0031586395539245,0.0033224818087193,5.187114642164607,0.0244140625,True
ParkinsonsTelemonitoring,300,374564,0.0026412481766407,0.0026173020682289,-0.9066209159559104,0.5,False
ParkinsonsTelemonitoring,300,735831,0.0022953722359573,0.0019346075404505,-15.717045360024407,0.0244140625,True
ParkinsonsTelemonitoring,300,736326,0.0024072953467632,0.0023962047807233,-0.4607064959775213,0.052734375,False
ParkinsonsTelemonitoring,500,985772,0.0016179166820703,0.0014875462985526,-8.057917009101518,0.0068359375,True
ParkinsonsTelemonitoring,500,305711,0.0011993136460944,0.0010569888842793,-11.867184391553032,0.1875,False
ParkinsonsTelemonitoring,500,435829,0.0014129062904675,0.001359197903956,-3.8012702522371713,0.0009765625,True
ParkinsonsTelemonitoring,500,117952,0.0015328305909104,0.0016445802337626,7.290410532964731,0.1875,False
ParkinsonsTelemonitoring,500,963395,0.0012286654438769,0.0010130056010436,-17.552364958913227,0.1875,False
ParkinsonsTelemonitoring,500,152315,0.0012570820609315,0.0011673894816934,-7.134982037020512,0.1162109375,False
ParkinsonsTelemonitoring,500,882371,0.0015535593521781,0.0013850379769971,-10.847437205711326,0.080078125,False
ParkinsonsTelemonitoring,500,359783,0.0013951206898071,0.0014117496253181,1.19193526643071,0.0048828125,True
ParkinsonsTelemonitoring,500,304137,0.0013827529025817,0.0012289126146602,-11.125652864968568,0.0419921875,True
ParkinsonsTelemonitoring,500,122579,0.0016589527009577,0.0015191926508621,-8.424595228958529,0.009765625,True
ParkinsonsTelemonitoring,500,610581,0.0015174951920112,0.0014985947466232,-1.2455028185588792,0.0654296875,False
ParkinsonsTelemonitoring,500,448242,0.0018606349037188,0.0018199029158699,-2.1891445639024067,0.3125,False
ParkinsonsTelemonitoring,500,374564,0.0018013846748183,0.0018237855561656,1.243536800351684,0.0322265625,True
ParkinsonsTelemonitoring,500,735831,0.0015298116635701,0.0016650178231867,8.838091827656966,0.1611328125,False
ParkinsonsTelemonitoring,500,736326,0.001573518015,0.0013654501275025,-13.223101706752011,0.0419921875,True
ParkinsonsTelemonitoring,700,985772,0.0011423828398893,0.001215208475173,6.37488876240123,0.0244140625,True
ParkinsonsTelemonitoring,700,305711,0.0014266487913317,0.0013015841926653,-8.766320023981923,0.0966796875,False
ParkinsonsTelemonitoring,700,435829,0.0012141235040991,0.0011668203484124,-3.8960744542899546,0.0322265625,True
ParkinsonsTelemonitoring,700,117952,0.0012428352861397,0.0011396547939617,-8.302024679271037,0.2783203125,False
ParkinsonsTelemonitoring,700,963395,0.0015248051783074,0.0014037835841667,-7.936856187425186,0.013671875,True
ParkinsonsTelemonitoring,700,152315,0.0013867390926523,0.0013092373075615,-5.588779136710714,0.009765625,True
ParkinsonsTelemonitoring,700,882371,0.001053851053995,0.0010559732869603,0.2013788340613028,0.1162109375,False
ParkinsonsTelemonitoring,700,359783,0.0011217791083233,0.0011261407993151,0.3888190606738235,0.0966796875,False
ParkinsonsTelemonitoring,700,304137,0.001072896996609,0.0010236308624936,-4.5918792084489475,0.0185546875,True
ParkinsonsTelemonitoring,700,122579,0.0011475717934278,0.0010873523741447,-5.247551362622337,0.0322265625,True
ParkinsonsTelemonitoring,700,610581,0.0010270956286293,0.0010185084899789,-0.836060286022422,0.2158203125,False
ParkinsonsTelemonitoring,700,448242,0.0010105732428934,0.0011110316924448,9.940739106034217,0.615234375,False
ParkinsonsTelemonitoring,700,374564,0.0012004383043386,0.0012712598987655,5.899644669023513,0.0966796875,False
ParkinsonsTelemonitoring,700,735831,0.0010013519669907,0.0010384336721794,3.7031639634295783,0.1376953125,False
ParkinsonsTelemonitoring,700,736326,0.0008719700899329,0.0008607528121527,-1.2864291917543238,0.24609375,False
WineQuality,500,985772,0.0228368442030176,0.022375865448491,-2.0185746788326395,0.080078125,False
WineQuality,500,305711,0.0179881481505856,0.0185588398684734,3.172598497134336,0.2783203125,False
WineQuality,500,435829,0.0221508917037008,0.0219444027217224,-0.9321926391968322,0.0966796875,False
