dataset,sample_size,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed
WineQuality,500,117952,0.019067480302819,0.0196269985445461,2.9344110120534026,0.013671875,True
WineQuality,500,963395,0.0217127181179921,0.0210615517005984,-2.999009215958949,0.4228515625,False
WineQuality,500,152315,0.0270868658458158,0.0261631483015416,-3.410204597062793,0.0966796875,False
WineQuality,500,882371,0.027171738400788,0.0269008184795913,-0.9970651019842616,0.34765625,False
WineQuality,500,359783,0.016934776801287,0.0161655245264225,-4.542441178238377,0.24609375,False
WineQuality,500,304137,0.0191801750156512,0.0188205074412327,-1.8752048619216584,0.0654296875,False
WineQuality,500,122579,0.0176053834494059,0.0173319936499091,-1.552876143154668,0.0244140625,True
WineQuality,500,610581,0.020830609235109,0.0195541730007948,-6.1276951619967495,0.0185546875,True
WineQuality,500,448242,0.0217012370787629,0.0217550949511554,0.2481788120974747,0.0009765625,True
WineQuality,500,374564,0.0152605276513543,0.0155780155003142,2.080451319988658,0.24609375,False
WineQuality,500,735831,0.0182579428214065,0.0163155990108233,-10.638349728568144,0.013671875,True
WineQuality,500,736326,0.0154627761691037,0.0158256151184791,2.346531731477384,0.3125,False
WineQuality,700,985772,0.0232527701048242,0.0225620650671831,-2.970420446799946,0.24609375,False
WineQuality,700,305711,0.0202209821344815,0.0205103744607876,1.431148716622492,0.0009765625,True
WineQuality,700,435829,0.0190808882269281,0.0194004539475406,1.6747947831980572,0.0419921875,True
WineQuality,700,117952,0.0223046222422553,0.0220115638237795,-1.3138909742243612,0.080078125,False
WineQuality,700,963395,0.0205502788783819,0.020155777119548,-1.919690536409132,0.0009765625,True
WineQuality,700,152315,0.0227559135571477,0.0222335276304472,-2.2956051638559964,0.0322265625,True
WineQuality,700,882371,0.0232796572556093,0.0235963773372722,1.3605014806934224,0.0185546875,True
WineQuality,700,359783,0.0219275960532544,0.0211496494294386,-3.5477971316438723,0.2158203125,False
WineQuality,700,304137,0.0189899444360573,0.0183815658649655,-3.2036879999323995,0.0029296875,True
WineQuality,700,122579,0.0224531350089005,0.0219808763723422,-2.103308230102633,0.0068359375,True
WineQuality,700,610581,0.0210671957917343,0.0207116114657215,-1.6878578882924309,0.8388671875,False
WineQuality,700,448242,0.0226587744646002,0.0206119596519548,-9.033210581812988,0.3125,False
WineQuality,700,374564,0.0256579843724101,0.0248724288495587,-3.0616415983793996,0.0029296875,True
WineQuality,700,735831,0.0197481800533921,0.0197763531213445,0.1426615914792569,0.080078125,False
WineQuality,700,736326,0.0211287145125173,0.0205993779732799,-2.505294578730102,0.0322265625,True
WineQuality,300,985772,0.0207425329696875,0.0209686086871285,1.089913742797962,0.0029296875,True
WineQuality,300,305711,0.0149539598269976,0.0150028536392113,0.3269623081732586,0.0966796875,False
WineQuality,300,435829,0.0253582125239325,0.0237073293429581,-6.510250592057057,0.8837890625,False
WineQuality,300,117952,0.0165158078701442,0.017301550981097,4.757521503826879,0.0068359375,True
WineQuality,300,963395,0.027967212478866,0.0283605063249313,1.4062675941070135,0.1162109375,False
WineQuality,300,152315,0.0258579066540168,0.0276194002411889,6.812204911794045,0.009765625,True
WineQuality,300,882371,0.0302180245719248,0.0296514261424801,-1.8750346439625407,0.0048828125,True
WineQuality,300,359783,0.0203154858815019,0.0204035881602678,0.4336705470880871,0.0068359375,True
WineQuality,300,304137,0.0158019173380981,0.0172966090827481,9.45892648765016,0.013671875,True
WineQuality,300,122579,0.0190766285903511,0.0174230806246647,-8.66792556061365,0.0068359375,True
WineQuality,300,610581,0.0252479330008228,0.0245226360312706,-2.8726984087313876,0.5390625,False
WineQuality,300,448242,0.020913720119272,0.0206432083026834,-1.2934657968353904,0.0048828125,True
WineQuality,300,374564,0.0270273518997454,0.0278065573289379,2.8830254332084593,0.5,False
WineQuality,300,735831,0.0246577705283887,0.0230097691403557,-6.683497139920271,0.0009765625,True
WineQuality,300,736326,0.0249676235459555,0.0248059731220708,-0.6474401682130078,0.1611328125,False
EnergyEfficiency,500,985772,0.000956245067441,0.0010592294088415,10.769659881864142,0.2783203125,False
EnergyEfficiency,500,305711,0.000649295132183,0.0007045018678771,8.502564235855083,0.919921875,False
EnergyEfficiency,500,435829,0.0017789065593067,0.0015505988136001,-12.834161778322075,0.24609375,False
EnergyEfficiency,500,117952,0.0012431048608686,0.0010925759406326,-12.10910881088134,0.615234375,False
EnergyEfficiency,500,963395,0.0008775664817227,0.0010169382123645,15.8816150735576,0.615234375,False
EnergyEfficiency,500,152315,0.0007146469032455,0.0007583677187866,6.117820610783125,0.384765625,False
EnergyEfficiency,500,882371,0.0015582843399597,0.0011866823974111,-23.846863696143537,0.0048828125,True
EnergyEfficiency,500,359783,0.0015871422421144,0.0013541553980716,-14.679644827068762,0.7216796875,False
EnergyEfficiency,500,304137,0.0014932480794796,0.0011658567512165,-21.92477812375109,0.4609375,False
EnergyEfficiency,500,122579,0.0016646187920181,0.0014320629780474,-13.970514756037822,0.8837890625,False
EnergyEfficiency,500,610581,0.0011949952435485,0.000972452006586,-18.622939142558863,0.8837890625,False
EnergyEfficiency,500,448242,0.002004882175535,0.0019722526414751,-1.627503823318033,0.4228515625,False
EnergyEfficiency,500,374564,0.0017257094777988,0.0018375529910605,6.481016341429438,0.9677734375,False
EnergyEfficiency,500,735831,0.0010840062413477,0.001114503405544,2.813375332449888,0.75390625,False
EnergyEfficiency,500,736326,0.0010541739642449,0.0009995120019618,-5.185288589657399,0.9033203125,False
EnergyEfficiency,700,985772,0.000987669572361,0.0009613671207446,-2.6630821027977705,0.2158203125,False
EnergyEfficiency,700,305711,0.0007828217447512,0.0009506395531019,21.43755069093986,0.24609375,False
EnergyEfficiency,700,435829,0.0010463805360044,0.0009747661841079,-6.844006499772923,0.080078125,False
EnergyEfficiency,700,117952,0.0007676866219495,0.0008618910817799,12.271212906003337,0.3125,False
EnergyEfficiency,700,963395,0.0007338116188984,0.0006422777333845,-12.473757999540757,0.4228515625,False
EnergyEfficiency,700,152315,0.0011916656488419,0.0010101079120446,-15.235627289732877,0.1875,False
EnergyEfficiency,700,882371,0.0007135293235873,0.0007917520587488,10.962791938003816,0.1611328125,False
EnergyEfficiency,700,359783,0.0006979275334988,0.0007143318603229,2.3504341119553667,0.0009765625,True
EnergyEfficiency,700,304137,0.0007705328778979,0.0008258402408008,7.177807007246221,0.5,False
EnergyEfficiency,700,122579,0.0010891914570792,0.001077462166873,-1.076880481378528,0.9345703125,False
EnergyEfficiency,700,610581,0.0010784474819335,0.0010472672507195,-2.8912146151149742,0.009765625,True
EnergyEfficiency,700,448242,0.0009604377069792,0.0007370726406006,-23.256590693541973,0.1875,False
EnergyEfficiency,700,374564,0.0005998327200679,0.0005576635035915,-7.030162754650137,0.4228515625,False
EnergyEfficiency,700,735831,0.0008167907594448,0.0007845478011185,-3.947517519444337,0.1611328125,False
EnergyEfficiency,700,736326,0.0007786338752756,0.0007236921435418,-7.056170233326477,0.009765625,True
EnergyEfficiency,300,985772,0.0014934378577217,0.0015898891413787,6.458339271252116,0.1162109375,False
EnergyEfficiency,300,305711,0.0016131087575463,0.0014172689908957,-12.140518469964825,0.013671875,True
EnergyEfficiency,300,435829,0.0029781077651788,0.0027839656961242,-6.5189739379015075,0.8623046875,False
EnergyEfficiency,300,117952,0.0022469061164785,0.0022185061747213,-1.2639576504275165,0.2158203125,False
EnergyEfficiency,300,963395,0.0010748054424858,0.0009853828837674,-8.319883318756032,0.65234375,False
EnergyEfficiency,300,152315,0.0014410112429104,0.0012908898347833,-10.417781878223812,0.24609375,False
EnergyEfficiency,300,882371,0.0013164117197259,0.0014783965422476,12.305027378169914,0.1611328125,False
EnergyEfficiency,300,359783,0.0017925817359366,0.0019831653327193,10.631793962977785,0.0244140625,True
EnergyEfficiency,300,304137,0.0011494782888773,0.0012813446270993,11.471842443483252,0.3125,False
EnergyEfficiency,300,122579,0.0012762178199299,0.0010395955203293,-18.540902336997092,0.615234375,False
EnergyEfficiency,300,610581,0.0018277483994447,0.0018069681020639,-1.1369342403513425,0.0029296875,True
EnergyEfficiency,300,448242,0.0021987378892547,0.0018064280201111,-17.842502785840452,0.0185546875,True
EnergyEfficiency,300,374564,0.0026323149966444,0.002540587039119,-3.4846877232530336,0.0009765625,True
EnergyEfficiency,300,735831,0.0019861282875552,0.0019621438663482,-1.2075967779757255,0.615234375,False
EnergyEfficiency,300,736326,0.0008634670805331,0.0009957229149202,15.316835739176948,0.1376953125,False
503_wind,500,985772,0.0128344836198904,0.0120616386997408,-6.021628474026648,0.0048828125,True
503_wind,500,305711,0.009347837533104,0.0093420532434958,-0.0618783712028957,0.5,False
503_wind,500,435829,0.0071456032516637,0.0069555139705529,-2.660227197283364,0.3125,False
503_wind,500,117952,0.007687893365826,0.0075584809691656,-1.6833271548181934,0.052734375,False
503_wind,500,963395,0.0092300777501728,0.0087008153547209,-5.734105494852806,0.75390625,False
503_wind,500,152315,0.0131353378747076,0.0121700393056804,-7.348867446233741,0.1376953125,False
503_wind,500,882371,0.0103697119343252,0.0099453102264535,-4.092704894403445,0.009765625,True
503_wind,500,359783,0.0152839928385408,0.0146192801528285,-4.349077448114018,0.0048828125,True
503_wind,500,304137,0.0131952499052414,0.0133555115687529,1.2145405707530197,0.0185546875,True
503_wind,500,122579,0.010337737926847,0.0098795324120084,-4.432357620990315,0.0419921875,True
503_wind,500,610581,0.0110092089432843,0.0111296444504649,1.0939524156648426,0.080078125,False
503_wind,500,448242,0.0111912330699918,0.0108743075245037,-2.8319090801341957,0.1162109375,False
503_wind,500,374564,0.0084993395455037,0.0081748569081787,-3.817739432432,0.75390625,False
503_wind,500,735831,0.0089598904371109,0.009286307046024,3.6430870578636543,0.1611328125,False
503_wind,500,736326,0.0098026561855993,0.0097099389110738,-0.9458382786252142,0.0009765625,True
503_wind,700,985772,0.0064904531590113,0.0060521004961414,-6.753806739384112,0.1611328125,False
503_wind,700,305711,0.0063187355703928,0.0064453095829162,2.0031541297042934,0.5,False
503_wind,700,435829,0.0069538976756438,0.0070562443347283,1.4717883963540943,0.1611328125,False
503_wind,700,117952,0.0078871654859527,0.0075136550989246,-4.7356732617475785,0.0009765625,True
503_wind,700,963395,0.0085497328318684,0.0079338366453352,-7.203689268950203,0.0029296875,True
503_wind,700,152315,0.0088488045554976,0.0084953881512119,-3.9939451941689974,0.0185546875,True
503_wind,700,882371,0.0072147696601851,0.0073550706421742,1.944635637688858,0.5,False
503_wind,700,359783,0.0080576494078811,0.0074483987524971,-7.561146241831953,0.0009765625,True
503_wind,700,304137,0.0102741163279663,0.0099404001948394,-3.2481249235857828,0.0185546875,True
503_wind,700,122579,0.0066992705014219,0.0065039372861285,-2.9157385905210846,0.0185546875,True
503_wind,700,610581,0.0062828404975803,0.0065884818859811,4.864700743532156,0.1376953125,False
503_wind,700,448242,0.0065174152436977,0.006341487262043,-2.6993520448901163,0.0068359375,True
503_wind,700,374564,0.0059626272576079,0.0058813211528156,-1.3635952958249993,0.0244140625,True
503_wind,700,735831,0.0073837912869227,0.0071818621027177,-2.7347628929139893,0.34765625,False
503_wind,700,736326,0.0086042470374186,0.0082517616955286,-4.096643673259704,0.0029296875,True
503_wind,300,985772,0.0147952970896816,0.0152204857714354,2.8738096922044067,0.2783203125,False
503_wind,300,305711,0.0143717145208559,0.0143465656771791,-0.1749884722542333,0.001953125,True
503_wind,300,435829,0.0269838015967344,0.0271426017281976,0.588501701266362,0.009765625,True
503_wind,300,117952,0.0136079326564766,0.0131788843646056,-3.152927801025945,0.0185546875,True
503_wind,300,963395,0.014452661641416,0.0125753156895485,-12.989620863243934,0.009765625,True
503_wind,300,152315,0.0110921274964931,0.0110217858709744,-0.6341581048449295,0.0966796875,False
503_wind,300,882371,0.0158364496681976,0.0146269893539572,-7.6371935603041905,0.001953125,True
503_wind,300,359783,0.009918742442453,0.0097118283161465,-2.08609233990072,0.0009765625,True
503_wind,300,304137,0.0134959072616525,0.0139031288847008,3.0173712307982923,0.384765625,False
503_wind,300,122579,0.0099243878857723,0.0093335547042841,-5.953346325119696,0.0009765625,True
503_wind,300,610581,0.0083381329264032,0.0080020092486583,-4.031162380256767,0.0029296875,True
503_wind,300,448242,0.0122727056992042,0.0107614902092187,-12.313629341600503,0.1611328125,False
503_wind,300,374564,0.0150143229198395,0.0143403137863835,-4.489107747678059,0.001953125,True
503_wind,300,735831,0.0142987460673081,0.0138217282367131,-3.3360815581280403,0.0009765625,True
503_wind,300,736326,0.0162557066819746,0.0152297042374777,-6.311644670818962,0.2783203125,False
