suite,sampling,noise_model,noise_sigma,function,dimension,instance,set_id,lambda,mu,rank_disagreement,topmu_overlap,topmu_disagreement,kendall_pairwise_disagreement
bbob-noisy,es,native,nan,130,40,1,0,15,7,0.10666666666666667,0.8571428571428571,0.1428571428571429,0.14285714285714285
bbob-noisy,es,native,nan,130,40,1,1,15,7,0.10666666666666667,0.8571428571428571,0.1428571428571429,0.11428571428571428
bbob-noisy,es,native,nan,130,40,1,2,15,7,0.08,0.8571428571428571,0.1428571428571429,0.10476190476190476
bbob-noisy,es,native,nan,130,40,1,3,15,7,0.19555555555555554,0.7142857142857143,0.2857142857142857,0.21904761904761905
bbob-noisy,es,native,nan,130,40,1,4,15,7,0.07111111111111111,0.8571428571428571,0.1428571428571429,0.10476190476190476
bbob-noisy,es,native,nan,130,40,1,5,15,7,0.10666666666666667,0.7142857142857143,0.2857142857142857,0.14285714285714285
bbob-noisy,es,native,nan,130,40,1,6,15,7,0.04444444444444444,0.8571428571428571,0.1428571428571429,0.047619047619047616
bbob-noisy,es,native,nan,130,40,1,7,15,7,0.19555555555555554,0.7142857142857143,0.2857142857142857,0.26666666666666666
bbob-noisy,es,native,nan,130,40,1,8,15,7,0.035555555555555556,1.0,0.0,0.047619047619047616
bbob-noisy,es,native,nan,130,40,1,9,15,7,0.035555555555555556,1.0,0.0,0.0380952380952381
bbob-noisy,es,native,nan,130,40,1,10,15,7,0.08,0.8571428571428571,0.1428571428571429,0.10476190476190476
bbob-noisy,es,native,nan,130,40,1,11,15,7,0.06222222222222222,1.0,0.0,0.08571428571428572
bbob-noisy,es,native,nan,130,40,1,12,15,7,0.04444444444444444,0.8571428571428571,0.1428571428571429,0.047619047619047616
bbob-noisy,es,native,nan,130,40,1,13,15,7,0.06222222222222222,0.8571428571428571,0.1428571428571429,0.06666666666666667
bbob-noisy,es,native,nan,130,40,1,14,15,7,0.0,1.0,0.0,0.0
bbob-noisy,es,native,nan,130,40,1,15,15,7,0.035555555555555556,1.0,0.0,0.047619047619047616
bbob-noisy,es,native,nan,130,40,1,16,15,7,0.008888888888888889,1.0,0.0,0.009523809523809525
bbob-noisy,es,native,nan,130,40,1,17,15,7,0.0,1.0,0.0,0.0
bbob-noisy,es,native,nan,130,40,1,18,15,7,0.06222222222222222,0.8571428571428571,0.1428571428571429,0.0761904761904762
bbob-noisy,es,native,nan,130,40,1,19,15,7,0.10666666666666667,0.8571428571428571,0.1428571428571429,0.11428571428571428
bbob-noisy,es,native,nan,130,40,1,20,15,7,0.19555555555555554,0.7142857142857143,0.2857142857142857,0.2571428571428571
bbob-noisy,es,native,nan,130,40,1,21,15,7,0.017777777777777778,1.0,0.0,0.01904761904761905
bbob-noisy,es,native,nan,130,40,1,22,15,7,0.008888888888888889,1.0,0.0,0.009523809523809525
bbob-noisy,es,native,nan,130,40,1,23,15,7,0.008888888888888889,1.0,0.0,0.009523809523809525
bbob-noisy,es,native,nan,130,40,1,24,15,7,0.06222222222222222,1.0,0.0,0.06666666666666667
