epoch,train_loss,test_loss,train_acc,test_acc,test_balanced_acc,test_worst_acc,kappa,seed
53,0.16941219165966173,1.3121719970703125,0.9442591710338256,0.7282,0.7282,0.465,3.945435945883227,123
54,0.2501647295564891,1.0917690460205078,0.91503890741623,0.7505,0.7505,0.453,5.298237022148835,123
55,0.15502989971772138,1.3716378295898437,0.9464824519612514,0.7202,0.7202,0.268,3558018.7471321807,123
56,0.14410039003035066,1.2773725952148438,0.9516436398284898,0.7325,0.7325,0.549,1.3258101798424464,123
57,0.13173463213191972,1.2699995788574219,0.9538669207559155,0.7354,0.7353999999999999,0.496,5.05697902831236,123
58,0.2055891938714616,1.260056640625,0.9282197872002541,0.7495,0.7495,0.41,3.427076516662321,123
59,0.12928923338353493,1.138135433959961,0.9562490074638716,0.7572,0.7572,0.588,2183683.1638562432,123
60,0.1021297770264377,1.3077212310791015,0.9638716849293314,0.7466,0.7466,0.377,589789.3064458825,123
61,0.1207161688778123,1.4626037048339844,0.9572812450373194,0.7179,0.7179,0.34,23.327141391379193,123
62,0.09983342761972205,1.3025890838623047,0.9668889947594093,0.7412,0.7412,0.521,741710.1368091875,123
63,0.1291735544836254,1.5929014923095703,0.9561696045736064,0.7217,0.7217,0.248,40399.67444522075,123
64,0.11438517262296902,1.015786099243164,0.9608543750992536,0.7864,0.7863999999999999,0.564,1.0782886062115462,123
65,0.08356726633398727,1.2276252014160156,0.9717325710655867,0.7497,0.7497,0.501,0.1928756043928633,123
66,0.11941929599567502,1.441188168334961,0.957916468159441,0.7416,0.7416,0.44,4983248.097416864,123
67,0.10278779876900417,1.2890206909179687,0.9645069080514531,0.7451,0.7451,0.47,0.6341811440649646,123
68,0.1025807656464888,1.2317377319335938,0.9656979514054311,0.7609,0.7608999999999999,0.537,0.28575403515994874,123
69,0.08273027744750588,1.1941444549560547,0.9721295855169129,0.7646,0.7646,0.478,0.17426837114933735,123
70,0.07082982905349865,1.6314419311523438,0.976417341591234,0.7124,0.7123999999999999,0.428,0.11840161663463102,123
71,0.10610232944618772,1.017515658569336,0.9647451167222487,0.7833,0.7833,0.601,0.31452607332994453,123
72,0.08448419503528048,1.2911706604003905,0.9710973479434651,0.7491,0.7491,0.473,0.2374301734438887,123
73,0.07654646932084881,1.216093588256836,0.9749880895664602,0.7564,0.7564000000000001,0.549,0.08014319200821624,123
74,0.06890054026993377,1.1857184204101563,0.9765761473717643,0.772,0.772,0.562,0.06514052949482628,123
75,0.06218110867600716,1.1594229064941406,0.9808639034460854,0.768,0.768,0.475,0.00632106458905812,123
76,0.06479460590696343,1.2096938232421874,0.9806256947752898,0.7593,0.7592999999999999,0.532,0.02793814506510154,123
77,0.07242724954921025,1.2708723541259765,0.9765761473717643,0.7513,0.7513000000000001,0.453,0.10865073504211165,123
78,0.06866051686156528,1.0828777374267577,0.9786406225186597,0.783,0.783,0.583,0.02681451371402849,123
79,0.06257204973869936,1.024129067993164,0.9820549468000636,0.7877,0.7877,0.656,-0.010108556588685506,123
80,0.04948911050472711,1.2648624450683594,0.9845164363982849,0.7551,0.7550999999999999,0.537,0.01191218768079437,123
81,0.054747989561248434,1.0427569580078124,0.981816738129268,0.7891,0.7891,0.628,-0.08903272050632724,123
82,0.05283942502018609,1.161546710205078,0.9829283785929808,0.7687,0.7687,0.58,0.03413569490329871,123
83,0.0459279738779539,1.1351911071777343,0.9853104653009369,0.7754,0.7754,0.603,-0.0014484992681981631,123
84,0.046991140705755025,1.1087713226318359,0.9865809115451802,0.7794,0.7794000000000001,0.633,-0.07862581577549198,123
85,0.05106977600890037,0.9953042022705079,0.9854692710814673,0.7948,0.7948000000000001,0.657,0.0016550213974503168,123
86,0.04144563276615903,1.1178921112060547,0.9887247895823408,0.7798,0.7798,0.622,-0.020234150494655347,123
87,0.040889502593935985,1.089165005493164,0.9880895664602192,0.7831,0.7831000000000001,0.61,-0.17342249238301183,123
88,0.04293839538099275,1.0871003540039061,0.9881689693504844,0.7839,0.7838999999999999,0.592,-0.20675994768824196,123
89,0.039691210247437804,1.13171953125,0.9885659838018104,0.7782,0.7782,0.565,-0.08549265650210648,123
90,0.03739247538654581,1.1220092590332031,0.9905510560584405,0.7812,0.7811999999999999,0.576,-0.05302718872818858,123
91,0.037439421280728684,1.103576220703125,0.9900746387168493,0.7813,0.7813000000000001,0.579,-0.09845729246512329,123
92,0.03655437465620472,1.1136078125,0.9903922502779101,0.7782,0.7782,0.579,-0.1807294111747986,123
93,0.03537061363245658,1.1068202392578126,0.9895982213752581,0.7814,0.7814,0.563,-0.14888744713193194,123
94,0.03724391119279842,1.1043440765380859,0.9895188184849929,0.7819,0.7818999999999999,0.589,-0.1785715008651493,123
95,0.037269694399640584,1.0934872680664063,0.9898364300460537,0.7836,0.7836,0.592,-0.1505126749050831,123
96,0.03362027080887856,1.1081877075195312,0.9911068762902969,0.7797,0.7797000000000001,0.585,-0.18000505983207077,123
97,0.032703093125438884,1.1174634033203126,0.9914244878513578,0.7797,0.7797000000000001,0.583,-0.17300271059322964,123
98,0.03337734192728106,1.1254015197753906,0.9907098618389709,0.7786,0.7786000000000001,0.58,-0.08964503872471122,123
99,0.03441217647235659,1.1233366271972656,0.9904716531681753,0.7786,0.7786,0.582,-0.2519766843050954,123
100,0.036289242651607566,1.1089802825927735,0.9891218040336668,0.7802,0.7802,0.588,-0.2186897126585529,123
101,27845318826.747974,14628162345.3696,0.037954581546768305,0.0944,0.0944,0.0,3329246257.617468,123
