dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
WineQuality_sample_3189,985772,0.015144201747101136,0.014453411818407052,-4.561415254695173,0.0029296875,True,"[8, 6, 3, 5]"
WineQuality_sample_3189,305711,0.012613888665167185,0.013065638116497975,3.5813654561442294,0.001953125,True,[2]
WineQuality_sample_3189,435829,0.015173124450268846,0.016182390056579333,6.651666303920706,0.0009765625,True,[9]
WineQuality_sample_3189,117952,0.015197423821205654,0.014549969488748864,-4.260290033850129,0.080078125,False,[3]
WineQuality_sample_3189,963395,0.016013230891707465,0.014313956299198696,-10.61169106971877,0.0009765625,True,"[10, 7]"
WineQuality_sample_3189,152315,0.014324394930802042,0.015268333050676975,6.589724204302434,0.0009765625,True,"[10, 7, 5]"
WineQuality_sample_3189,882371,0.01498443824224774,0.013723672290056747,-8.413835285705526,0.0322265625,True,"[1, 4, 0, 2, 5]"
WineQuality_sample_3189,359783,0.015156543147188778,0.013626950858777413,-10.091960109618222,0.0029296875,True,"[7, 4, 3, 8]"
WineQuality_sample_3189,304137,0.014129415487435145,0.013418060172285686,-5.034570013048631,0.0244140625,True,"[10, 4, 2]"
WineQuality_sample_3189,122579,0.014438688796383548,0.015017339226071858,4.007638351712694,0.0009765625,True,"[4, 8, 9]"
WineQuality_sample_3189,610581,0.016262689739700038,0.015070280150330349,-7.332179414693074,0.001953125,True,"[2, 3, 8, 6]"
WineQuality_sample_3189,448242,0.015653044249246895,0.014974500571628772,-4.334899121305235,0.0029296875,True,[10]
WineQuality_sample_3189,374564,0.0143135070993432,0.013547847248903826,-5.349212077272853,0.0009765625,True,"[10, 7, 4, 0]"
WineQuality_sample_3189,735831,0.0137813959571255,0.01322876406199383,-4.00998488724169,0.0009765625,True,"[1, 2, 8]"
WineQuality_sample_3189,736326,0.01457895647805567,0.012935828894065178,-11.2705431727143,0.0068359375,True,"[10, 3, 8]"
