probe_value_key,threshold,n_non_ties,accuracy,correct,pred_berw_count,pred_berw_rate,pred_cma_label_cma,pred_cma_label_berw,pred_berw_label_cma,pred_berw_label_berw
misranking_rd,0.0,450,0.5244444444444445,236,450,1.0,0,0,214,236
misranking_rd,0.005,450,0.6622222222222223,298,344,0.7644444444444445,84,22,130,214
misranking_rd,0.01,450,0.6733333333333333,303,319,0.7088888888888889,99,32,115,204
misranking_rd,0.015,450,0.6733333333333333,303,319,0.7088888888888889,99,32,115,204
misranking_rd,0.02,450,0.6844444444444444,308,304,0.6755555555555556,109,37,105,199
misranking_rd,0.025,450,0.6844444444444444,308,304,0.6755555555555556,109,37,105,199
misranking_rd,0.03,450,0.7,315,289,0.6422222222222222,120,41,94,195
misranking_rd,0.035,450,0.7,315,289,0.6422222222222222,120,41,94,195
misranking_rd,0.04,450,0.7111111111111111,320,284,0.6311111111111111,125,41,89,195
misranking_rd,0.045,450,0.7177777777777777,323,279,0.62,129,42,85,194
misranking_rd,0.05,450,0.7177777777777777,323,279,0.62,129,42,85,194
misranking_rd,0.055,450,0.7244444444444444,326,276,0.6133333333333333,132,42,82,194
misranking_rd,0.06,450,0.7244444444444444,326,276,0.6133333333333333,132,42,82,194
misranking_rd,0.065,450,0.7288888888888889,328,274,0.6088888888888889,134,42,80,194
misranking_rd,0.07,450,0.7288888888888889,328,274,0.6088888888888889,134,42,80,194
misranking_rd,0.075,450,0.7355555555555555,331,271,0.6022222222222222,137,42,77,194
misranking_rd,0.08,450,0.7355555555555555,331,271,0.6022222222222222,137,42,77,194
misranking_rd,0.085,450,0.74,333,267,0.5933333333333334,140,43,74,193
misranking_rd,0.09,450,0.7444444444444445,335,265,0.5888888888888889,142,43,72,193
misranking_rd,0.095,450,0.7444444444444445,335,265,0.5888888888888889,142,43,72,193
misranking_rd,0.1,450,0.7466666666666667,336,264,0.5866666666666667,143,43,71,193
misranking_rd,0.105,450,0.7466666666666667,336,264,0.5866666666666667,143,43,71,193
misranking_rd,0.11,450,0.7444444444444445,335,263,0.5844444444444444,143,44,71,192
misranking_rd,0.115,450,0.7444444444444445,335,263,0.5844444444444444,143,44,71,192
misranking_rd,0.12,450,0.7422222222222222,334,262,0.5822222222222222,143,45,71,191
misranking_rd,0.125,450,0.7333333333333333,330,258,0.5733333333333334,143,49,71,187
misranking_rd,0.13,450,0.7333333333333333,330,258,0.5733333333333334,143,49,71,187
misranking_rd,0.135,450,0.7311111111111112,329,257,0.5711111111111111,143,50,71,186
misranking_rd,0.14,450,0.7311111111111112,329,257,0.5711111111111111,143,50,71,186
