dataset,seed,mse,aug_mse,delta_mse,p_wilcoxon,should_proceed,features_perturbed
ConcreteCompressiveStrength,122579,0.0022953528394062863,0.0021285060149231093,-7.268896599197076,0.0009765625,True,"[0, 4]"
