init_top10,ori_top10
-9.199999809265137,-9.6
-9.100000381469728,-9.5
-9.0,-8.9
-8.899999618530273,-8.7
-8.800000190734863,-8.7
-8.5,-8.6
-8.399999618530273,-8.3
-8.300000190734863,-8.3
-8.300000190734863,-8.3
-8.300000190734863,-8.2
