algorithm,seed,budget,evaluations,best_observed,post_mean_best_observed,post_median_best_observed,post_cvar20_best_observed,post_mean,post_median,post_cvar20,postselect_k
CMA-ES-sep,5,800,800,2227.9561015240074,36194.81878286849,5330.189919298893,158607.51492125762,5226.886963185034,4240.035849778731,10124.10682621506,5
CMA-ES-sep,6,800,800,2983.872649822543,280635.84336638916,6397.858563167572,1358174.2057044937,10766.159744799728,5975.235000722215,30724.71972986521,5
CMA-ES-sep,7,800,800,1985.582984550103,9780.140013643817,3361.9694296745133,35498.18671396925,3898.903420290585,3364.3611322796996,6745.678200650421,5
CMA-ES-sep,8,800,800,2909.9343656630854,7890.011354212535,6808.097839301018,13553.230913088246,5445.7026915120305,4867.292016701571,9036.447175736977,5
CMA-ES-sep,9,800,800,1933.7809403884999,4372.788118752604,2960.1386943216876,10391.298755788976,6599.266567293702,2918.970361614426,21624.5091514139,5
CMA-ES-sep,10,800,800,3325.8444502086436,6962.597613329195,5518.010248149712,13710.584340785215,6571.078031147146,5708.77536733092,11335.2018940708,5
CMA-ES-sep,11,800,800,1933.798726600901,3437.6017918859434,3172.4820157622507,5233.14442602885,3427.0087747603484,3046.857488874147,5644.715675320177,5
CMA-ES-sep,12,800,800,2316.699214597701,4668.573426072186,4334.70493716962,6941.366299498517,95785.61130573522,3728.64889258116,457735.2327527631,5
CMA-ES-sep,13,800,800,3612.3480450048855,8466.14867249535,7369.380125983902,15393.638125644622,6940.521579326,6060.764719726043,12020.545104647013,5
CMA-ES-sep,14,800,800,2563.770750041652,6666.54862898496,5221.577637097412,13542.397057279788,5098.31005428657,4375.087868472302,8810.354864030478,5
CMA-ES-sep,15,800,800,2689.6629985617055,949136.2010830485,4164.292431667054,4657056.165289401,18382.01727110841,4853.13258741311,72768.72355012617,5
CMA-ES-sep,16,800,800,1766.6828573709104,3891.0131901135037,3380.6487245177864,6638.516433295662,3242.0564816112133,2865.488538525604,5164.1248435246625,5
CMA-ES-sep,17,800,800,2959.4536758825316,5339.143678143602,5021.717696111435,7629.659802225815,4379.250125866527,4048.000482896358,6740.2636487498485,5
CMA-ES-sep,18,800,800,3167.5739267129393,37313.88225122185,8259.473708910005,153468.30314293335,21581.512132707896,9237.40436763854,71921.62303651354,5
CMA-ES-sep,19,800,800,4471.093930950237,11018.263926406187,9215.857892578812,21061.839470539588,27031.58092315272,9205.74925494444,99139.6512726038,5
CMA-ES-sep,20,800,800,2481.2737474599785,16204.842887405295,5448.770607743225,59016.670907355336,5046.286632194427,4582.896566210295,8175.99800289823,5
CMA-ES-sep,21,800,800,3735.1980102789157,7782.193317001938,7090.555940840266,12408.88215644683,7721.216649864722,7141.025045855176,12257.395990146577,5
CMA-ES-sep,22,800,800,2235.6302411564498,4125.257789467058,3859.2896345129834,6046.204316937442,3866.7237560927897,3509.5574565985626,5882.73606466262,5
CMA-ES-sep,23,800,800,3552.1917981418956,13843.96603945829,10520.501824242087,30290.520022639445,9483.588490541762,7438.366791731345,19004.061125826254,5
CMA-ES-sep,24,800,800,13985.28518576012,661180.6764955455,160504.3842723422,2588537.9592558304,98885.01051793135,55670.31900925952,270078.7536843245,5
CMA-ES-sep,25,800,800,3407.3452472603276,12836.386074520773,8907.151267614136,30971.605450474504,9638.083101633623,6976.936005617012,21660.326382187173,5
CMA-ES-sep,26,800,800,2301.2350018576676,15685.305131276255,4749.178435481615,59587.97061500757,7231.574161030248,4615.424039177002,18331.29151568432,5
CMA-ES-sep,27,800,800,3955.9483197684954,472196.20290406153,25071.567716879705,2190674.5815755315,46817.053514972824,12651.865544236523,184071.13657075135,5
CMA-ES-sep,28,800,800,6027.922270555267,1167787.2496063313,33145.223011753485,5182781.49434348,496903.9072685267,13165.43256226367,2394600.741519233,5
CMA-ES-sep,29,800,800,1854.6140494166516,4220.967428136646,3480.8711475653226,8020.748456522806,3348.7622520631294,3064.0949358627854,5160.431081143206,5
CMA-ES-sep,30,800,800,1854.9702314663791,18109.078285224445,3291.5237059486744,76985.03993112467,5523.185390527306,3610.3409903895417,13958.189109751078,5
CMA-ES-sep,31,800,800,2195.4253543346517,7821.024804021326,5198.4138873342035,19258.155235762446,6563.5252972942835,4254.240471176235,16319.92571011793,5
CMA-ES-sep,32,800,800,3811.74120973968,15828.540942660635,7406.737785533049,50377.625872504555,48224.39770565479,8809.36580513517,205084.80075229472,5
CMA-ES-sep,33,800,800,2773.3366862165503,8845.349488657712,6271.373762672564,20386.19287977065,6379.443479251414,5857.7435403447535,9782.785468017868,5
CMA-ES-sep,34,800,800,2369.4843171192883,7045.258165612284,5612.832608685366,14309.112352685122,6694.847409493648,5207.767874191049,14255.70119064043,5
CMA-ES-sep,35,800,800,2309.118411501419,4292.299040386331,3761.64564732129,7234.7544179314955,4185.638924606935,3550.1379661812816,7544.573871393079,5
CMA-ES-sep,36,800,800,2925.53426120674,5374.735123072245,4390.174844545461,10063.346213201581,4799.353080570026,4114.840434763702,8167.808986044615,5
CMA-ES-sep,37,800,800,3231.7152806574945,16323.059042663008,6156.163314523146,57335.496419127456,7553.84809137182,6198.1801115330345,14628.745775765665,5
CMA-ES-sep,38,800,800,1703.5230286793642,6531.473208237705,4884.860828708086,14082.24325832879,3984.3769837429477,3650.5598862888305,6368.260265241822,5
CMA-ES-sep,39,800,800,1547.6778756673418,3255.719958242262,3012.1095208150145,4807.5146225765575,3023.0571533895436,2722.232654055122,4793.9793119071965,5
CMA-ES-sep,40,800,800,4794.082569323862,86528.40461748085,13498.497588981758,371808.6456549831,11871.407772287766,10112.560488193358,21567.515479168957,5
CMA-ES-sep,41,800,800,2478.495373504797,6566.654659789086,4460.880896126612,15572.277750621886,5554.336552832604,4250.035438357843,11401.875034212902,5
CMA-ES-sep,42,800,800,1727.9452040480762,3896.100835117326,3359.145509411178,6639.516252322832,3175.2901643005357,2845.9457959727674,4964.598804405722,5
CMA-ES-sep,43,800,800,2155.00642443741,5087.278714198317,3540.720776605568,11724.843620729105,13977.83522838746,4591.834220595867,52067.05710643997,5
CMA-ES-sep,44,800,800,2071.5456896334,4506.569112971691,3882.3387437277306,7719.368704530338,4261.167839679206,3809.0140450508306,7182.567971556711,5
CMA-ES-sep,45,800,800,2100.128332789242,4124.495637830079,3912.9321524272054,6088.732456382567,3632.0303808714084,3418.910058825097,5159.0407162738165,5
CMA-ES-sep,46,800,800,8578.797163292831,2599879.6920268694,747271.06328748,9796401.785306426,1162053.509237825,346220.72080615116,4494274.466514661,5
CMA-ES-sep,47,800,800,2533.1553570956744,178641.40534378428,7618.001209568987,852100.4001402607,5501.383758332235,4939.391434977587,9226.283432516024,5
CMA-ES-sep,48,800,800,5827.254679508526,11439.240339885806,10192.557736107534,19031.049440009818,12406.160455456058,10017.820526617423,24054.11009363826,5
CMA-ES-sep,49,800,800,2386.7995288844286,5075.069719520621,3821.549825944783,10822.989558933801,61726.912413523896,3887.4504064183175,289596.29581830243,5
CMA-ES-sep,50,800,800,2484.6951965642534,26835.88321571242,5812.901158108638,110887.0138943483,7481.7711039401565,3996.5869536257132,21731.7040471055,5
ProbeSwitch-MR-Robust(t=0.12),1,800,800,2252.046671981003,4244.654549203967,3283.801236954705,8523.928667372154,2988.110645194448,2751.0702242778407,4527.099568747718,5
ProbeSwitch-MR-Robust(t=0.12),2,800,800,2191.71197894523,6169.610512146566,5559.357049563181,10463.079117457968,5623.709260862909,4969.986271455062,9849.753737165765,5
ProbeSwitch-MR-Robust(t=0.12),3,800,800,2827.7625868138684,10714.928575361102,8302.914059338045,22159.129189207644,6461.172100730408,5562.136378135105,11642.800168109852,5
ProbeSwitch-MR-Robust(t=0.12),4,800,800,2060.6553715587174,4995.443750152669,4397.899225256142,8196.803465431074,5439.504375538415,4434.161075077985,10821.793474360225,5
ProbeSwitch-MR-Robust(t=0.12),5,800,800,2446.788694485496,17918.303177998478,4470.094169185413,71535.58781147836,5164.349287839544,4199.891874777501,9900.36614069472,5
ProbeSwitch-MR-Robust(t=0.12),6,800,800,2005.7991578651952,151856.032612861,4291.7462794662515,732301.3375426588,9700.347369689978,3888.2849188237146,33274.34605419741,5
ProbeSwitch-MR-Robust(t=0.12),7,800,800,1874.8503915838971,11164.685759994389,3906.9945785162454,40830.300467345965,4016.5999358615263,3533.92933834286,6724.216332681973,5
ProbeSwitch-MR-Robust(t=0.12),8,800,800,1886.4852100869014,5561.9784882850545,4793.715062773051,9990.583617183216,5003.724774876528,4369.3242657941455,8651.076436919568,5
ProbeSwitch-MR-Robust(t=0.12),9,800,800,2044.0495765672963,9963.092475618012,3363.9979448282293,36525.85123109657,9397.683469593521,3514.510669152305,33275.96734146411,5
ProbeSwitch-MR-Robust(t=0.12),10,800,800,3748.439092711479,8532.653527363234,7412.276440701107,14884.747786493295,8227.737998313776,7306.82682060117,13979.3446429201,5
ProbeSwitch-MR-Robust(t=0.12),11,800,800,1550.5177629793598,3358.05786980345,3150.854578263208,5144.823291270318,2932.7557697988473,2527.3813041119574,4985.648991650532,5
ProbeSwitch-MR-Robust(t=0.12),12,800,800,2300.751822073725,8812.862402144408,3927.2280062869168,29194.906912710885,95718.71790095117,3490.833810397865,458122.1346825333,5
ProbeSwitch-MR-Robust(t=0.12),13,800,800,2849.224735899814,6669.651607526626,5316.274044020614,12963.1485464709,6157.060544688891,5525.743723495739,10514.566272610344,5
ProbeSwitch-MR-Robust(t=0.12),14,800,800,2182.5351047357663,4198.004137664659,3683.998284352275,7088.084877698197,4249.858734473773,3675.5926381993354,7325.284424457668,5
ProbeSwitch-MR-Robust(t=0.12),15,800,800,2577.5897351149456,1064053.4107170508,5460.012171528675,5218077.881952985,12924.890485750924,4423.366780430298,46945.25670815888,5
ProbeSwitch-MR-Robust(t=0.12),16,800,800,1747.4670961231611,3354.7305714461013,2658.383254550964,6651.8983596992075,3006.927251352432,2623.9719848745044,4967.997595393656,5
ProbeSwitch-MR-Robust(t=0.12),17,800,800,2917.9227091096986,5776.780052165055,5542.542616623266,8033.821418718948,4740.438809324406,4354.686152234555,7398.630262310079,5
ProbeSwitch-MR-Robust(t=0.12),18,800,800,3496.722095865678,191142.71209438797,12261.463775270087,886577.1060588789,26169.98694821968,15280.711630106709,73086.6464791429,5
ProbeSwitch-MR-Robust(t=0.12),19,800,800,2844.2135687143436,7308.780445458257,6022.464156097662,13422.898078822733,18902.939119073435,6513.32985400579,69302.53340665274,5
ProbeSwitch-MR-Robust(t=0.12),20,800,800,2580.310759975079,5789.380434568759,4674.272180560229,11292.598670706117,5173.075667500993,4362.109421048756,9756.29979426833,5
ProbeSwitch-MR-Robust(t=0.12),21,800,800,3409.0659567751136,7271.460983228377,6437.4128364269145,12099.887772295322,6589.753291818158,5982.46293730577,10905.051622511997,5
ProbeSwitch-MR-Robust(t=0.12),22,800,800,1816.7449192946042,3479.357968942114,3155.119488919402,5344.771714812712,3392.2957290386676,3002.126681511272,5577.684140722654,5
ProbeSwitch-MR-Robust(t=0.12),23,800,800,3357.4231542647303,10634.3779097915,7190.416443722301,26111.183965913795,9153.32840119134,6759.608180993576,20283.339881989854,5
ProbeSwitch-MR-Robust(t=0.12),24,800,800,6393.9887170694465,131256.01658272574,34459.82236099805,521733.8508129003,30255.43247399691,19676.101847461614,77960.90741432532,5
ProbeSwitch-MR-Robust(t=0.12),25,800,800,2995.981677705006,7367.506566422221,5910.576449482275,14419.048840016485,6783.940508148182,5495.519973306365,13310.007451944268,5
ProbeSwitch-MR-Robust(t=0.12),26,800,800,1983.035401872214,19690.697650198737,4461.499568089188,80579.36410761696,8899.890498281511,3888.4536709496497,29733.17884386889,5
ProbeSwitch-MR-Robust(t=0.12),27,800,800,3761.657982326922,229441.62716394186,15602.357867082588,1070691.9236376362,45389.589660842714,9527.914431218502,188433.13262086234,5
ProbeSwitch-MR-Robust(t=0.12),28,800,800,5345.2754360843455,84292.70675740774,11617.124827808098,370695.40243207576,639603.738866846,12943.011763007198,3100975.3267347417,5
ProbeSwitch-MR-Robust(t=0.12),29,800,800,2316.733395984001,3948.8762347439197,3390.219450939667,6860.799834811858,3652.6990354116965,3422.71528415415,5343.824823930452,5
ProbeSwitch-MR-Robust(t=0.12),30,800,800,2166.263213437619,9299.475136258969,3510.514190361736,32566.2580426828,4460.318679766475,3875.291692239555,7504.64835534309,5
ProbeSwitch-MR-Robust(t=0.12),31,800,800,2475.940866552556,11082.752877157936,7663.76363037115,26961.673720248782,8528.847058774021,5960.5219636807105,20350.23525283163,5
ProbeSwitch-MR-Robust(t=0.12),32,800,800,3586.0522655734026,44312.053518750174,8627.298789743681,187148.96360215143,64078.480603029966,7571.058567542263,287226.2031550481,5
ProbeSwitch-MR-Robust(t=0.12),33,800,800,2842.764935043747,7083.4454453333,5348.868345188989,15084.323505624614,5588.210498005953,4950.308034630915,9254.309083545686,5
ProbeSwitch-MR-Robust(t=0.12),34,800,800,2397.2054173979777,6238.649371697621,5101.332717247096,12167.691046599433,6469.253856418508,4936.451499015015,13380.12962949037,5
ProbeSwitch-MR-Robust(t=0.12),35,800,800,2374.994743502782,6284.643168731949,5032.552112267424,12215.31307031687,4788.169218863102,4048.9599524768537,8593.507138195917,5
ProbeSwitch-MR-Robust(t=0.12),36,800,800,2702.282255624889,6484.510914548827,5638.217716127742,11318.171283504365,4616.583889226479,4181.637111972214,7167.337903468796,5
ProbeSwitch-MR-Robust(t=0.12),37,800,800,2700.653743787456,16017.204179805816,6388.96263784576,55280.23132090293,7552.995025406035,6042.068916055987,14797.248849275871,5
ProbeSwitch-MR-Robust(t=0.12),38,800,800,1843.8372434746748,4602.46298976373,4044.102595892048,7479.649736960965,3778.607053034967,3281.861514348875,6373.89465096212,5
ProbeSwitch-MR-Robust(t=0.12),39,800,800,1740.1159215033058,3157.421960431181,2869.3541580791707,4758.9026438360925,3098.6567223125217,2869.6139819697055,4651.517654689083,5
ProbeSwitch-MR-Robust(t=0.12),40,800,800,4467.729895169969,36178.65412865309,11363.20235565626,136818.3013800705,12554.396166086699,10192.415972876768,24363.048734639153,5
ProbeSwitch-MR-Robust(t=0.12),41,800,800,1870.998068847714,5876.676412569001,3627.955233300263,15436.126069149866,4704.281277562481,3616.4233009193194,9872.401090632424,5
ProbeSwitch-MR-Robust(t=0.12),42,800,800,1777.7190485339202,7906.611211885764,3238.5379150756726,26667.147358986622,3581.8834212143793,3233.2321112956306,5640.958952553884,5
ProbeSwitch-MR-Robust(t=0.12),43,800,800,1821.2046797192259,6997.276648121862,3244.756300602711,22372.01707861956,11978.296003142943,3240.490387346188,47035.98433154169,5
ProbeSwitch-MR-Robust(t=0.12),44,800,800,2276.2793620237694,4492.967157885152,4202.6790274972955,7020.703590502788,4379.284972738649,3996.986133319141,6842.054064836529,5
ProbeSwitch-MR-Robust(t=0.12),45,800,800,2111.614348396625,3830.195137791274,3674.1064935319973,5437.100887707185,3676.747296938224,3459.1299840843662,5307.892545511387,5
ProbeSwitch-MR-Robust(t=0.12),46,800,800,8844.797413193262,2342470.422447549,316876.5646603299,9683633.194979133,1577509.4258498019,185863.94971927186,6625728.103150182,5
ProbeSwitch-MR-Robust(t=0.12),47,800,800,3257.426782389153,214818.97618820705,13644.62818834476,1008888.234202884,6926.842473158259,5225.970443109689,14803.71412208042,5
ProbeSwitch-MR-Robust(t=0.12),48,800,800,5993.1884701287745,17623.642091717207,15926.32830331357,28206.628269350513,14270.717317752678,12231.743002272113,25199.474383926838,5
ProbeSwitch-MR-Robust(t=0.12),49,800,800,2161.9155265556465,19062.944743095268,3398.5524569076197,81158.35905616103,88017.71452331918,3487.5424329836446,420575.21247000963,5
ProbeSwitch-MR-Robust(t=0.12),50,800,800,1647.1681352806615,7899.712791812092,3731.963078305116,24915.552365753156,6472.915969276171,3717.6780935918655,18179.116874599367,5
ProbeSwitch-MR-Robust(t=0.22),1,800,800,2252.046671981003,4244.654549203967,3283.801236954705,8523.928667372154,2988.110645194448,2751.0702242778407,4527.099568747718,5
ProbeSwitch-MR-Robust(t=0.22),2,800,800,2136.5071124047254,5193.759195076105,4437.1720061586875,9197.67806841632,4129.995108973835,3678.0049797744978,7043.798721165159,5
ProbeSwitch-MR-Robust(t=0.22),3,800,800,2827.7625868138684,10714.928575361102,8302.914059338045,22159.129189207644,6461.172100730408,5562.136378135105,11642.800168109852,5
ProbeSwitch-MR-Robust(t=0.22),4,800,800,2060.6553715587174,4995.443750152669,4397.899225256142,8196.803465431074,5439.504375538415,4434.161075077985,10821.793474360225,5
ProbeSwitch-MR-Robust(t=0.22),5,800,800,2446.788694485496,17918.303177998478,4470.094169185413,71535.58781147836,5164.349287839544,4199.891874777501,9900.36614069472,5
ProbeSwitch-MR-Robust(t=0.22),6,800,800,3032.2969861858655,111687.01959095095,4388.479783773918,533568.4631778182,6995.259596221537,5399.2076114634365,14245.223362395289,5
ProbeSwitch-MR-Robust(t=0.22),7,800,800,1874.8503915838971,11164.685759994389,3906.9945785162454,40830.300467345965,4016.5999358615263,3533.92933834286,6724.216332681973,5
ProbeSwitch-MR-Robust(t=0.22),8,800,800,1886.4852100869014,5561.9784882850545,4793.715062773051,9990.583617183216,5003.724774876528,4369.3242657941455,8651.076436919568,5
ProbeSwitch-MR-Robust(t=0.22),9,800,800,1801.9508014619198,5582.774078383141,3241.0679139141384,15287.76568365941,5656.572717746696,3195.1223789378396,16123.958802371324,5
ProbeSwitch-MR-Robust(t=0.22),10,800,800,2822.924759366052,6500.106031954442,5433.5322510549595,12125.515942068394,6631.3435402095165,5694.994620002126,11854.741359541873,5
ProbeSwitch-MR-Robust(t=0.22),11,800,800,1727.3306679136492,3582.4822492049984,3251.207372956073,5683.9395283797685,3275.560027974445,2875.7862341554205,5413.428738103501,5
ProbeSwitch-MR-Robust(t=0.22),12,800,800,2300.751822073725,8812.862402144408,3927.2280062869168,29194.906912710885,95718.71790095117,3490.833810397865,458122.1346825333,5
ProbeSwitch-MR-Robust(t=0.22),13,800,800,2753.6293813883835,8564.370553348757,7080.733666765366,16206.557088745038,8060.269645247659,7136.068217011592,14060.200968455774,5
ProbeSwitch-MR-Robust(t=0.22),14,800,800,2631.3542406149445,7241.77442487904,5793.351029828367,14382.183742731526,5975.198119347662,5030.043155683832,10616.888565789286,5
ProbeSwitch-MR-Robust(t=0.22),15,800,800,2577.5897351149456,1064053.4107170508,5460.012171528675,5218077.881952985,12924.890485750924,4423.366780430298,46945.25670815888,5
ProbeSwitch-MR-Robust(t=0.22),16,800,800,1815.4131116985125,3503.4753307670694,2883.9681337945744,6473.187390398429,3304.39367462036,2987.0544088084957,5099.171913705076,5
ProbeSwitch-MR-Robust(t=0.22),17,800,800,2917.9227091096986,5776.780052165055,5542.542616623266,8033.821418718948,4740.438809324406,4354.686152234555,7398.630262310079,5
ProbeSwitch-MR-Robust(t=0.22),18,800,800,3496.722095865678,191142.71209438797,12261.463775270087,886577.1060588789,26169.98694821968,15280.711630106709,73086.6464791429,5
ProbeSwitch-MR-Robust(t=0.22),19,800,800,3140.9535315018543,13545.284735352321,12051.937009317086,25056.84493126557,25472.801150217027,9687.927169345585,89947.7894574365,5
ProbeSwitch-MR-Robust(t=0.22),20,800,800,2557.2327705047373,6359.148997355467,4747.827988530099,13832.476061589014,5629.46913056592,4837.582696481812,10229.592596499406,5
