Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,11039,79393,90432,0.1221,1.000
Rand,3524,86908,90432,0.039,1.095
LRU,2601,87831,90432,0.0288,1.106
Marker,3650,86782,90432,0.0404,1.093
OnlineMin,3529,86903,90432,0.039,1.095
Predict[PLECO],314,90118,90432,0.0035,1.135
PredMark[PLECO],4245,86187,90432,0.0469,1.086
LMarker[PLECO],4245,86187,90432,0.0469,1.086
LNonMarker[PLECO],4000,86432,90432,0.0442,1.089
FollowerRobust[PLECOState],3768,86664,90432,0.0417,1.092
PredictiveOnlineMin[PLECO]-msf-100,1102,89330,90432,0.0122,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-0,1098,89334,90432,0.0121,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-1,1094,89338,90432,0.0121,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-2,1109,89323,90432,0.0123,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-4,1107,89325,90432,0.0122,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-8,1106,89326,90432,0.0122,1.125
RPB-OnlineMin[PLECO]-msf-100-pb-16,1106,89326,90432,0.0122,1.125
RPB-OnlineMin-CF[PLECO]-msf-100-pb-0,1085,89347,90432,0.012,1.125
RPB-OnlineMin-CF[PLECO]-msf-100-pb-1,1087,89345,90432,0.012,1.125
RPB-OnlineMin-CF[PLECO]-msf-100-pb-2,1099,89333,90432,0.0122,1.125
RPB-OnlineMin-CF[PLECO]-msf-100-pb-4,1087,89345,90432,0.012,1.125
RPB-OnlineMin-CF[PLECO]-msf-100-pb-8,1086,89346,90432,0.012,1.125
RPB-OnlineMin-CF[PLECO]-msf-100-pb-16,1075,89357,90432,0.0119,1.126
RPB-OM-HC[PLECO]-msf-100-pb-0,1093,89339,90432,0.0121,1.125
RPB-OM-HC[PLECO]-msf-100-pb-1,1106,89326,90432,0.0122,1.125
RPB-OM-HC[PLECO]-msf-100-pb-2,1106,89326,90432,0.0122,1.125
RPB-OM-HC[PLECO]-msf-100-pb-4,1107,89325,90432,0.0122,1.125
RPB-OM-HC[PLECO]-msf-100-pb-8,1106,89326,90432,0.0122,1.125
RPB-OM-HC[PLECO]-msf-100-pb-16,1106,89326,90432,0.0122,1.125
RPB-OM-S[PLECO]-msf-100-pb-0,1076,89356,90432,0.0119,1.125
RPB-OM-S[PLECO]-msf-100-pb-1,1101,89331,90432,0.0122,1.125
RPB-OM-S[PLECO]-msf-100-pb-2,1105,89327,90432,0.0122,1.125
RPB-OM-S[PLECO]-msf-100-pb-4,1107,89325,90432,0.0122,1.125
RPB-OM-S[PLECO]-msf-100-pb-8,1106,89326,90432,0.0122,1.125
RPB-OM-S[PLECO]-msf-100-pb-16,1106,89326,90432,0.0122,1.125
"CombDet[Predict[PLECO], LRU]",2458,87974,90432,0.0272,1.108
"CombineRandom[Predict[PLECO], LRU]",601,89831,90432,0.0066,1.131
