Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,27637,61867,89504,0.3088,1.000
Rand,8522,80982,89504,0.0952,1.309
LRU,8493,81011,89504,0.0949,1.309
Marker,8398,81106,89504,0.0938,1.311
OnlineMin,8501,81003,89504,0.095,1.309
Predict[POPU],9701,79803,89504,0.1084,1.290
PredMark[POPU],9862,79642,89504,0.1102,1.287
LMarker[POPU],9864,79640,89504,0.1102,1.287
LNonMarker[POPU],10172,79332,89504,0.1136,1.282
FollowerRobust[POPUState],10563,78941,89504,0.118,1.276
PredictiveOnlineMin[POPU]-msf-100,16092,73412,89504,0.1798,1.187
RPB-OnlineMin[POPU]-msf-100-pb-0,16039,73465,89504,0.1792,1.187
RPB-OnlineMin[POPU]-msf-100-pb-1,15789,73715,89504,0.1764,1.192
RPB-OnlineMin[POPU]-msf-100-pb-2,15753,73751,89504,0.176,1.192
RPB-OnlineMin[POPU]-msf-100-pb-4,15734,73770,89504,0.1758,1.192
RPB-OnlineMin[POPU]-msf-100-pb-8,15734,73770,89504,0.1758,1.192
RPB-OnlineMin[POPU]-msf-100-pb-16,15734,73770,89504,0.1758,1.192
RPB-OM-HC[POPU]-msf-100-pb-0,16063,73441,89504,0.1795,1.187
RPB-OM-HC[POPU]-msf-100-pb-1,15787,73717,89504,0.1764,1.192
RPB-OM-HC[POPU]-msf-100-pb-2,15748,73756,89504,0.1759,1.192
RPB-OM-HC[POPU]-msf-100-pb-4,15734,73770,89504,0.1758,1.192
RPB-OM-HC[POPU]-msf-100-pb-8,15734,73770,89504,0.1758,1.192
RPB-OM-HC[POPU]-msf-100-pb-16,15734,73770,89504,0.1758,1.192
"CombDet[Predict[POPU], LRU]",9323,80181,89504,0.1042,1.296
"CombineRandom[Predict[POPU], LRU]",9764,79740,89504,0.1091,1.289
