Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,30706,10382,41088,0.7473,1.000
Rand,22678,18410,41088,0.5519,1.773
LRU,5236,35852,41088,0.1274,3.453
Marker,17359,23729,41088,0.4225,2.286
OnlineMin,20019,21069,41088,0.4872,2.029
Predict[PLECO],27297,13791,41088,0.6644,1.328
PredMark[PLECO],25554,15534,41088,0.6219,1.496
LMarker[PLECO],25313,15775,41088,0.6161,1.519
LNonMarker[PLECO],24258,16830,41088,0.5904,1.621
FollowerRobust[PLECOState],21661,19427,41088,0.5272,1.871
PredictiveOnlineMin[PLECO]-msf-100,29521,11567,41088,0.7185,1.114
RPB-OnlineMin[PLECO]-msf-100-pb-0,29538,11550,41088,0.7189,1.113
RPB-OnlineMin[PLECO]-msf-100-pb-1,29660,11428,41088,0.7219,1.101
RPB-OnlineMin[PLECO]-msf-100-pb-2,29682,11406,41088,0.7224,1.099
RPB-OnlineMin[PLECO]-msf-100-pb-4,29683,11405,41088,0.7224,1.099
RPB-OnlineMin[PLECO]-msf-100-pb-8,29683,11405,41088,0.7224,1.099
RPB-OnlineMin[PLECO]-msf-100-pb-16,29683,11405,41088,0.7224,1.099
RPB-OnlineMin-CF[PLECO]-msf-100-pb-0,29518,11570,41088,0.7184,1.114
RPB-OnlineMin-CF[PLECO]-msf-100-pb-1,29565,11523,41088,0.7196,1.110
RPB-OnlineMin-CF[PLECO]-msf-100-pb-2,29591,11497,41088,0.7202,1.107
RPB-OnlineMin-CF[PLECO]-msf-100-pb-4,29613,11475,41088,0.7207,1.105
RPB-OnlineMin-CF[PLECO]-msf-100-pb-8,29646,11442,41088,0.7215,1.102
RPB-OnlineMin-CF[PLECO]-msf-100-pb-16,29678,11410,41088,0.7223,1.099
RPB-OM-HC[PLECO]-msf-100-pb-0,29683,11405,41088,0.7224,1.099
RPB-OM-HC[PLECO]-msf-100-pb-1,29683,11405,41088,0.7224,1.099
RPB-OM-HC[PLECO]-msf-100-pb-2,29683,11405,41088,0.7224,1.099
RPB-OM-HC[PLECO]-msf-100-pb-4,29683,11405,41088,0.7224,1.099
RPB-OM-HC[PLECO]-msf-100-pb-8,29683,11405,41088,0.7224,1.099
RPB-OM-HC[PLECO]-msf-100-pb-16,29683,11405,41088,0.7224,1.099
RPB-OM-S[PLECO]-msf-100-pb-0,29529,11559,41088,0.7187,1.113
RPB-OM-S[PLECO]-msf-100-pb-1,29658,11430,41088,0.7218,1.101
RPB-OM-S[PLECO]-msf-100-pb-2,29681,11407,41088,0.7224,1.099
RPB-OM-S[PLECO]-msf-100-pb-4,29683,11405,41088,0.7224,1.099
RPB-OM-S[PLECO]-msf-100-pb-8,29683,11405,41088,0.7224,1.099
RPB-OM-S[PLECO]-msf-100-pb-16,29683,11405,41088,0.7224,1.099
"CombDet[Predict[PLECO], LRU]",27290,13798,41088,0.6642,1.329
"CombineRandom[Predict[PLECO], LRU]",27297,13791,41088,0.6644,1.328
