Name,Hit,Miss,Total,Hit Rate,Cost Ratio
OPT,29461,39979,69440,0.4243,1.000
Rand,12471,56969,69440,0.1796,1.425
LRU,14191,55249,69440,0.2044,1.382
Marker,14144,55296,69440,0.2037,1.383
OnlineMin,10957,58483,69440,0.1578,1.463
Predict[POPU],11670,57770,69440,0.1681,1.445
PredMark[POPU],15409,54031,69440,0.2219,1.351
LMarker[POPU],15323,54117,69440,0.2207,1.354
LNonMarker[POPU],15494,53946,69440,0.2231,1.349
FollowerRobust[POPUState],14547,54893,69440,0.2095,1.373
PredictiveOnlineMin[POPU]-msf-100,13882,55558,69440,0.1999,1.390
RPB-OnlineMin[POPU]-msf-100-pb-0,14047,55393,69440,0.2023,1.386
RPB-OnlineMin[POPU]-msf-100-pb-1,14282,55158,69440,0.2057,1.380
RPB-OnlineMin[POPU]-msf-100-pb-2,14339,55101,69440,0.2065,1.378
RPB-OnlineMin[POPU]-msf-100-pb-4,14369,55071,69440,0.2069,1.377
RPB-OnlineMin[POPU]-msf-100-pb-8,14350,55090,69440,0.2067,1.378
RPB-OnlineMin[POPU]-msf-100-pb-16,14349,55091,69440,0.2066,1.378
RPB-OM-HC[POPU]-msf-100-pb-0,13987,55453,69440,0.2014,1.387
RPB-OM-HC[POPU]-msf-100-pb-1,14323,55117,69440,0.2063,1.379
RPB-OM-HC[POPU]-msf-100-pb-2,14322,55118,69440,0.2062,1.379
RPB-OM-HC[POPU]-msf-100-pb-4,14337,55103,69440,0.2065,1.378
RPB-OM-HC[POPU]-msf-100-pb-8,14350,55090,69440,0.2067,1.378
RPB-OM-HC[POPU]-msf-100-pb-16,14349,55091,69440,0.2066,1.378
"CombDet[Predict[POPU], LRU]",13706,55734,69440,0.1974,1.394
"CombineRandom[Predict[POPU], LRU]",12628,56812,69440,0.1819,1.421
